序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
680,603108,润达医疗,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:12,078万元至14,494万元。",-132860000.0,-267.77,"本报告期归属母公司所有者的净利润出现亏损主要是受公司主营业务影响。随着体外诊断行业集采政策在全国各地区逐步落地,公司收入规模较去年同期下降,业务毛利率也出现一定程度的下降,同时职工薪酬、累计折旧摊销、融资费用等相对固定的支出不能随收入同比减少,导致公司报告期内净利润将出现亏损。公司已积极采取降本增效措施,同时持续提升资金周转效率,加强现金流管理,报告期内经营活动产生的现金流量净额较去年同期增长超50%,公司经营资金运转良好。",首亏,79191500.0,2025-07-15
681,603103,横店影视,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:14,000万元至19,000万元,同比上年增长:825.61%至1156.18%,同比上年增长12,487.48万元至17,487.48万元。",165000000.0,990.895,"电影放映及相关衍生业务方面,2025年上半年,中国电影市场票房达292.31亿元,同比增长22.91%;观影人次6.41亿,同比增长16.89%。得益于影片供给侧改善、头部影片带动效应以及观影需求增长等因素的影响,叠加公司优化影院发展策略、夯实影投公司头部优势、稳步提升票房市占率、坚持多元化经营等多方面举措,报告期内公司电影放映及相关衍生业务收入实现同比增长。同时,公司施行精细化管理,深入降本增效,加强内部控制,持续保持有竞争力的成本费用管控水平,报告期内整体经营效率有效提升。影视投资、制作及发行业务方面,公司坚持多元化且审慎的策略,报告期内公司出品的《熊出没·重启未来》《射雕英雄传:侠之大者》《酱园弄·悬案》等多部影片已上映,储备影片丰富。同时,报告期内公司加大短剧业务的布局力度,重点拓展短剧的投资、制作和发行业务,目前已有多部短剧作品在平台上线或待上线。",预增,15125200.0,2025-07-15
682,603103,横店影视,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:18,000万元至23,000万元,同比上年增长:103.55%至160.09%,同比上年增长9,157.01万元至14,157.01万元。",205000000.0,131.82,"电影放映及相关衍生业务方面,2025年上半年,中国电影市场票房达292.31亿元,同比增长22.91%;观影人次6.41亿,同比增长16.89%。得益于影片供给侧改善、头部影片带动效应以及观影需求增长等因素的影响,叠加公司优化影院发展策略、夯实影投公司头部优势、稳步提升票房市占率、坚持多元化经营等多方面举措,报告期内公司电影放映及相关衍生业务收入实现同比增长。同时,公司施行精细化管理,深入降本增效,加强内部控制,持续保持有竞争力的成本费用管控水平,报告期内整体经营效率有效提升。影视投资、制作及发行业务方面,公司坚持多元化且审慎的策略,报告期内公司出品的《熊出没·重启未来》《射雕英雄传:侠之大者》《酱园弄·悬案》等多部影片已上映,储备影片丰富。同时,报告期内公司加大短剧业务的布局力度,重点拓展短剧的投资、制作和发行业务,目前已有多部短剧作品在平台上线或待上线。",预增,88429900.0,2025-07-15
683,603099,长白山,归属于上市公司股东的净利润,预计2025年1-6月归属于上市公司股东的净利润亏损:158万元至258万元。,-2080000.0,-109.89,"(一)受极端天气影响,景区关闭、景点关闭天数较去年同期增加,景区接待人数较上年有所下降,营业收入减少。(二)社保基数提高,险金增加,业务拓展外包和临时用工增加,导致人工成本较去年同期有所增加。",首亏,21033000.0,2025-07-15
684,603099,长白山,扣除非经常性损益后的净利润,预计2025年1-6月扣除非经常性损益后的净利润亏损:175万元至275万元。,-2250000.0,-108.305,"(一)受极端天气影响,景区关闭、景点关闭天数较去年同期增加,景区接待人数较上年有所下降,营业收入减少。(二)社保基数提高,险金增加,业务拓展外包和临时用工增加,导致人工成本较去年同期有所增加。",首亏,27091400.0,2025-07-15
685,603099,长白山,营业收入,"预计2025年1-6月营业收入约:23,500万元,同比上年下降:7.48%左右。",235000000.0,-7.48,"(一)受极端天气影响,景区关闭、景点关闭天数较去年同期增加,景区接待人数较上年有所下降,营业收入减少。(二)社保基数提高,险金增加,业务拓展外包和临时用工增加,导致人工成本较去年同期有所增加。",略减,254413152.62,2025-07-15
686,603089,正裕工业,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利约:11,836.28万元,同比上年增长:420.05%左右,同比上年增长9,560.3万元左右。",118362800.0,420.05,"(一)伴随公司智造园的持续投入与产能进一步释放,业务部门积极抢抓市场机遇,全力推动销售增长,显著提升了公司接单能力,从而带动公司营业收入较上年同期同比大幅上升约40.00%。(二)根据公司整体战略和经营的需要,为进一步盘活存量资产、提高资产运营效果、增强公司运营现金流,公司转让部分土地及厂房及附属设施、部分设备,预计对归属于上市公司股东的净利润的影响金额约为4,409.75万元。",预增,22759800.0,2025-07-15
687,603089,正裕工业,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利约:6,869.22万元,同比上年增长:268.62%左右,同比上年增长5,005.72万元左右。",68692200.0,268.62,"(一)伴随公司智造园的持续投入与产能进一步释放,业务部门积极抢抓市场机遇,全力推动销售增长,显著提升了公司接单能力,从而带动公司营业收入较上年同期同比大幅上升约40.00%。(二)根据公司整体战略和经营的需要,为进一步盘活存量资产、提高资产运营效果、增强公司运营现金流,公司转让部分土地及厂房及附属设施、部分设备,预计对归属于上市公司股东的净利润的影响金额约为4,409.75万元。",预增,18635000.0,2025-07-15
688,603083,剑桥科技,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:11,920万元至12,730万元,同比上年增长:84.47%至97.01%,同比上年增长5,458.37万元至6,268.37万元。",123250000.0,90.74,"(一)主营业务影响本期业绩增长主要系高速光模块和电信宽带接入两大核心业务贡献。其中,高速光模块业务增长尤为显著,该业务的市场需求旺盛带动订单大幅增加,公司发货及时支撑发货金额同比大幅增长,同时产品结构优化推动销售毛利率显著提升。此外,本期汇兑损益较上年同期增加约2,378万元(本期为汇兑收益1,364万元,上年同期为汇兑损失1,014万元),主要系日元升值。(二)非经常性损益的影响本期其他收益较上年同期减少(其中归属于上市公司股东部分同比减少1,436万元),主要系上年同期收到嘉善现代产业园管理委员会发放的与收益相关的政府补助,而本期无此项补助,但由于主营业务盈利能力的显著提升,本期整体归属于上市公司股东的净利润仍实现同比增长。(三)会计处理的影响公司不存在对本期业绩预增公告产生重大影响的会计处理事项。(四)其他影响公司不存在其他对本期业绩预增公告构成重大影响的因素。",预增,64616300.0,2025-07-15
689,603083,剑桥科技,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:12,010万元至12,810万元,同比上年增长:50.12%至60.12%,同比上年增长4,009.61万元至4,809.61万元。",124100000.0,55.12,"(一)主营业务影响本期业绩增长主要系高速光模块和电信宽带接入两大核心业务贡献。其中,高速光模块业务增长尤为显著,该业务的市场需求旺盛带动订单大幅增加,公司发货及时支撑发货金额同比大幅增长,同时产品结构优化推动销售毛利率显著提升。此外,本期汇兑损益较上年同期增加约2,378万元(本期为汇兑收益1,364万元,上年同期为汇兑损失1,014万元),主要系日元升值。(二)非经常性损益的影响本期其他收益较上年同期减少(其中归属于上市公司股东部分同比减少1,436万元),主要系上年同期收到嘉善现代产业园管理委员会发放的与收益相关的政府补助,而本期无此项补助,但由于主营业务盈利能力的显著提升,本期整体归属于上市公司股东的净利润仍实现同比增长。(三)会计处理的影响公司不存在对本期业绩预增公告产生重大影响的会计处理事项。(四)其他影响公司不存在其他对本期业绩预增公告构成重大影响的因素。",预增,80003900.0,2025-07-15
690,603079,圣达生物,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:3,500万元至4,500万元,同比上年增长:112.19%至172.81%,同比上年增长1,850.52万元至2,850.52万元。",40000000.0,142.5,"报告期内,公司通过持续推进精细化管理与技术升级,提升运营效率并实现成本优化。同时,公司深化差异化竞争战略,加大对生物保鲜剂及功能配料产品的市场拓展力度,推动该业务板块实现增长。",预增,16494800.0,2025-07-15
691,603079,圣达生物,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:3,200万元至4,200万元,同比上年增长:521.19%至715.31%,同比上年增长2,684.86万元至3,684.86万元。",37000000.0,618.25,"报告期内,公司通过持续推进精细化管理与技术升级,提升运营效率并实现成本优化。同时,公司深化差异化竞争战略,加大对生物保鲜剂及功能配料产品的市场拓展力度,推动该业务板块实现增长。",预增,5151400.0,2025-07-15
692,603069,海汽集团,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润亏损:2,600万元至3,200万元,同比上年下降:218.18%至291.61%。",-29000000.0,-254.895,"报告期内,受经济增速放缓及其他综合因素的影响,传统班线客运发展空间持续收窄,尽管公司着力培育发展定制化客运、校车服务、城乡公交一体化、通勤车服务等新型客运业务以及汽车服务业务,并取得一定的成效,但目前的规模效益仍难以弥补因传统班线客运萎缩带来的亏损,因此2025年上半年业绩处于亏损状态。",增亏,-8171400.0,2025-07-15
693,603069,海汽集团,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:3,200万元至4,000万元,同比上年下降:46.73%至83.41%。",-36000000.0,-65.07,"报告期内,受经济增速放缓及其他综合因素的影响,传统班线客运发展空间持续收窄,尽管公司着力培育发展定制化客运、校车服务、城乡公交一体化、通勤车服务等新型客运业务以及汽车服务业务,并取得一定的成效,但目前的规模效益仍难以弥补因传统班线客运萎缩带来的亏损,因此2025年上半年业绩处于亏损状态。",增亏,-21808600.0,2025-07-15
694,603068,博通集成,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:1,600万元至2,100万元。",18500000.0,147.455,"本期公司实现扭亏为盈的主要原因为:1、公司经营情况进一步向好,营业收入有所增长,同时公司持续优化资源配置,提升运营效率,期间费用有所下降;2、公司本期实现非经常性损益预计2,700万元,主要系处置资产收益及政府补助收益。",扭亏,-38984800.0,2025-07-15
695,603068,博通集成,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:700万元至1,050万元。",-8750000.0,77.9,"本期公司实现扭亏为盈的主要原因为:1、公司经营情况进一步向好,营业收入有所增长,同时公司持续优化资源配置,提升运营效率,期间费用有所下降;2、公司本期实现非经常性损益预计2,700万元,主要系处置资产收益及政府补助收益。",减亏,-39588000.0,2025-07-15
696,603063,禾望电气,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:22,000万元至24,100万元,同比上年增长:34.91%至47.79%,同比上年增长5,693.39万元至7,793.39万元。",230500000.0,41.35,"报告期内,业绩增长原因主要系新能源业务增长。",略增,163066100.0,2025-07-15
697,603063,禾望电气,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:23,400万元至25,500万元,同比上年增长:51.18%至64.75%,同比上年增长7,921.98万元至10,021.98万元。",244500000.0,57.965,"报告期内,业绩增长原因主要系新能源业务增长。",预增,154780200.0,2025-07-15
698,603061,金海通,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:7,000万元至8,400万元,同比上年增长:76.43%至111.71%,同比上年增长3,032.32万元至4,432.32万元。",77000000.0,94.07,"2025年上半年,公司所在的半导体封装和测试设备领域需求回暖,同时公司持续进行技术研发和产品迭代,三温测试分选机及大平台超多工位测试分选机(针对于效率要求更高的大规模、复杂测试)需求持续增长,公司测试分选机产品销量实现较大提升,公司2025年半年度业绩实现较好的增长。",预增,39676800.0,2025-07-15
699,603061,金海通,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:6,700万元至8,000万元,同比上年增长:94.06%至131.72%,同比上年增长3,247.51万元至4,547.51万元。",73500000.0,112.89,"2025年上半年,公司所在的半导体封装和测试设备领域需求回暖,同时公司持续进行技术研发和产品迭代,三温测试分选机及大平台超多工位测试分选机(针对于效率要求更高的大规模、复杂测试)需求持续增长,公司测试分选机产品销量实现较大提升,公司2025年半年度业绩实现较好的增长。",预增,34524900.0,2025-07-15
700,603056,德邦股份,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:4,040.09万元至5,240.09万元,同比上年下降:84.26%至87.86%,同比上年降低28,051.28万元至29,251.28万元。",46400900.0,-86.06,"报告期内,公司预计实现营业收入约206亿元,同比增长10%以上。本期公司业绩预计同比下降主要受外部环境及内部经营策略调整双重影响。外部环境方面,受宏观环境影响,上游制造业、商贸企业等客户物流需求减少及对物流成本控制诉求增强,物流行业整体面临价格下行的压力。内部策略方面,公司始终坚持“以客户为中心”的经营理念。一方面,为更好地保障春节期间客户的发货体验,公司加大了一线人员留岗和资源配置,确保货物平稳运转。另一方面,公司围绕客户体验的持续提升加大资源投入,夯实运营底盘:①末端环节,持续升级收派工具,四轮车及尾板车数量不断增加,收派服务水平稳步提升。同时,公司增加资源投入,全方位赋能合伙人,进一步提升偏远乡镇区域全境覆盖能力;②转运环节,引入智能设备、前沿技术,如辅助驾驶智能重卡、无人叉车、DVIR、笼车、循环包装等,提升时效履约能力和运营质量。③销售服务,强化大客户服务能力建设,持续增加专职销售人员,为客户提供高质量、一体化服务,客户满意度稳步提升。报告期内,随着上述举措的推进,公司各项客户体验指标持续优化,收入连续两个季度同比实现双位数增长,市场份额稳步提升,单位成本亦呈下降趋势。但行业价格下行压力导致公司单价降幅大于成本降幅,叠加资源投入的影响,公司经营业绩面临阶段性压力。",预减,332913700.0,2025-07-15
701,603056,德邦股份,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:3,906.5万元至5,106.5万元,同比上年下降:119.77%至125.84%,同比上年降低23,667.09万元至24,867.09万元。",-45065000.0,-122.805,"报告期内,公司预计实现营业收入约206亿元,同比增长10%以上。本期公司业绩预计同比下降主要受外部环境及内部经营策略调整双重影响。外部环境方面,受宏观环境影响,上游制造业、商贸企业等客户物流需求减少及对物流成本控制诉求增强,物流行业整体面临价格下行的压力。内部策略方面,公司始终坚持“以客户为中心”的经营理念。一方面,为更好地保障春节期间客户的发货体验,公司加大了一线人员留岗和资源配置,确保货物平稳运转。另一方面,公司围绕客户体验的持续提升加大资源投入,夯实运营底盘:①末端环节,持续升级收派工具,四轮车及尾板车数量不断增加,收派服务水平稳步提升。同时,公司增加资源投入,全方位赋能合伙人,进一步提升偏远乡镇区域全境覆盖能力;②转运环节,引入智能设备、前沿技术,如辅助驾驶智能重卡、无人叉车、DVIR、笼车、循环包装等,提升时效履约能力和运营质量。③销售服务,强化大客户服务能力建设,持续增加专职销售人员,为客户提供高质量、一体化服务,客户满意度稳步提升。报告期内,随着上述举措的推进,公司各项客户体验指标持续优化,收入连续两个季度同比实现双位数增长,市场份额稳步提升,单位成本亦呈下降趋势。但行业价格下行压力导致公司单价降幅大于成本降幅,叠加资源投入的影响,公司经营业绩面临阶段性压力。",首亏,197605900.0,2025-07-15
702,603033,三维股份,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:1,650万元至2,400万元。",-20250000.0,-134.93,"2025年上半年,公司整体经营保持稳定态势,本期业绩出现亏损的主要原因系子公司内蒙古三维新材料有限公司市场原因营收下降、毛利下滑及固定资产开始折旧造成。",首亏,57970500.0,2025-07-15
703,603033,三维股份,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润亏损:1,500万元至2,250万元。",-18750000.0,-131.23,"2025年上半年,公司整体经营保持稳定态势,本期业绩出现亏损的主要原因系子公司内蒙古三维新材料有限公司市场原因营收下降、毛利下滑及固定资产开始折旧造成。",首亏,60039700.0,2025-07-15
704,603032,德新科技,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:2,000万元至2,500万元。",22500000.0,188.995,"2025年上半年,公司实现扭亏为盈,主要得益于公司精密制造业务的回暖。报告期内,面对严峻的经营压力,公司积极探寻应对之策。一方面,加强内部管理,优化业务流程,提高运营效率,降本增效;另一方面,加大市场调研力度,深入了解客户需求变化,精准定位目标客户群体,同时积极拓展新兴市场,寻找新的利润增长点。在产品端,公司通过先进的生产技术与设备,优化生产流程,减少了不必要的工序和物料浪费,使得原材料的利用率有所提升;在销售端,公司对市场动态进行跟踪与分析,通过对市场需求的深入了解,及时调整产品结构,并制定敏捷销售政策,根据市场价格波动与客户需求变化,提高产品的市场竞争力与利润空间;在经营端,公司加强供应链管理,与优质供应商建立良好合作关系,同时运用精细化管理手段,合理控制人力成本,避免人员冗余和资源闲置。通过一系列切实有效的举措,为提升经济效益奠定了坚实基础。",预增,7785600.0,2025-07-15
705,603032,德新科技,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:1,800万元至2,200万元。",20000000.0,239.265,"2025年上半年,公司实现扭亏为盈,主要得益于公司精密制造业务的回暖。报告期内,面对严峻的经营压力,公司积极探寻应对之策。一方面,加强内部管理,优化业务流程,提高运营效率,降本增效;另一方面,加大市场调研力度,深入了解客户需求变化,精准定位目标客户群体,同时积极拓展新兴市场,寻找新的利润增长点。在产品端,公司通过先进的生产技术与设备,优化生产流程,减少了不必要的工序和物料浪费,使得原材料的利用率有所提升;在销售端,公司对市场动态进行跟踪与分析,通过对市场需求的深入了解,及时调整产品结构,并制定敏捷销售政策,根据市场价格波动与客户需求变化,提高产品的市场竞争力与利润空间;在经营端,公司加强供应链管理,与优质供应商建立良好合作关系,同时运用精细化管理手段,合理控制人力成本,避免人员冗余和资源闲置。通过一系列切实有效的举措,为提升经济效益奠定了坚实基础。",扭亏,-14361300.0,2025-07-15
706,603030,全筑股份,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润亏损:6,000万元至7,500万元。",-67500000.0,-713.23,"1、公司整体毛利率略有下降;2、融资成本较往期增加,导致财务费用上升;3、今年信用减值损失、资产减值损失计提有所增加,同时坏账计提比例有所增加;4、本期处置一处资产,造成非经常性损失增加。",增亏,-8300200.0,2025-07-15
707,603030,全筑股份,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:4,500万元至6,000万元。",-52500000.0,-160.87,"1、公司整体毛利率略有下降;2、融资成本较往期增加,导致财务费用上升;3、今年信用减值损失、资产减值损失计提有所增加,同时坏账计提比例有所增加;4、本期处置一处资产,造成非经常性损失增加。",增亏,-20125100.0,2025-07-15
708,603028,赛福天,归属于上市公司股东的净利润,预计2025年1-6月归属于上市公司股东的净利润盈利:255万元至380万元。,3175000.0,125.4,"报告期内,公司各业务板块协同发力,整体运行良好。钢索事业部,在巩固电梯用钢丝绳领域领先地位的基础上,重点聚焦起重用钢丝绳、海洋工程、高端装备制造、新能源基建、智能物流、工业机器人等新兴领域的技术适配性和规模化应用,随着钢索板块营销策略的优化调整,本期业绩实现逐步增长。光伏事业部,紧抓政策发展机遇,配合优秀的产品核心竞争力,2025年上半年公司光伏电池片销量同比显著提升,经营业绩较去年同期实现较大改善。公司将继续深度聚焦于自身所具备的核心优势,以系统性降本增效为抓手,构建供应链与销售端协同体系。通过精准的资源整合与战略布局,全力塑造多元化的业务增长曲线,为长期盈利能力的稳步提升筑牢根基。",扭亏,-12498700.0,2025-07-15
709,603028,赛福天,扣除非经常性损益后的净利润,预计2025年1-6月扣除非经常性损益后的净利润盈利:155万元至230万元。,1925000.0,114.16,"报告期内,公司各业务板块协同发力,整体运行良好。钢索事业部,在巩固电梯用钢丝绳领域领先地位的基础上,重点聚焦起重用钢丝绳、海洋工程、高端装备制造、新能源基建、智能物流、工业机器人等新兴领域的技术适配性和规模化应用,随着钢索板块营销策略的优化调整,本期业绩实现逐步增长。光伏事业部,紧抓政策发展机遇,配合优秀的产品核心竞争力,2025年上半年公司光伏电池片销量同比显著提升,经营业绩较去年同期实现较大改善。公司将继续深度聚焦于自身所具备的核心优势,以系统性降本增效为抓手,构建供应链与销售端协同体系。通过精准的资源整合与战略布局,全力塑造多元化的业务增长曲线,为长期盈利能力的稳步提升筑牢根基。",扭亏,-13591600.0,2025-07-15
710,603023,威帝股份,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:38万元至56万元,同比上年下降:88.74%至92.36%,同比上年降低441.29万元至459.29万元。",470000.0,-90.55,"(一)2025年行业竞争激烈,公司主营业务的商用车电子产品售价下降,同时新增的乘用车电子产品和光导注塑件产品业务毛利率区间为10%-15%,低于商用车电子产品的毛利率,导致2025年1-6月综合毛利率的下降。(二)银行存款利率下降导致本期财务费用中的利息收入金额同比下滑。(三)2025年上半年,由于公司2024年底新并购的子公司安徽阿法硅新能源共性技术研究院有限公司受客户需求减少影响,销售订单不及预期,出现亏损,导致合并报表中归属于母公司所有者的净利润减少。",预减,4972900.0,2025-07-15
711,603023,威帝股份,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:17.4万元至26万元,同比上年下降:94.28%至96.17%,同比上年降低428.52万元至437.12万元。",217000.0,-95.225,"(一)2025年行业竞争激烈,公司主营业务的商用车电子产品售价下降,同时新增的乘用车电子产品和光导注塑件产品业务毛利率区间为10%-15%,低于商用车电子产品的毛利率,导致2025年1-6月综合毛利率的下降。(二)银行存款利率下降导致本期财务费用中的利息收入金额同比下滑。(三)2025年上半年,由于公司2024年底新并购的子公司安徽阿法硅新能源共性技术研究院有限公司受客户需求减少影响,销售订单不及预期,出现亏损,导致合并报表中归属于母公司所有者的净利润减少。",预减,4545200.0,2025-07-15
712,603021,*ST华鹏,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润亏损:5,200万元至7,000万元,同比上年变动-500万元至1,300万元。",-61000000.0,6.095,"1、2025年上半年,公司受宏观经济形势、下游市场行情、客户需求等影响,行业竞争变化加剧。同时受公司产能利用不足、存在部分资产闲置的影响,资产折旧的成本较高,导致公司盈利能力提升度受限。2、公司有息负债较多,由此产生财务费用较多,导致公司经营亏损较大。",续亏,-64960200.0,2025-07-15
713,603021,*ST华鹏,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:5,200万元至7,000万元,同比上年变动-530万元至1,270万元。",-61000000.0,5.755,"1、2025年上半年,公司受宏观经济形势、下游市场行情、客户需求等影响,行业竞争变化加剧。同时受公司产能利用不足、存在部分资产闲置的影响,资产折旧的成本较高,导致公司盈利能力提升度受限。2、公司有息负债较多,由此产生财务费用较多,导致公司经营亏损较大。",续亏,-64722900.0,2025-07-15
714,603010,万盛股份,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:2,200万元至3,300万元,同比上年下降:56.15%至70.77%。",27500000.0,-63.46,"主要因公司全资子公司山东万盛新材料有限公司,为新建设生产基地,产能爬坡尚未完全释放规模效应,本报告期固定资产折旧、管理费用等成本增加,导致公司本报告期内净利润较上年同期减少。",预减,75258400.0,2025-07-15
715,603010,万盛股份,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:1,900万元至2,800万元,同比上年下降:69.33%至79.19%。",23500000.0,-74.26,"主要因公司全资子公司山东万盛新材料有限公司,为新建设生产基地,产能爬坡尚未完全释放规模效应,本报告期固定资产折旧、管理费用等成本增加,导致公司本报告期内净利润较上年同期减少。",预减,91281700.0,2025-07-15
716,601996,丰林集团,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:4,200万元至6,300万元,同比上年下降:7162.17%至10693.25%,同比上年降低4,259万元至6,359万元。",-52500000.0,-8927.71,"主要系国内刨花板产能持续增加,产销失衡,在激烈的市场竞争的影响下,销量及价格较上年同期下降;同时,公司为保持合理库存,适当增加停机时间,停机损失较上年同期增加所致。",首亏,594700.0,2025-07-15
717,601996,丰林集团,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润亏损:3,700万元至5,550万元,同比上年下降:626.9%至890.35%,同比上年降低4,402万元至6,252万元。",-46250000.0,-758.625,"主要系国内刨花板产能持续增加,产销失衡,在激烈的市场竞争的影响下,销量及价格较上年同期下降;同时,公司为保持合理库存,适当增加停机时间,停机损失较上年同期增加所致。",首亏,7022200.0,2025-07-15
718,601995,中金公司,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:338,000万元至388,500万元,同比上年增长:54%至77%,同比上年增长118,500万元至169,000万元。",3632500000.0,65.5,"2025年上半年,资本市场活跃度显著提升,中国资产持续受到全球资本的关注。公司坚守金融服务实体经济初心,深耕金融五篇大文章,推动各项业务高质量发展。上半年公司投资银行、股票业务、财富管理等业务板块收入同比增加,公司业绩同比增长。",预增,2195000000.0,2025-07-15
719,601995,中金公司,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:345,300万元至396,600万元,同比上年增长:55%至78%,同比上年增长122,500万元至173,800万元。",3709500000.0,66.5,"2025年上半年,资本市场活跃度显著提升,中国资产持续受到全球资本的关注。公司坚守金融服务实体经济初心,深耕金融五篇大文章,推动各项业务高质量发展。上半年公司投资银行、股票业务、财富管理等业务板块收入同比增加,公司业绩同比增长。",预增,2228000000.0,2025-07-15
720,601992,金隅集团,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润亏损:130,000万元至160,000万元。",-1450000000.0,-79.755,"报告期内,公司水泥业务狠抓精益运营,通过多种降本增效措施,成本同比明显下降;聚焦市场营销,推动行业生态建设,水泥和熟料平均售价同比有所提升,产品销售毛利率同比提高,经营状况持续改善,亏损额同比大幅收窄;受当前房地产市场调整影响,公司房地产业务销售价格承压,部分在售项目销售价格未能达到预期水平,项目毛利率阶段性回落,影响公司房地产业务经营利润同比有所减少。",增亏,-806670000.0,2025-07-15
721,601992,金隅集团,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:210,000万元至240,000万元。",-2250000000.0,-9.45,"报告期内,公司水泥业务狠抓精益运营,通过多种降本增效措施,成本同比明显下降;聚焦市场营销,推动行业生态建设,水泥和熟料平均售价同比有所提升,产品销售毛利率同比提高,经营状况持续改善,亏损额同比大幅收窄;受当前房地产市场调整影响,公司房地产业务销售价格承压,部分在售项目销售价格未能达到预期水平,项目毛利率阶段性回落,影响公司房地产业务经营利润同比有所减少。",增亏,-2055710000.0,2025-07-15
722,601933,永辉超市,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:83,000万元。",-830000000.0,-2866.67,"公司于2024年下半年开启整体战略与经营的深度转型工作。2025年是公司转型的深水期和持续阵痛期,2025年上半年:公司于报告期内共调改开业93家门店(截至2025年6月30日调改门店总数达124家)。门店调改需经历歇业装修、新设备投入、旧资产报废、重开业支出、人员技能爬坡等大量必要过程。其次,公司于报告期内共关闭227家长期亏损的门店。闭店过程中产生一定的租赁赔偿、人员赔偿、商品出清和资产报废等成本费用。同时,公司对商品供应链也进行了大刀阔斧的改革,以建立“品质零售”的商品心智和合作共生的供零关系。报告期内公司完成了大量供应商和商品的升级汰换。以上多重因素都对公司于报告期内的营收和利润带来了较大程度的短期影响。综合以上因素影响,公司2025年上半年预计归母净利润亏损2.4亿元。",首亏,30000000.0,2025-07-15
723,601933,永辉超市,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润亏损:24,000万元。",-240000000.0,-185.71,"公司于2024年下半年开启整体战略与经营的深度转型工作。2025年是公司转型的深水期和持续阵痛期,2025年上半年:公司于报告期内共调改开业93家门店(截至2025年6月30日调改门店总数达124家)。门店调改需经历歇业装修、新设备投入、旧资产报废、重开业支出、人员技能爬坡等大量必要过程。其次,公司于报告期内共关闭227家长期亏损的门店。闭店过程中产生一定的租赁赔偿、人员赔偿、商品出清和资产报废等成本费用。同时,公司对商品供应链也进行了大刀阔斧的改革,以建立“品质零售”的商品心智和合作共生的供零关系。报告期内公司完成了大量供应商和商品的升级汰换。以上多重因素都对公司于报告期内的营收和利润带来了较大程度的短期影响。综合以上因素影响,公司2025年上半年预计归母净利润亏损2.4亿元。",首亏,280000000.0,2025-07-15
