序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
1796,300188,国投智能,归属于上市公司股东的净利润,"预计2023年1-12月归属于上市公司股东的净利润亏损:9,980万元至19,380万元,同比上年下降:167.49%至231.07%。",-146800000.0,-199.28,"1.本报告期内,部分客户预算投入缩减,部分在手订单确认延缓,导致公司营业收入出现一定程度的下滑;2.本报告期内,全资子公司江苏税软软件科技有限公司(以下简称“江苏税软”)的经营业绩不及预期。综合客观因素和未来业务发展判断,公司2023年度拟对江苏税软计提商誉减值准备。根据《会计监管风险提示第8号—商誉减值》及《企业会计准则第8号—资产减值》的相关要求,拟计提商誉减值准备金额范围在7,000万元至11,400万元之间。在本次计提商誉减值准备之前,公司商誉合计54,220万元,本次计提商誉减值准备后,商誉余额为42,820万元至47,220万元之间。最终商誉减值准备计提数据将由公司聘请的具有从事证券、期货相关业务资格的评估机构及审计机构进行评估和审计后确定;3.预计2023年度公司非经常性损益对净利润的影响金额区间为9,800万元至12,550万元。公司转让厦门服云信息科技有限公司27.46%股权取得的投资收益属于非经常性损益。",首亏,147863700.0,2024-01-31
1797,300188,国投智能,非经常性损益,"预计2023年1-12月非经常性损益:9,800万元至12,550万元。",111750000.0,100.125,"1.本报告期内,部分客户预算投入缩减,部分在手订单确认延缓,导致公司营业收入出现一定程度的下滑;2.本报告期内,全资子公司江苏税软软件科技有限公司(以下简称“江苏税软”)的经营业绩不及预期。综合客观因素和未来业务发展判断,公司2023年度拟对江苏税软计提商誉减值准备。根据《会计监管风险提示第8号—商誉减值》及《企业会计准则第8号—资产减值》的相关要求,拟计提商誉减值准备金额范围在7,000万元至11,400万元之间。在本次计提商誉减值准备之前,公司商誉合计54,220万元,本次计提商誉减值准备后,商誉余额为42,820万元至47,220万元之间。最终商誉减值准备计提数据将由公司聘请的具有从事证券、期货相关业务资格的评估机构及审计机构进行评估和审计后确定;3.预计2023年度公司非经常性损益对净利润的影响金额区间为9,800万元至12,550万元。公司转让厦门服云信息科技有限公司27.46%股权取得的投资收益属于非经常性损益。",不确定,55840891.25,2024-01-31
1798,300188,国投智能,扣除非经常性损益后的净利润,"预计2023年1-12月扣除非经常性损益后的净利润亏损:22,530万元至31,930万元,同比上年下降:344.83%至446.98%。",-272300000.0,-395.905,"1.本报告期内,部分客户预算投入缩减,部分在手订单确认延缓,导致公司营业收入出现一定程度的下滑;2.本报告期内,全资子公司江苏税软软件科技有限公司(以下简称“江苏税软”)的经营业绩不及预期。综合客观因素和未来业务发展判断,公司2023年度拟对江苏税软计提商誉减值准备。根据《会计监管风险提示第8号—商誉减值》及《企业会计准则第8号—资产减值》的相关要求,拟计提商誉减值准备金额范围在7,000万元至11,400万元之间。在本次计提商誉减值准备之前,公司商誉合计54,220万元,本次计提商誉减值准备后,商誉余额为42,820万元至47,220万元之间。最终商誉减值准备计提数据将由公司聘请的具有从事证券、期货相关业务资格的评估机构及审计机构进行评估和审计后确定;3.预计2023年度公司非经常性损益对净利润的影响金额区间为9,800万元至12,550万元。公司转让厦门服云信息科技有限公司27.46%股权取得的投资收益属于非经常性损益。",首亏,92022800.0,2024-01-31
1799,300184,力源信息,归属于上市公司股东的净利润,"预计2023年1-12月归属于上市公司股东的净利润盈利:6,000万元至8,000万元,同比上年下降:64.49%至73.37%。",70000000.0,-68.93,"1、受行业周期波动、市场需求低迷等多重因素的影响,2023年公司面临较大的市场竞争和库存去化压力,使得公司产品价格承压,整体销售收入、净利润均同比下降。预计2023年全年销售收入约59.7亿元,较2022年80.4亿元下滑约25.7%。2、2023年,公司自研芯片业务着力于不断研发和推出新产品,及对现有产品进行迭代更新,同时加大市场推广力度,开拓渗透更多的应用领域。由于报告期内,芯片设计行业仍处于市场竞争激烈、库存去化较缓慢的阶段,公司部分自研芯片产品销售价格下调,对净利润也造成一定的负面影响。3、2023年非经常性损益对公司净利润的影响金额约为1500.00万元。",预减,225319300.0,2024-01-31
1800,300184,力源信息,非经常性损益,"预计2023年1-12月非经常性损益约:1,500万元。",15000000.0,2892.39,"1、受行业周期波动、市场需求低迷等多重因素的影响,2023年公司面临较大的市场竞争和库存去化压力,使得公司产品价格承压,整体销售收入、净利润均同比下降。预计2023年全年销售收入约59.7亿元,较2022年80.4亿元下滑约25.7%。2、2023年,公司自研芯片业务着力于不断研发和推出新产品,及对现有产品进行迭代更新,同时加大市场推广力度,开拓渗透更多的应用领域。由于报告期内,芯片设计行业仍处于市场竞争激烈、库存去化较缓慢的阶段,公司部分自研芯片产品销售价格下调,对净利润也造成一定的负面影响。3、2023年非经常性损益对公司净利润的影响金额约为1500.00万元。",不确定,501271.84,2024-01-31
1801,300184,力源信息,扣除非经常性损益后的净利润,"预计2023年1-12月扣除非经常性损益后的净利润盈利:4,500万元至6,500万元,同比上年下降:71.01%至79.93%。",55000000.0,-75.47,"1、受行业周期波动、市场需求低迷等多重因素的影响,2023年公司面临较大的市场竞争和库存去化压力,使得公司产品价格承压,整体销售收入、净利润均同比下降。预计2023年全年销售收入约59.7亿元,较2022年80.4亿元下滑约25.7%。2、2023年,公司自研芯片业务着力于不断研发和推出新产品,及对现有产品进行迭代更新,同时加大市场推广力度,开拓渗透更多的应用领域。由于报告期内,芯片设计行业仍处于市场竞争激烈、库存去化较缓慢的阶段,公司部分自研芯片产品销售价格下调,对净利润也造成一定的负面影响。3、2023年非经常性损益对公司净利润的影响金额约为1500.00万元。",预减,224206200.0,2024-01-31
1802,300177,中海达,每股收益,预计2023年1-12月每股收益亏损:0.4703元至0.5106元。,-0.49045,,"(一)报告期内,归属于上市公司的净利润和扣除非经常性损益后的净利润均出现较大幅度下滑,主要原因如下:1、公司营业收入较去年同期下降约7%。其中,北斗高精度定位装备业务收入较去年同期增长约20%,高精度时空信息解决方案业务收入较去年同期下降约50%。由于高精度时空信息解决方案业务主要面向政府部门和事业单位,受经济环境影响,客户支付延迟,公司基于经营现金流管控需要减少该类业务承接,该类收入有较大下降。2、同时,由于高精度时空信息解决方案业务相关客户回款不达预期,部分项目验收时间推迟,以及部分客户推动化债,导致与该类业务相关的信用减值损失、资产减值损失(主要包括商誉、合同资产、存货)预计将计提约31,500万元,增长幅度较大。3、受宏观经济环境承压的影响,公司参股投资的部分企业经营情况不达预期,预计将计提长期股权投资减值损失约7,000万元。其中,受汽车供应链行业环境影响,公司参股投资的一家高精度地图业务方向企业预计将计提长期股权投资减值损失约4,500万元。(二)预计2023年非经常性损益对归属于上市公司股东的净利润影响金额约为7,500万元,主要是持有参股公司武汉光庭信息技术股份有限公司股份期间公允价值变动,以及公司处置部分闲置房产收益和政府补助等。(三)报告期内,为应对环境变化,公司进行战略调整,进一步聚焦主业,精简组织架构,优化人员配置,截至期末已基本优化完毕。2024年,公司将继续聚焦主业,加大北斗高精度定位装备业务市场开拓,对冲高精度时空信息解决方案业务下行影响,积极提高运营效率,提升盈利能力。",增亏,-0.1474,2024-01-31
1803,300177,中海达,非经常性损益,"预计2023年1-12月非经常性损益约:7,500万元。",75000000.0,-19.75,"(一)报告期内,归属于上市公司的净利润和扣除非经常性损益后的净利润均出现较大幅度下滑,主要原因如下:1、公司营业收入较去年同期下降约7%。其中,北斗高精度定位装备业务收入较去年同期增长约20%,高精度时空信息解决方案业务收入较去年同期下降约50%。由于高精度时空信息解决方案业务主要面向政府部门和事业单位,受经济环境影响,客户支付延迟,公司基于经营现金流管控需要减少该类业务承接,该类收入有较大下降。2、同时,由于高精度时空信息解决方案业务相关客户回款不达预期,部分项目验收时间推迟,以及部分客户推动化债,导致与该类业务相关的信用减值损失、资产减值损失(主要包括商誉、合同资产、存货)预计将计提约31,500万元,增长幅度较大。3、受宏观经济环境承压的影响,公司参股投资的部分企业经营情况不达预期,预计将计提长期股权投资减值损失约7,000万元。其中,受汽车供应链行业环境影响,公司参股投资的一家高精度地图业务方向企业预计将计提长期股权投资减值损失约4,500万元。(二)预计2023年非经常性损益对归属于上市公司股东的净利润影响金额约为7,500万元,主要是持有参股公司武汉光庭信息技术股份有限公司股份期间公允价值变动,以及公司处置部分闲置房产收益和政府补助等。(三)报告期内,为应对环境变化,公司进行战略调整,进一步聚焦主业,精简组织架构,优化人员配置,截至期末已基本优化完毕。2024年,公司将继续聚焦主业,加大北斗高精度定位装备业务市场开拓,对冲高精度时空信息解决方案业务下行影响,积极提高运营效率,提升盈利能力。",不确定,93462547.01,2024-01-31
1804,300177,中海达,扣除非经常性损益后的净利润,"预计2023年1-12月扣除非经常性损益后的净利润亏损:42,500万元至45,500万元,同比上年下降:109.18%至123.94%。",-440000000.0,-116.56,"(一)报告期内,归属于上市公司的净利润和扣除非经常性损益后的净利润均出现较大幅度下滑,主要原因如下:1、公司营业收入较去年同期下降约7%。其中,北斗高精度定位装备业务收入较去年同期增长约20%,高精度时空信息解决方案业务收入较去年同期下降约50%。由于高精度时空信息解决方案业务主要面向政府部门和事业单位,受经济环境影响,客户支付延迟,公司基于经营现金流管控需要减少该类业务承接,该类收入有较大下降。2、同时,由于高精度时空信息解决方案业务相关客户回款不达预期,部分项目验收时间推迟,以及部分客户推动化债,导致与该类业务相关的信用减值损失、资产减值损失(主要包括商誉、合同资产、存货)预计将计提约31,500万元,增长幅度较大。3、受宏观经济环境承压的影响,公司参股投资的部分企业经营情况不达预期,预计将计提长期股权投资减值损失约7,000万元。其中,受汽车供应链行业环境影响,公司参股投资的一家高精度地图业务方向企业预计将计提长期股权投资减值损失约4,500万元。(二)预计2023年非经常性损益对归属于上市公司股东的净利润影响金额约为7,500万元,主要是持有参股公司武汉光庭信息技术股份有限公司股份期间公允价值变动,以及公司处置部分闲置房产收益和政府补助等。(三)报告期内,为应对环境变化,公司进行战略调整,进一步聚焦主业,精简组织架构,优化人员配置,截至期末已基本优化完毕。2024年,公司将继续聚焦主业,加大北斗高精度定位装备业务市场开拓,对冲高精度时空信息解决方案业务下行影响,积极提高运营效率,提升盈利能力。",增亏,-203176300.0,2024-01-31
1805,300177,中海达,归属于上市公司股东的净利润,"预计2023年1-12月归属于上市公司股东的净利润亏损:35,000万元至38,000万元,同比上年下降:219.01%至246.36%。",-365000000.0,-232.685,"(一)报告期内,归属于上市公司的净利润和扣除非经常性损益后的净利润均出现较大幅度下滑,主要原因如下:1、公司营业收入较去年同期下降约7%。其中,北斗高精度定位装备业务收入较去年同期增长约20%,高精度时空信息解决方案业务收入较去年同期下降约50%。由于高精度时空信息解决方案业务主要面向政府部门和事业单位,受经济环境影响,客户支付延迟,公司基于经营现金流管控需要减少该类业务承接,该类收入有较大下降。2、同时,由于高精度时空信息解决方案业务相关客户回款不达预期,部分项目验收时间推迟,以及部分客户推动化债,导致与该类业务相关的信用减值损失、资产减值损失(主要包括商誉、合同资产、存货)预计将计提约31,500万元,增长幅度较大。3、受宏观经济环境承压的影响,公司参股投资的部分企业经营情况不达预期,预计将计提长期股权投资减值损失约7,000万元。其中,受汽车供应链行业环境影响,公司参股投资的一家高精度地图业务方向企业预计将计提长期股权投资减值损失约4,500万元。(二)预计2023年非经常性损益对归属于上市公司股东的净利润影响金额约为7,500万元,主要是持有参股公司武汉光庭信息技术股份有限公司股份期间公允价值变动,以及公司处置部分闲置房产收益和政府补助等。(三)报告期内,为应对环境变化,公司进行战略调整,进一步聚焦主业,精简组织架构,优化人员配置,截至期末已基本优化完毕。2024年,公司将继续聚焦主业,加大北斗高精度定位装备业务市场开拓,对冲高精度时空信息解决方案业务下行影响,积极提高运营效率,提升盈利能力。",增亏,-109713800.0,2024-01-31
1806,300175,朗源股份,扣除后营业收入,"预计2023年1-12月扣除后营业收入:21,500万元至23,500万元。",225000000.0,,"1、2023年度,归属于上市公司股东的净利润亏损的主要原因为:报告期内,公司营业收入与上年同期基本持平,但控股子公司广东优世联合控股集团股份有限公司业务停滞,导致按账龄计提信用减值准备约7,000万元,其中,应收账款计提约1,300万元,其他应收款计提约5,700万元。2、报告期内归属于上市公司股东的非经常性损益对净利润的影响金额约为5万元。",略增,211532600.0,2024-01-31
1807,300175,朗源股份,非经常性损益,预计2023年1-12月非经常性损益约:5万元。,50000.0,-99.51,"1、2023年度,归属于上市公司股东的净利润亏损的主要原因为:报告期内,公司营业收入与上年同期基本持平,但控股子公司广东优世联合控股集团股份有限公司业务停滞,导致按账龄计提信用减值准备约7,000万元,其中,应收账款计提约1,300万元,其他应收款计提约5,700万元。2、报告期内归属于上市公司股东的非经常性损益对净利润的影响金额约为5万元。",不确定,10262393.47,2024-01-31
1808,300175,朗源股份,扣除非经常性损益后的净利润,"预计2023年1-12月扣除非经常性损益后的净利润亏损:5,100万元至9,900万元。",-75000000.0,-97.25,"1、2023年度,归属于上市公司股东的净利润亏损的主要原因为:报告期内,公司营业收入与上年同期基本持平,但控股子公司广东优世联合控股集团股份有限公司业务停滞,导致按账龄计提信用减值准备约7,000万元,其中,应收账款计提约1,300万元,其他应收款计提约5,700万元。2、报告期内归属于上市公司股东的非经常性损益对净利润的影响金额约为5万元。",增亏,-38022600.0,2024-01-31
1809,300175,朗源股份,归属于上市公司股东的净利润,"预计2023年1-12月归属于上市公司股东的净利润亏损:5,100万元至9,900万元。",-75000000.0,-170.175,"1、2023年度,归属于上市公司股东的净利润亏损的主要原因为:报告期内,公司营业收入与上年同期基本持平,但控股子公司广东优世联合控股集团股份有限公司业务停滞,导致按账龄计提信用减值准备约7,000万元,其中,应收账款计提约1,300万元,其他应收款计提约5,700万元。2、报告期内归属于上市公司股东的非经常性损益对净利润的影响金额约为5万元。",增亏,-27760200.0,2024-01-31
1810,300175,朗源股份,营业收入,"预计2023年1-12月营业收入:21,500万元至23,500万元。",225000000.0,4.345,"1、2023年度,归属于上市公司股东的净利润亏损的主要原因为:报告期内,公司营业收入与上年同期基本持平,但控股子公司广东优世联合控股集团股份有限公司业务停滞,导致按账龄计提信用减值准备约7,000万元,其中,应收账款计提约1,300万元,其他应收款计提约5,700万元。2、报告期内归属于上市公司股东的非经常性损益对净利润的影响金额约为5万元。",续盈,215628900.0,2024-01-31
1811,300167,ST迪威迅,扣除后营业收入,"预计2023年1-12月扣除后营业收入:35,000万元至45,000万元。",400000000.0,,"1、经公司财务部门初步核算本报告期业绩与上年同期相比有所上升,亏损的主要原因有:1)本报告期应收款项和其他资产减值损失的计提约5,500万元,与上年同期8,500万元增少约3,000万元;2)本报告期预计将计提股权激励费用约6,900万元,较上年同期7,000万元基本持平;3)上年度计提黑龙江建工案预计负债约5,600万元,因该案件尚未结案,本报告期仅持续增加计提预计利息约156万元。2、经公司财务部门初步核算本报告期营业收入约46,000万元,较上年同期基本持平,其大致按产品构成及主要原因有:1)综合信息化建设,本报告期实现收入约39,000万元,较上年同期基本持平;2)其他业务,本报告期实现收入约7,000万元,与上年同期7,600万元有所下降。3、按《深圳证券交易所上市公司业务办理指南第12号-营业收入扣除相关事项》,经公司财务部门初步核算本报告期营业收入扣除事项合计约2,500万元,主要扣除事项有:1)正常经营之外的其他业务收入约120万元;2)本会计年度以及上一会计年度新增贸易业务所产生的收入约2,380万元。公司尚未与年审会计师进行沟通,最终以审计报告为准。",续盈,394817200.0,2024-01-31
1812,300167,ST迪威迅,营业收入,"预计2023年1-12月营业收入:39,000万元至49,000万元。",440000000.0,-4.035,"1、经公司财务部门初步核算本报告期业绩与上年同期相比有所上升,亏损的主要原因有:1)本报告期应收款项和其他资产减值损失的计提约5,500万元,与上年同期8,500万元增少约3,000万元;2)本报告期预计将计提股权激励费用约6,900万元,较上年同期7,000万元基本持平;3)上年度计提黑龙江建工案预计负债约5,600万元,因该案件尚未结案,本报告期仅持续增加计提预计利息约156万元。2、经公司财务部门初步核算本报告期营业收入约46,000万元,较上年同期基本持平,其大致按产品构成及主要原因有:1)综合信息化建设,本报告期实现收入约39,000万元,较上年同期基本持平;2)其他业务,本报告期实现收入约7,000万元,与上年同期7,600万元有所下降。3、按《深圳证券交易所上市公司业务办理指南第12号-营业收入扣除相关事项》,经公司财务部门初步核算本报告期营业收入扣除事项合计约2,500万元,主要扣除事项有:1)正常经营之外的其他业务收入约120万元;2)本会计年度以及上一会计年度新增贸易业务所产生的收入约2,380万元。公司尚未与年审会计师进行沟通,最终以审计报告为准。",续盈,458498800.0,2024-01-31
1813,300152,*ST动力,营业收入,"预计2023年1-12月营业收入:18,000万元至26,000万元。",220000000.0,17.775,"1.报告期内,公司归属于上市公司股东的净利润变动的主要原因:(1)上期处置子公司诸城宝源投资收益1,607.00万元,报告期内,未发生类似事项,投资收益减少约1,400.00万元;(2)报告期内,计提信用减值损失减少约1,000.00万元,主要原因:上期母公司其他应收款计提信用减值损失676.00万元,报告期内,母公司应收账款转回信用减值损失521.00万元。(3)上期预计债务担保损失5,744.00万元,报告期内,未发生类似重大支出事项,营业外支出减少约5,300.00万元。2.报告期内,公司非经常性损益对净利润的影响金额预计约-350.00万元,较上期减少约3,400.00万元。主要原因:上期预计债务担保损失5,744.00万元,非流动资产处置收益1,547.00万元,而报告期内未发生类似重大损益事项。",续盈,186796400.0,2024-01-31
1814,300152,*ST动力,扣除非经常性损益后的净利润,"预计2023年1-12月扣除非经常性损益后的净利润亏损:3,100万元至4,600万元。",-38500000.0,21.2,"1.报告期内,公司归属于上市公司股东的净利润变动的主要原因:(1)上期处置子公司诸城宝源投资收益1,607.00万元,报告期内,未发生类似事项,投资收益减少约1,400.00万元;(2)报告期内,计提信用减值损失减少约1,000.00万元,主要原因:上期母公司其他应收款计提信用减值损失676.00万元,报告期内,母公司应收账款转回信用减值损失521.00万元。(3)上期预计债务担保损失5,744.00万元,报告期内,未发生类似重大支出事项,营业外支出减少约5,300.00万元。2.报告期内,公司非经常性损益对净利润的影响金额预计约-350.00万元,较上期减少约3,400.00万元。主要原因:上期预计债务担保损失5,744.00万元,非流动资产处置收益1,547.00万元,而报告期内未发生类似重大损益事项。",减亏,-48857900.0,2024-01-31
1815,300152,*ST动力,非经常性损益,"预计2023年1-12月非经常性损益约:-350万元,同比上年降低3,400万元左右。",-3500000.0,90.77,"1.报告期内,公司归属于上市公司股东的净利润变动的主要原因:(1)上期处置子公司诸城宝源投资收益1,607.00万元,报告期内,未发生类似事项,投资收益减少约1,400.00万元;(2)报告期内,计提信用减值损失减少约1,000.00万元,主要原因:上期母公司其他应收款计提信用减值损失676.00万元,报告期内,母公司应收账款转回信用减值损失521.00万元。(3)上期预计债务担保损失5,744.00万元,报告期内,未发生类似重大支出事项,营业外支出减少约5,300.00万元。2.报告期内,公司非经常性损益对净利润的影响金额预计约-350.00万元,较上期减少约3,400.00万元。主要原因:上期预计债务担保损失5,744.00万元,非流动资产处置收益1,547.00万元,而报告期内未发生类似重大损益事项。",不确定,-37937188.72,2024-01-31
1816,300152,*ST动力,扣除后营业收入,"预计2023年1-12月扣除后营业收入:17,500万元至25,500万元。",215000000.0,,"1.报告期内,公司归属于上市公司股东的净利润变动的主要原因:(1)上期处置子公司诸城宝源投资收益1,607.00万元,报告期内,未发生类似事项,投资收益减少约1,400.00万元;(2)报告期内,计提信用减值损失减少约1,000.00万元,主要原因:上期母公司其他应收款计提信用减值损失676.00万元,报告期内,母公司应收账款转回信用减值损失521.00万元。(3)上期预计债务担保损失5,744.00万元,报告期内,未发生类似重大支出事项,营业外支出减少约5,300.00万元。2.报告期内,公司非经常性损益对净利润的影响金额预计约-350.00万元,较上期减少约3,400.00万元。主要原因:上期预计债务担保损失5,744.00万元,非流动资产处置收益1,547.00万元,而报告期内未发生类似重大损益事项。",续盈,180424200.0,2024-01-31
1817,300152,*ST动力,归属于上市公司股东的净利润,"预计2023年1-12月归属于上市公司股东的净利润亏损:3,500万元至5,000万元。",-42500000.0,51.035,"1.报告期内,公司归属于上市公司股东的净利润变动的主要原因:(1)上期处置子公司诸城宝源投资收益1,607.00万元,报告期内,未发生类似事项,投资收益减少约1,400.00万元;(2)报告期内,计提信用减值损失减少约1,000.00万元,主要原因:上期母公司其他应收款计提信用减值损失676.00万元,报告期内,母公司应收账款转回信用减值损失521.00万元。(3)上期预计债务担保损失5,744.00万元,报告期内,未发生类似重大支出事项,营业外支出减少约5,300.00万元。2.报告期内,公司非经常性损益对净利润的影响金额预计约-350.00万元,较上期减少约3,400.00万元。主要原因:上期预计债务担保损失5,744.00万元,非流动资产处置收益1,547.00万元,而报告期内未发生类似重大损益事项。",减亏,-86795100.0,2024-01-31
1818,300151,昌红科技,归属于上市公司股东的净利润,"预计2023年1-12月归属于上市公司股东的净利润盈利:3,400万元至4,500万元,同比上年下降:64.81%至73.41%。",39500000.0,-69.11,"1、受医疗检测行业疲软、市场需求萎缩、客户去库存等因素影响,报告期内,公司医疗业务较上年同期下滑,主要是公司子公司力因精准医疗产品(上海)有限公司病毒采样管收入大幅减少;此外,深圳市柏明胜医疗器械有限公司主要客户的原有产品订单有所下降,导致本期业绩与上年同期相比减少。2、OA业务整体市场需求有一定萎缩,公司国内订单较上年同期有所减少,海外工厂的订单收入较为稳定。3、报告期内,公司管理费用及研发投入增加。主要是公司新生产基地浙江柏明胜医疗科技有限公司、浙江鼎龙蔚柏精密技术有限公司处于前期产品认证以及生产准备阶段,报告期内未产生营业收入。前期大量的人员储备及生产组织增加了公司的期间费用。4、报告期内,公司因实施员工持股计划,增加股权激励费用成本。此外,受人民币兑美元的汇率波动影响,汇兑收益同比减少。5、报告期内,公司非经常性损益对净利润影响预计为1,170.00万元,主要为政府补助收入和理财取得的投资收益。",预减,127876700.0,2024-01-31
1819,300151,昌红科技,非经常性损益,"预计2023年1-12月非经常性损益约:1,170万元。",11700000.0,36.29,"1、受医疗检测行业疲软、市场需求萎缩、客户去库存等因素影响,报告期内,公司医疗业务较上年同期下滑,主要是公司子公司力因精准医疗产品(上海)有限公司病毒采样管收入大幅减少;此外,深圳市柏明胜医疗器械有限公司主要客户的原有产品订单有所下降,导致本期业绩与上年同期相比减少。2、OA业务整体市场需求有一定萎缩,公司国内订单较上年同期有所减少,海外工厂的订单收入较为稳定。3、报告期内,公司管理费用及研发投入增加。主要是公司新生产基地浙江柏明胜医疗科技有限公司、浙江鼎龙蔚柏精密技术有限公司处于前期产品认证以及生产准备阶段,报告期内未产生营业收入。前期大量的人员储备及生产组织增加了公司的期间费用。4、报告期内,公司因实施员工持股计划,增加股权激励费用成本。此外,受人民币兑美元的汇率波动影响,汇兑收益同比减少。5、报告期内,公司非经常性损益对净利润影响预计为1,170.00万元,主要为政府补助收入和理财取得的投资收益。",不确定,8584660.76,2024-01-31
1820,300151,昌红科技,扣除非经常性损益后的净利润,"预计2023年1-12月扣除非经常性损益后的净利润盈利:2,230万元至3,330万元,同比上年下降:72.09%至81.31%。",27800000.0,-76.7,"1、受医疗检测行业疲软、市场需求萎缩、客户去库存等因素影响,报告期内,公司医疗业务较上年同期下滑,主要是公司子公司力因精准医疗产品(上海)有限公司病毒采样管收入大幅减少;此外,深圳市柏明胜医疗器械有限公司主要客户的原有产品订单有所下降,导致本期业绩与上年同期相比减少。2、OA业务整体市场需求有一定萎缩,公司国内订单较上年同期有所减少,海外工厂的订单收入较为稳定。3、报告期内,公司管理费用及研发投入增加。主要是公司新生产基地浙江柏明胜医疗科技有限公司、浙江鼎龙蔚柏精密技术有限公司处于前期产品认证以及生产准备阶段,报告期内未产生营业收入。前期大量的人员储备及生产组织增加了公司的期间费用。4、报告期内,公司因实施员工持股计划,增加股权激励费用成本。此外,受人民币兑美元的汇率波动影响,汇兑收益同比减少。5、报告期内,公司非经常性损益对净利润影响预计为1,170.00万元,主要为政府补助收入和理财取得的投资收益。",预减,119292100.0,2024-01-31
1821,300128,锦富技术,归属于上市公司股东的净利润,"预计2023年1-12月归属于上市公司股东的净利润亏损:22,500万元至30,000万元。",-262500000.0,-16.34,"报告期内,公司归属于上市公司股东的净利润为亏损,亏损主要的原因说明如下:1、受行业市场竞争加剧等因素的影响,本年度公司材料模切、智能检测及自动化装备等传统业务的毛利率较上年有所下降;同时公司开拓的新业务尚处于起步阶段,部分业务本年度未能批量供货导致毛利率为负,以上因素导致本年度公司综合销售毛利率较上年有所下降。2、受行业市场竞争加剧及客户需求减少等因素的影响,子公司迈致科技、奥英光电、常熟明利嘉业务的开展均不及预期,致与其相关的公司合并商誉出现了明显的减值迹象。根据《企业会计准则第8号—资产减值》关于商誉减值处理的相关要求,本着审慎的原则,根据初步测算,公司收购的迈致科技资产组、奥英光电资产组及常熟明利嘉资产组所形成的合并商誉在2023年末预计发生减值,减值准备金额预计约5,500万元至8,500万元,公司上年商誉减值损失为9,812.43万元。公司已聘请专业评估机构正在进行商誉减值测试,最终减值金额以评估机构出具的商誉减值测试报告为准。3、本年度公司因开拓新产品、新业务,相关的成本费用增加较多,其中:本年度职工薪酬、长期资产折旧摊销、员工股权激励成本等费用增加较多,导致本年度管理费用较上年有较大幅度增加;本年度利息费用增加较多,导致本年度财务费用较上年有所增加;本年度部分新产品处于起步阶段,部分新产品毛利为负值,该类产品的存货预计出现跌价准备,导致本年度存货减值损失较上年有所增加。4、母公司及相关子公司受行业市场竞争加剧等因素影响,未来期间很可能无法产生足够的应纳税所得额用于抵消以前年度亏损,故本年末未确认部分可抵扣亏损对应的递延所得税资产,导致本年度所得税费用大幅增加。5、本年度非经常性损益对利润的影响金额预计在7,500万元-11,500万元左右,上年公司非经常性损益为1,881.70万元。",续亏,-225628600.0,2024-01-31
1822,300128,锦富技术,非经常性损益,"预计2023年1-12月非经常性损益:7,500万元至11,500万元。",95000000.0,404.865,"报告期内,公司归属于上市公司股东的净利润为亏损,亏损主要的原因说明如下:1、受行业市场竞争加剧等因素的影响,本年度公司材料模切、智能检测及自动化装备等传统业务的毛利率较上年有所下降;同时公司开拓的新业务尚处于起步阶段,部分业务本年度未能批量供货导致毛利率为负,以上因素导致本年度公司综合销售毛利率较上年有所下降。2、受行业市场竞争加剧及客户需求减少等因素的影响,子公司迈致科技、奥英光电、常熟明利嘉业务的开展均不及预期,致与其相关的公司合并商誉出现了明显的减值迹象。根据《企业会计准则第8号—资产减值》关于商誉减值处理的相关要求,本着审慎的原则,根据初步测算,公司收购的迈致科技资产组、奥英光电资产组及常熟明利嘉资产组所形成的合并商誉在2023年末预计发生减值,减值准备金额预计约5,500万元至8,500万元,公司上年商誉减值损失为9,812.43万元。公司已聘请专业评估机构正在进行商誉减值测试,最终减值金额以评估机构出具的商誉减值测试报告为准。3、本年度公司因开拓新产品、新业务,相关的成本费用增加较多,其中:本年度职工薪酬、长期资产折旧摊销、员工股权激励成本等费用增加较多,导致本年度管理费用较上年有较大幅度增加;本年度利息费用增加较多,导致本年度财务费用较上年有所增加;本年度部分新产品处于起步阶段,部分新产品毛利为负值,该类产品的存货预计出现跌价准备,导致本年度存货减值损失较上年有所增加。4、母公司及相关子公司受行业市场竞争加剧等因素影响,未来期间很可能无法产生足够的应纳税所得额用于抵消以前年度亏损,故本年末未确认部分可抵扣亏损对应的递延所得税资产,导致本年度所得税费用大幅增加。5、本年度非经常性损益对利润的影响金额预计在7,500万元-11,500万元左右,上年公司非经常性损益为1,881.70万元。",不确定,18817000.0,2024-01-31
