序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
872,002180,奔图科技,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润盈利:55,000万元至75,000万元,同比上年增长:30.98%至78.6%。",650000000.0,54.79,"(一)打印机业务(1)奔图(PANTUM)打印机业务2024年上半年,奔图预计实现营业收入约21亿元,同比下降约4%,毛利率同比改善明显,净利润约4亿元,同比增长约40%。报告期内,奔图打印机整体销量同比下降约16%,继去年三季度以来,奔图打印机销量连续三个季度环比改善,今年二季度环比继续增长约20%,其中,海外销量环比增长尤其显著(增速约50%)。报告期内,虽然重点市场需求尚未明显改善,但奔图信创市场出货量上半年同比增长约30%。奔图目前正处于改变行业竞争格局的关键阶段,上半年奔图在产品研发、品牌宣传以及A3复印机渠道建设等方面都进一步加大了投入。(2)利盟(LEXMARK)打印机业务2024年上半年,利盟国际营业收入约10.8亿美元,同比增长约5%,打印机销量同比增长约23%,根据利盟管理层报表数据显示,息税折旧及摊销前利润(EBITDA)预计约1.3亿美元,同比增加约46%。(二)集成电路业务2024年上半年,极海微营业收入约6.8亿元,同比下降约12%(其中,第二季度环比增长约14%);净利润约3亿元,同比增长超100%(其中,第二季度净利润环比增长约560%)。(三)打印机通用耗材业务2024年上半年,通用耗材业务预计营业收入约32亿元,同比增长约10%;净利润0.9亿元,同比增长约10%(其中,第二季度环比增长约33%);上半年总销量同比增长约20%。",预增,419924800.0,2024-07-13
873,002174,游族网络,每股收益,预计2024年1-6月每股收益盈利:0.004元至0.007元。,0.0055,,"报告期内,公司预计实现归属于上市公司股东的净利润为400万元至600万元,预计实现扣除非经常性损益后的净利润为1,100万元至1,650万元,较上年同期上升,主要变动原因为:(一)报告期内,公司继续执行聚焦战略与精实增长策略,积极推进以“少年”系列为代表的自研卡牌手游《少年三国志》《少年三国志2》《少年三国志:零》《少年西游记》以及SLG玩法的自研游戏《Game of Thrones Winter is Coming》PC版(《权力的游戏:凛冬将至》页游)、《Infinity Kingdom》手游(《战火与永恒》)等游戏的精细化运营和长线运营,为玩家带来更好的游戏体验。(二)报告期内,公司多款自研及代理游戏在全球各区域陆续上线,今年3月21日代理三国策略卡牌手游《三国云梦录》上线中国大陆市场;4月30日自研国潮朋克卡牌RPG《少年西游记2》上线中国大陆市场;6月5日自研二次元RPG卡牌手游《绯色回响》上线韩国市场;6月13日自研东方神话回合制RPG手游《山海镜花》-归来上线中国港澳台市场。(三)报告期内,公司持续的降本增效提升了主营业务盈利能力。产品推广依然注重精准投放,报告期内的广告宣传费同比减少;上年公司围绕“研运一体”和“自主经营”原则进行的组织架构调整卓有成效,报告期内的人力成本同比减少。(四)报告期内,公司的非经常性损失预计约为500万元-1,250万元,上年同期公司非经常性收益为6,819.05万元,主要是因为报告期内公司持有的金融资产公允价值变动金额较上年同期同比下降。报告期内的非经常性损益主要由以公允价值计量的金融资产公允价值变动损益、取得的基金分红、处置部分其他非流动金融资产和长期股权投资取得的投资损益等构成。其中,报告期内公司处置宁波泽瑜创业投资合伙企业(有限合伙)产生较大的处置损失,嘉兴优亮投资合伙企业(有限合伙)由于被投企业当期股价波动较大产生较大的公允价值变动损失,北京光信股权投资基金合伙企业(有限合伙)因被投项目估值波动产生较大的公允价值变动收益,Yun Qi Partners I,L.P.因持有期间取得的分红产生较大的投资收益。最终金融资产公允价值变动损益以及相关投资损益,以后续取得的基金报告、财务报表、评估报告等资料进行确认为准。",扭亏,-0.06,2024-07-13
874,002174,游族网络,归属于上市公司股东的净利润,预计2024年1-6月归属于上市公司股东的净利润盈利:400万元至600万元。,5000000.0,109.61,"报告期内,公司预计实现归属于上市公司股东的净利润为400万元至600万元,预计实现扣除非经常性损益后的净利润为1,100万元至1,650万元,较上年同期上升,主要变动原因为:(一)报告期内,公司继续执行聚焦战略与精实增长策略,积极推进以“少年”系列为代表的自研卡牌手游《少年三国志》《少年三国志2》《少年三国志:零》《少年西游记》以及SLG玩法的自研游戏《Game of Thrones Winter is Coming》PC版(《权力的游戏:凛冬将至》页游)、《Infinity Kingdom》手游(《战火与永恒》)等游戏的精细化运营和长线运营,为玩家带来更好的游戏体验。(二)报告期内,公司多款自研及代理游戏在全球各区域陆续上线,今年3月21日代理三国策略卡牌手游《三国云梦录》上线中国大陆市场;4月30日自研国潮朋克卡牌RPG《少年西游记2》上线中国大陆市场;6月5日自研二次元RPG卡牌手游《绯色回响》上线韩国市场;6月13日自研东方神话回合制RPG手游《山海镜花》-归来上线中国港澳台市场。(三)报告期内,公司持续的降本增效提升了主营业务盈利能力。产品推广依然注重精准投放,报告期内的广告宣传费同比减少;上年公司围绕“研运一体”和“自主经营”原则进行的组织架构调整卓有成效,报告期内的人力成本同比减少。(四)报告期内,公司的非经常性损失预计约为500万元-1,250万元,上年同期公司非经常性收益为6,819.05万元,主要是因为报告期内公司持有的金融资产公允价值变动金额较上年同期同比下降。报告期内的非经常性损益主要由以公允价值计量的金融资产公允价值变动损益、取得的基金分红、处置部分其他非流动金融资产和长期股权投资取得的投资损益等构成。其中,报告期内公司处置宁波泽瑜创业投资合伙企业(有限合伙)产生较大的处置损失,嘉兴优亮投资合伙企业(有限合伙)由于被投企业当期股价波动较大产生较大的公允价值变动损失,北京光信股权投资基金合伙企业(有限合伙)因被投项目估值波动产生较大的公允价值变动收益,Yun Qi Partners I,L.P.因持有期间取得的分红产生较大的投资收益。最终金融资产公允价值变动损益以及相关投资损益,以后续取得的基金报告、财务报表、评估报告等资料进行确认为准。",扭亏,-52042500.0,2024-07-13
875,002174,游族网络,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润盈利:1,100万元至1,650万元。",13750000.0,111.435,"报告期内,公司预计实现归属于上市公司股东的净利润为400万元至600万元,预计实现扣除非经常性损益后的净利润为1,100万元至1,650万元,较上年同期上升,主要变动原因为:(一)报告期内,公司继续执行聚焦战略与精实增长策略,积极推进以“少年”系列为代表的自研卡牌手游《少年三国志》《少年三国志2》《少年三国志:零》《少年西游记》以及SLG玩法的自研游戏《Game of Thrones Winter is Coming》PC版(《权力的游戏:凛冬将至》页游)、《Infinity Kingdom》手游(《战火与永恒》)等游戏的精细化运营和长线运营,为玩家带来更好的游戏体验。(二)报告期内,公司多款自研及代理游戏在全球各区域陆续上线,今年3月21日代理三国策略卡牌手游《三国云梦录》上线中国大陆市场;4月30日自研国潮朋克卡牌RPG《少年西游记2》上线中国大陆市场;6月5日自研二次元RPG卡牌手游《绯色回响》上线韩国市场;6月13日自研东方神话回合制RPG手游《山海镜花》-归来上线中国港澳台市场。(三)报告期内,公司持续的降本增效提升了主营业务盈利能力。产品推广依然注重精准投放,报告期内的广告宣传费同比减少;上年公司围绕“研运一体”和“自主经营”原则进行的组织架构调整卓有成效,报告期内的人力成本同比减少。(四)报告期内,公司的非经常性损失预计约为500万元-1,250万元,上年同期公司非经常性收益为6,819.05万元,主要是因为报告期内公司持有的金融资产公允价值变动金额较上年同期同比下降。报告期内的非经常性损益主要由以公允价值计量的金融资产公允价值变动损益、取得的基金分红、处置部分其他非流动金融资产和长期股权投资取得的投资损益等构成。其中,报告期内公司处置宁波泽瑜创业投资合伙企业(有限合伙)产生较大的处置损失,嘉兴优亮投资合伙企业(有限合伙)由于被投企业当期股价波动较大产生较大的公允价值变动损失,北京光信股权投资基金合伙企业(有限合伙)因被投项目估值波动产生较大的公允价值变动收益,Yun Qi Partners I,L.P.因持有期间取得的分红产生较大的投资收益。最终金融资产公允价值变动损益以及相关投资损益,以后续取得的基金报告、财务报表、评估报告等资料进行确认为准。",扭亏,-120232900.0,2024-07-13
876,002169,智光电气,每股收益,预计2024年1-6月每股收益亏损:0.0941元至0.1203元。,-0.1072,,"本报告期,影响业绩变动的主要原因为:(一)报告期内,受参股的南方电网综合能源股份有限公司和杭州广立微电该公允价值变动损失属于非经常性损益。(二)报告期内,公司持续加大市场营销力度同时推进产能智能化转型,导致相关费用同比增加。",首亏,0.0763,2024-07-13
877,002169,智光电气,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润亏损:7,200万元至9,200万元,同比上年下降:222.6%至256.66%。",-82000000.0,-239.63,"本报告期,影响业绩变动的主要原因为:(一)报告期内,受参股的南方电网综合能源股份有限公司和杭州广立微电该公允价值变动损失属于非经常性损益。(二)报告期内,公司持续加大市场营销力度同时推进产能智能化转型,导致相关费用同比增加。",首亏,58726500.0,2024-07-13
878,002169,智光电气,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润亏损:4,800万元至6,200万元,同比上年下降:93.58%至150.04%。",-55000000.0,-121.81,"本报告期,影响业绩变动的主要原因为:(一)报告期内,受参股的南方电网综合能源股份有限公司和杭州广立微电该公允价值变动损失属于非经常性损益。(二)报告期内,公司持续加大市场营销力度同时推进产能智能化转型,导致相关费用同比增加。",增亏,-24795600.0,2024-07-13
879,002167,东方锆业,每股收益,预计2024年1-6月每股收益亏损:0.07元至0.11元。,-0.09,,"2024年上半年,公司的生产经营情况稳定正常。相比去年同期,报告期内公司经营业绩出现亏损,主要由于:一是公司控股的孙公司Murray Zircon Pty Ltd重启的明达里矿区尚未达产,设备调试期间产出的少量重矿物存货分摊的单位成本较高,计提了较大金额的存货减值,导致该公司主营业务负毛利以及亏损;二是外汇汇率波动形成较大金额的汇兑损失。",首亏,0.04,2024-07-13
880,002167,东方锆业,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润亏损:6,200万元至8,900万元,同比上年下降:356.15%至467.7%。",-75500000.0,-411.925,"2024年上半年,公司的生产经营情况稳定正常。相比去年同期,报告期内公司经营业绩出现亏损,主要由于:一是公司控股的孙公司Murray Zircon Pty Ltd重启的明达里矿区尚未达产,设备调试期间产出的少量重矿物存货分摊的单位成本较高,计提了较大金额的存货减值,导致该公司主营业务负毛利以及亏损;二是外汇汇率波动形成较大金额的汇兑损失。",首亏,24204600.0,2024-07-13
881,002167,东方锆业,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润亏损:5,800万元至8,500万元,同比上年下降:318.15%至419.7%。",-71500000.0,-368.925,"2024年上半年,公司的生产经营情况稳定正常。相比去年同期,报告期内公司经营业绩出现亏损,主要由于:一是公司控股的孙公司Murray Zircon Pty Ltd重启的明达里矿区尚未达产,设备调试期间产出的少量重矿物存货分摊的单位成本较高,计提了较大金额的存货减值,导致该公司主营业务负毛利以及亏损;二是外汇汇率波动形成较大金额的汇兑损失。",首亏,26587100.0,2024-07-13
882,002159,三特索道,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润盈利:5,600万元至8,400万元,同比上年变动:-10%至35%。",70000000.0,12.5,"本报告期预计归属于上市公司股东的净利润较上年同期实现较好增长,主要原因:1.主营业务影响:因公司不断优化资产负债结构及加强精细化管理,有效降低了成本费用,虽然营业收入同比略有下降,但归母净利润呈现较明显增长态势。2.非经常性损益的影响:主要系上年同期存在房屋拆迁补偿计提预计负债1,371万元,导致上期归母净利润减少,本期无该类事项。3.其他:上年同期存在对参股公司的长期股权投资计提减值准备1,337万元,本期无该类事项。",续盈,62260000.0,2024-07-13
883,002159,三特索道,每股收益,预计2024年1-6月每股收益盈利:0.34元至0.51元。,0.425,,"本报告期预计归属于上市公司股东的净利润较上年同期实现较好增长,主要原因:1.主营业务影响:因公司不断优化资产负债结构及加强精细化管理,有效降低了成本费用,虽然营业收入同比略有下降,但归母净利润呈现较明显增长态势。2.非经常性损益的影响:主要系上年同期存在房屋拆迁补偿计提预计负债1,371万元,导致上期归母净利润减少,本期无该类事项。3.其他:上年同期存在对参股公司的长期股权投资计提减值准备1,337万元,本期无该类事项。",预增,0.29,2024-07-13
884,002159,三特索道,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润盈利:6,000万元至9,000万元,同比上年增长:18%至77%。",75000000.0,47.5,"本报告期预计归属于上市公司股东的净利润较上年同期实现较好增长,主要原因:1.主营业务影响:因公司不断优化资产负债结构及加强精细化管理,有效降低了成本费用,虽然营业收入同比略有下降,但归母净利润呈现较明显增长态势。2.非经常性损益的影响:主要系上年同期存在房屋拆迁补偿计提预计负债1,371万元,导致上期归母净利润减少,本期无该类事项。3.其他:上年同期存在对参股公司的长期股权投资计提减值准备1,337万元,本期无该类事项。",预增,50890000.0,2024-07-13
885,002156,通富微电,每股收益,预计2024年1-6月每股收益盈利:0.19元至0.25元。,0.22,,"2024年上半年,半导体行业呈现复苏趋势,市场需求回暖,人工智能等技术及应用促进行业发展。在上述行业背景下,2024年上半年,公司积极进取,产能利用率提升,营业收入增幅明显上升,特别是中高端产品营业收入明显增加。经公司财务部门初步统计,公司2024年第二季度的营业收入同比2023年第二季度、环比2024年第一季度,均明显增长。同时,得益于加强管理及成本费用的管控,公司整体效益显著提升。",扭亏,-0.12,2024-07-13
886,002156,通富微电,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润盈利:26,500万元至35,500万元,同比上年增长:201.37%至235.8%。",310000000.0,218.585,"2024年上半年,半导体行业呈现复苏趋势,市场需求回暖,人工智能等技术及应用促进行业发展。在上述行业背景下,2024年上半年,公司积极进取,产能利用率提升,营业收入增幅明显上升,特别是中高端产品营业收入明显增加。经公司财务部门初步统计,公司2024年第二季度的营业收入同比2023年第二季度、环比2024年第一季度,均明显增长。同时,得益于加强管理及成本费用的管控,公司整体效益显著提升。",扭亏,-261421800.0,2024-07-13
887,002156,通富微电,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润盈利:28,800万元至37,500万元,同比上年增长:253.44%至299.79%。",331500000.0,276.615,"2024年上半年,半导体行业呈现复苏趋势,市场需求回暖,人工智能等技术及应用促进行业发展。在上述行业背景下,2024年上半年,公司积极进取,产能利用率提升,营业收入增幅明显上升,特别是中高端产品营业收入明显增加。经公司财务部门初步统计,公司2024年第二季度的营业收入同比2023年第二季度、环比2024年第一季度,均明显增长。同时,得益于加强管理及成本费用的管控,公司整体效益显著提升。",扭亏,-187694000.0,2024-07-13
888,002155,湖南黄金,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润盈利:39,135.89万元至44,726.74万元,同比上年增长:40%至60%。",419313150.0,50.0,"报告期内,业绩上涨主要是产品价格上涨所致。",预增,279542100.0,2024-07-13
889,002155,湖南黄金,每股收益,预计2024年1-6月每股收益盈利:0.32元至0.37元。,0.345,,"报告期内,业绩上涨主要是产品价格上涨所致。",预增,0.23,2024-07-13
890,002155,湖南黄金,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润盈利:39,240.17万元至44,845.9万元,同比上年增长:40%至60%。",420430350.0,50.0,"报告期内,业绩上涨主要是产品价格上涨所致。",预增,280286900.0,2024-07-13
891,002150,正泰电源,每股收益,预计2024年1-6月每股收益盈利:0.17元至0.25元。,0.21,,"报告期内,公司净利润同比增长的主要原因是:(一)重组注入业务的利润贡献本年度起正泰电源财务表现完整纳入公司报表,重组注入业务对公司业务规模的提升效应显著,且非同一控制下企业合并时产生的资产评估增值中存货评估增值已在2023年年内基本结转完毕,本年对合并净利润影响减小,正泰电源业务对利润提升产生了贡献。(二)金属工具制造业务增长随着海外消费市场持续回暖,金属工具制造业务同比增长,且其业务增长抵消输配电业务剥离产生的净利润减少后对公司净利润仍有提升。(三)重大资产重组费用影响公司在2023年上半年完成重大资产重组,因收购产生的重组费用的一次性影响导致上年同期利润减少,本期已无该费用影响。",预增,0.06,2024-07-13
892,002150,正泰电源,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润盈利:6,294.1万元至9,231.35万元,同比上年增长:180.18%至310.94%。",77627250.0,245.56,"报告期内,公司净利润同比增长的主要原因是:(一)重组注入业务的利润贡献本年度起正泰电源财务表现完整纳入公司报表,重组注入业务对公司业务规模的提升效应显著,且非同一控制下企业合并时产生的资产评估增值中存货评估增值已在2023年年内基本结转完毕,本年对合并净利润影响减小,正泰电源业务对利润提升产生了贡献。(二)金属工具制造业务增长随着海外消费市场持续回暖,金属工具制造业务同比增长,且其业务增长抵消输配电业务剥离产生的净利润减少后对公司净利润仍有提升。(三)重大资产重组费用影响公司在2023年上半年完成重大资产重组,因收购产生的重组费用的一次性影响导致上年同期利润减少,本期已无该费用影响。",预增,22464200.0,2024-07-13
893,002150,正泰电源,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润盈利:5,704.99万元至8,367.32万元,同比上年增长:148.74%至264.81%。",70361550.0,206.775,"报告期内,公司净利润同比增长的主要原因是:(一)重组注入业务的利润贡献本年度起正泰电源财务表现完整纳入公司报表,重组注入业务对公司业务规模的提升效应显著,且非同一控制下企业合并时产生的资产评估增值中存货评估增值已在2023年年内基本结转完毕,本年对合并净利润影响减小,正泰电源业务对利润提升产生了贡献。(二)金属工具制造业务增长随着海外消费市场持续回暖,金属工具制造业务同比增长,且其业务增长抵消输配电业务剥离产生的净利润减少后对公司净利润仍有提升。(三)重大资产重组费用影响公司在2023年上半年完成重大资产重组,因收购产生的重组费用的一次性影响导致上年同期利润减少,本期已无该费用影响。",预增,22935900.0,2024-07-13
894,002141,贤丰控股,归属于上市公司股东的净利润,预计2024年1-6月归属于上市公司股东的净利润盈利:470万元至700万元。,5850000.0,124.695,"公司扣除非经常性损益后的净利润预计同比亏损下降的主要原因是:兽用疫苗业务运营主体本期业绩不理想,亏损有所增加;本期采取降本增效相关措施导致整体管理费用、子公司运营费用均有所下降;公司因美元兑人民币汇率波动导致的财务费用同比上年同期减少。公司2024年上半年归属于上市公司股东的净利润预计较上年同期实现盈利的主要原因是:在前述财务费用、管理费用、子公司运营费用有所下降的基础上,因本期公司完成一部分珠海房产土地处置工作取得部分收益、理财投资导致的公允价值变动增加,本期公司非经常性损益同比有所增加。",扭亏,-23690200.0,2024-07-13
895,002141,贤丰控股,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润亏损:1,400万元至1,700万元,同比上年增长:53.84%至61.99%。",-15500000.0,57.915,"公司扣除非经常性损益后的净利润预计同比亏损下降的主要原因是:兽用疫苗业务运营主体本期业绩不理想,亏损有所增加;本期采取降本增效相关措施导致整体管理费用、子公司运营费用均有所下降;公司因美元兑人民币汇率波动导致的财务费用同比上年同期减少。公司2024年上半年归属于上市公司股东的净利润预计较上年同期实现盈利的主要原因是:在前述财务费用、管理费用、子公司运营费用有所下降的基础上,因本期公司完成一部分珠海房产土地处置工作取得部分收益、理财投资导致的公允价值变动增加,本期公司非经常性损益同比有所增加。",减亏,-36830300.0,2024-07-13
896,002141,贤丰控股,每股收益,预计2024年1-6月每股收益盈利:0.0042元至0.0062元。,0.0052,,"公司扣除非经常性损益后的净利润预计同比亏损下降的主要原因是:兽用疫苗业务运营主体本期业绩不理想,亏损有所增加;本期采取降本增效相关措施导致整体管理费用、子公司运营费用均有所下降;公司因美元兑人民币汇率波动导致的财务费用同比上年同期减少。公司2024年上半年归属于上市公司股东的净利润预计较上年同期实现盈利的主要原因是:在前述财务费用、管理费用、子公司运营费用有所下降的基础上,因本期公司完成一部分珠海房产土地处置工作取得部分收益、理财投资导致的公允价值变动增加,本期公司非经常性损益同比有所增加。",扭亏,-0.0209,2024-07-13
897,002134,天津普林,每股收益,预计2024年1-6月每股收益盈利:0.08元至0.11元。,0.095,,"1、上半年业务健康增长,一方面大客户的市占率逐步提升;另一方面多个新客户有所突破带来收入的增长;天津基地以品质第一的原则,推进瓶颈工序突破、通过极致成本实现毛利提升;华南基地完成珠海工厂试运行和快速认证上量,带动公司实现质的飞跃。2、公司2023年度实施重大资产重组,以支付现金及增资方式取得泰和电路科技(惠州)有限公司(以下简称“泰和电路”)51%股权,泰和电路自2023年11月起纳入公司合并报表范围,报告期内贡献报表利润。",预增,0.07,2024-07-13
898,002134,天津普林,净利润,"预计2024年1-6月净利润盈利:2,600万元至3,300万元,同比上年增长:60.48%至103.69%。",29500000.0,82.085,"1、上半年业务健康增长,一方面大客户的市占率逐步提升;另一方面多个新客户有所突破带来收入的增长;天津基地以品质第一的原则,推进瓶颈工序突破、通过极致成本实现毛利提升;华南基地完成珠海工厂试运行和快速认证上量,带动公司实现质的飞跃。2、公司2023年度实施重大资产重组,以支付现金及增资方式取得泰和电路科技(惠州)有限公司(以下简称“泰和电路”)51%股权,泰和电路自2023年11月起纳入公司合并报表范围,报告期内贡献报表利润。",预增,16201400.0,2024-07-13
899,002134,天津普林,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润盈利:1,950万元至2,600万元,同比上年增长:20.36%至60.48%。",22750000.0,40.42,"1、上半年业务健康增长,一方面大客户的市占率逐步提升;另一方面多个新客户有所突破带来收入的增长;天津基地以品质第一的原则,推进瓶颈工序突破、通过极致成本实现毛利提升;华南基地完成珠海工厂试运行和快速认证上量,带动公司实现质的飞跃。2、公司2023年度实施重大资产重组,以支付现金及增资方式取得泰和电路科技(惠州)有限公司(以下简称“泰和电路”)51%股权,泰和电路自2023年11月起纳入公司合并报表范围,报告期内贡献报表利润。",预增,16201400.0,2024-07-13
900,002134,天津普林,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润盈利:1,750万元至2,300万元,同比上年增长:7.09%至40.75%。",20250000.0,23.92,"1、上半年业务健康增长,一方面大客户的市占率逐步提升;另一方面多个新客户有所突破带来收入的增长;天津基地以品质第一的原则,推进瓶颈工序突破、通过极致成本实现毛利提升;华南基地完成珠海工厂试运行和快速认证上量,带动公司实现质的飞跃。2、公司2023年度实施重大资产重组,以支付现金及增资方式取得泰和电路科技(惠州)有限公司(以下简称“泰和电路”)51%股权,泰和电路自2023年11月起纳入公司合并报表范围,报告期内贡献报表利润。",略增,16341300.0,2024-07-13
901,002134,天津普林,营业收入,"预计2024年1-6月营业收入:48,000万元至62,000万元,同比上年增长:58.26%至104.42%。",550000000.0,81.34,"1、上半年业务健康增长,一方面大客户的市占率逐步提升;另一方面多个新客户有所突破带来收入的增长;天津基地以品质第一的原则,推进瓶颈工序突破、通过极致成本实现毛利提升;华南基地完成珠海工厂试运行和快速认证上量,带动公司实现质的飞跃。2、公司2023年度实施重大资产重组,以支付现金及增资方式取得泰和电路科技(惠州)有限公司(以下简称“泰和电路”)51%股权,泰和电路自2023年11月起纳入公司合并报表范围,报告期内贡献报表利润。",预增,303301500.0,2024-07-13
902,002127,南极电商,每股收益,预计2024年1-6月每股收益盈利:0.0285元至0.0367元。,0.0326,,"报告期内,公司预计归属于上市公司股东的净利润以及扣除非经常性损益后的净利润同比上升,主要是由于公司转型与业务结构调整初显成果,主营业务品牌服务收入同比大幅增长。展望未来,公司将不断优化经营策略,持续提升经营质量和效益。",预增,0.0228,2024-07-13
903,002127,南极电商,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润盈利:7,000万元至9,000万元,同比上年增长:30.35%至67.59%。",80000000.0,48.97,"报告期内,公司预计归属于上市公司股东的净利润以及扣除非经常性损益后的净利润同比上升,主要是由于公司转型与业务结构调整初显成果,主营业务品牌服务收入同比大幅增长。展望未来,公司将不断优化经营策略,持续提升经营质量和效益。",预增,53701300.0,2024-07-13
904,002127,南极电商,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润盈利:6,000万元至8,000万元,同比上年增长:52.03%至102.71%。",70000000.0,77.37,"报告期内,公司预计归属于上市公司股东的净利润以及扣除非经常性损益后的净利润同比上升,主要是由于公司转型与业务结构调整初显成果,主营业务品牌服务收入同比大幅增长。展望未来,公司将不断优化经营策略,持续提升经营质量和效益。",预增,39465500.0,2024-07-13
905,002112,三变科技,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润盈利:4,000万元至5,500万元,同比上年增长:225.82%至348%。",47500000.0,286.91,"公司2024年上半年预计经营业绩比上年同期增长的主要原因如下:1、报告期内,公司积极拓展市场,营业收入同比增长,毛利率提升,使得归属于上市公司股东的净利润同比增长。2、公司继续推进降本增效举措,提高生产效率,持续优化产品,提升产品竞争力和盈利空间。",预增,12276700.0,2024-07-13
906,002112,三变科技,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润盈利:4,500万元至6,000万元,同比上年增长:194.41%至292.54%。",52500000.0,243.475,"公司2024年上半年预计经营业绩比上年同期增长的主要原因如下:1、报告期内,公司积极拓展市场,营业收入同比增长,毛利率提升,使得归属于上市公司股东的净利润同比增长。2、公司继续推进降本增效举措,提高生产效率,持续优化产品,提升产品竞争力和盈利空间。",预增,15285000.0,2024-07-13
907,002112,三变科技,每股收益,预计2024年1-6月每股收益盈利:0.17元至0.23元。,0.2,,"公司2024年上半年预计经营业绩比上年同期增长的主要原因如下:1、报告期内,公司积极拓展市场,营业收入同比增长,毛利率提升,使得归属于上市公司股东的净利润同比增长。2、公司继续推进降本增效举措,提高生产效率,持续优化产品,提升产品竞争力和盈利空间。",预增,0.06,2024-07-13
908,002105,信隆健康,每股收益,预计2024年1-6月每股收益盈利:0.019元至0.027元。,0.023,,"报告期内,行业内终端客户高库存仍在缓慢消化中,地缘政治冲突不断,海外市场需求增量不显,主要原材料价格较上年上涨近10%,公司业绩相应受到不利影响。",预减,0.086,2024-07-13
909,002105,信隆健康,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润盈利:700万元至1,000万元,同比上年下降:67.93%至77.55%。",8500000.0,-72.74,"报告期内,行业内终端客户高库存仍在缓慢消化中,地缘政治冲突不断,海外市场需求增量不显,主要原材料价格较上年上涨近10%,公司业绩相应受到不利影响。",预减,31177100.0,2024-07-13
910,002105,信隆健康,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润盈利:400万元至700万元,同比上年下降:68.73%至82.13%。",5500000.0,-75.43,"报告期内,行业内终端客户高库存仍在缓慢消化中,地缘政治冲突不断,海外市场需求增量不显,主要原材料价格较上年上涨近10%,公司业绩相应受到不利影响。",预减,22384800.0,2024-07-13
911,002102,ST能特,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润盈利:4,500万元至6,000万元,同比上年下降:55.38%至66.53%。",52500000.0,-60.955,"公司原控股股东林氏家族违规导致的债务已于2023年全部解决,公司2023上半年相应债务和解收益为1.27亿元,而2024年已不再存在该情形;公司因信息披露违规事项导致投资者诉讼,诉讼时效于2023年底截止,根据全部诉讼进展2024年调增预计负债高于去年同期。前述事项均导致公司2024上半年利润较去年同期下降,属于非经常性损益。公司全资子公司能特科技有限公司及合营企业益曼特健康产业(荆州)有限公司受激烈的市场竞争影响,导致其与去年同期相比产品利润下滑。公司依托成本优势占据市场份额,营业收入同比略有增长,为行业未来走出历史底部进行充足准备。近期益曼特健康产业(荆州)有限公司主营产品维生素E的市场价格有所回暖,若能一直保持回暖态势,对公司2024年下半年的业绩将带来积极影响。此外,公司为进一步优化资源配置,聚焦主业发展,已公开挂牌出售上海五天实业有限公司100%股权。经初步测算,若本次交易在2024年按照底价8亿元成交并完成,预计公司将因此在2024年获得利润约3.9亿元,为全年业绩提供保障,具体数据将以实际成交价格和会计师事务所审计确认后的结果为准。",预减,134459800.0,2024-07-13
