序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
177,002579,中京电子,归属于上市公司股东的净利润,"预计2025年1-3月归属于上市公司股东的净利润盈利:550万元至800万元,同比上年增长:111.33%至116.49%。",6750000.0,113.91,"报告期内,公司营业收入较上年同期有所上升,高端产线的产能需求进一步得到释放。虽然公司珠海新工厂的折旧及摊销等固定费用依然处于较高水平,但随着产销量的持续上升,对公司经营业绩的不利影响已在逐步减少。报告期内,公司主动适应新兴市场等客户需求变化,持续优化产品结构,积极提升细分市场终端大客户直供业务占比,大力推行降本增效举措,公司于2025年第一季度实现同比扭亏为盈。",扭亏,-48526400.0,2025-04-15
178,002579,中京电子,每股收益,预计2025年1-3月每股收益盈利:0.0082元至0.0122元。,0.0102,,"报告期内,公司营业收入较上年同期有所上升,高端产线的产能需求进一步得到释放。虽然公司珠海新工厂的折旧及摊销等固定费用依然处于较高水平,但随着产销量的持续上升,对公司经营业绩的不利影响已在逐步减少。报告期内,公司主动适应新兴市场等客户需求变化,持续优化产品结构,积极提升细分市场终端大客户直供业务占比,大力推行降本增效举措,公司于2025年第一季度实现同比扭亏为盈。",扭亏,-0.0792,2025-04-15
179,002562,兄弟科技,归属于上市公司股东的净利润,"预计2025年1-3月归属于上市公司股东的净利润盈利:1,800万元至2,300万元。",20500000.0,181.335,"公司2025年第一季度同比实现扭亏为盈,主要系公司部分维生素产品销售价格同比上升所致。",扭亏,-25204700.0,2025-04-15
180,002562,兄弟科技,每股收益,预计2025年1-3月每股收益盈利:0.017元至0.022元。,0.0195,,"公司2025年第一季度同比实现扭亏为盈,主要系公司部分维生素产品销售价格同比上升所致。",扭亏,-0.024,2025-04-15
181,002562,兄弟科技,扣除非经常性损益后的净利润,"预计2025年1-3月扣除非经常性损益后的净利润盈利:1,600万元至2,100万元。",18500000.0,171.71,"公司2025年第一季度同比实现扭亏为盈,主要系公司部分维生素产品销售价格同比上升所致。",扭亏,-25797500.0,2025-04-15
182,002439,启明星辰,每股收益,预计2025年1-3月每股收益盈利:0.0009元至0.0014元。,0.00115,,"报告期内,公司积极拥抱AI技术浪潮,凭借在AI+安全领域的深厚技术积累,加速推进“AI+安全”产品矩阵布局,抢占市场先机,多款大模型安全新产品进入项目落地阶段。与此同时,公司聚焦业务质量提升,毛利率同比明显改善,一季度实现盈利突破,为全年稳健经营与高质量发展奠定基础。(一)收入变动的主要原因1、收入质量显著提升。公司通过严格把控项目质量、优化业务流程、持续提升产品核心竞争力等措施,坚持以量换质,推动收入质量显著提升。与上年同期相比,毛利率提升8个百分点,体现了公司在高质量发展方面的积极成效。2、外部市场环境呈延续态势。报告期内网络安全市场环境延续上年度机遇与挑战并存的态势,下游客户的需求仍未出现明显好转,对公司营业收入形成一定影响。公司营业收入的增长仍面临阶段性挑战。公司将密切跟踪下游需求的释放节奏及客户预算的重点投入方向,积极把握市场机遇。(二)利润扭亏为盈的主要原因1、公司利用AI技术赋能自身网安业务场景,进一步降本增效。公司上下积极拥抱国内领先的突破性AI大模型技术,优化了研发、运营及服务链条的重复性工作,显著提升了工作效率,降低冗余成本,三费合计较上年同期降低15%,为全年利润释放出空间。2、公司主动管理非经常性损益的波动,获得显著回报。公司投资参股的上市公司股价波动对当期投资收益和公允价值影响很大,为了减轻这部分的波动影响,报告期内公司对参股企业的持仓进行了部分调整,获得了可观回报。(三)抢发突破性AI大模型安全新赛道,且快速形成标杆项目公司精准锚定AI大模型驱动的安全产业新赛道,凭借上年度在AI+安全领域的技术强投入,积蓄势能,以周为周期实现产品迭代闭环,在大模型安全业务构建中抢占战略先机。通过“赋能安全”与“护航安全”双轮驱动,迅速形成行业标杆落地案例:1、AI赋能安全:公司安全智能体和安全产品矩阵迅速接入国内领先的突破性AI大模型,产品能力进一步提升。2、护航AI安全:1)大模型安全研究方面:挖掘AI安全漏洞80余个,应急响应中心(VSRC)捕捉到多个伪装成AI大模型的钓鱼页面。2)大模型安全产品矩阵发布:大模型应用安全三件套、大模型访问脱敏罩等多款大模型专有安全产品,应对国内领先的AI大模型应用的威胁攻击防护、数据防泄漏等核心需求。3)大模型安全服务:大模型应用安全超融合服务、大模型安全运营前哨等。报告期内,公司大模型安全产品已经在医疗、公安等高敏感场景实现标杆项目落地,成功将技术先发优势转化为行业示范效应。2025年,公司围绕既定战略,在外部市场的不确定中深挖确定性机会,继续强化战略执行力和市场适应能力,持续加强和中国移动的业务协同,坚持科技自主创新,积极扩大ToC/ToH新业务规模,向内部要效率,向外部扩客群,坚持高质量稳健发展。",扭亏,-0.09,2025-04-15
183,002439,启明星辰,归属于上市公司股东的净利润,预计2025年1-3月归属于上市公司股东的净利润盈利:110万元至165万元。,1375000.0,101.215,"报告期内,公司积极拥抱AI技术浪潮,凭借在AI+安全领域的深厚技术积累,加速推进“AI+安全”产品矩阵布局,抢占市场先机,多款大模型安全新产品进入项目落地阶段。与此同时,公司聚焦业务质量提升,毛利率同比明显改善,一季度实现盈利突破,为全年稳健经营与高质量发展奠定基础。(一)收入变动的主要原因1、收入质量显著提升。公司通过严格把控项目质量、优化业务流程、持续提升产品核心竞争力等措施,坚持以量换质,推动收入质量显著提升。与上年同期相比,毛利率提升8个百分点,体现了公司在高质量发展方面的积极成效。2、外部市场环境呈延续态势。报告期内网络安全市场环境延续上年度机遇与挑战并存的态势,下游客户的需求仍未出现明显好转,对公司营业收入形成一定影响。公司营业收入的增长仍面临阶段性挑战。公司将密切跟踪下游需求的释放节奏及客户预算的重点投入方向,积极把握市场机遇。(二)利润扭亏为盈的主要原因1、公司利用AI技术赋能自身网安业务场景,进一步降本增效。公司上下积极拥抱国内领先的突破性AI大模型技术,优化了研发、运营及服务链条的重复性工作,显著提升了工作效率,降低冗余成本,三费合计较上年同期降低15%,为全年利润释放出空间。2、公司主动管理非经常性损益的波动,获得显著回报。公司投资参股的上市公司股价波动对当期投资收益和公允价值影响很大,为了减轻这部分的波动影响,报告期内公司对参股企业的持仓进行了部分调整,获得了可观回报。(三)抢发突破性AI大模型安全新赛道,且快速形成标杆项目公司精准锚定AI大模型驱动的安全产业新赛道,凭借上年度在AI+安全领域的技术强投入,积蓄势能,以周为周期实现产品迭代闭环,在大模型安全业务构建中抢占战略先机。通过“赋能安全”与“护航安全”双轮驱动,迅速形成行业标杆落地案例:1、AI赋能安全:公司安全智能体和安全产品矩阵迅速接入国内领先的突破性AI大模型,产品能力进一步提升。2、护航AI安全:1)大模型安全研究方面:挖掘AI安全漏洞80余个,应急响应中心(VSRC)捕捉到多个伪装成AI大模型的钓鱼页面。2)大模型安全产品矩阵发布:大模型应用安全三件套、大模型访问脱敏罩等多款大模型专有安全产品,应对国内领先的AI大模型应用的威胁攻击防护、数据防泄漏等核心需求。3)大模型安全服务:大模型应用安全超融合服务、大模型安全运营前哨等。报告期内,公司大模型安全产品已经在医疗、公安等高敏感场景实现标杆项目落地,成功将技术先发优势转化为行业示范效应。2025年,公司围绕既定战略,在外部市场的不确定中深挖确定性机会,继续强化战略执行力和市场适应能力,持续加强和中国移动的业务协同,坚持科技自主创新,积极扩大ToC/ToH新业务规模,向内部要效率,向外部扩客群,坚持高质量稳健发展。",扭亏,-113169000.0,2025-04-15
184,002439,启明星辰,营业收入,"预计2025年1-3月营业收入:60,000万元至68,000万元。",640000000.0,-30.635,"报告期内,公司积极拥抱AI技术浪潮,凭借在AI+安全领域的深厚技术积累,加速推进“AI+安全”产品矩阵布局,抢占市场先机,多款大模型安全新产品进入项目落地阶段。与此同时,公司聚焦业务质量提升,毛利率同比明显改善,一季度实现盈利突破,为全年稳健经营与高质量发展奠定基础。(一)收入变动的主要原因1、收入质量显著提升。公司通过严格把控项目质量、优化业务流程、持续提升产品核心竞争力等措施,坚持以量换质,推动收入质量显著提升。与上年同期相比,毛利率提升8个百分点,体现了公司在高质量发展方面的积极成效。2、外部市场环境呈延续态势。报告期内网络安全市场环境延续上年度机遇与挑战并存的态势,下游客户的需求仍未出现明显好转,对公司营业收入形成一定影响。公司营业收入的增长仍面临阶段性挑战。公司将密切跟踪下游需求的释放节奏及客户预算的重点投入方向,积极把握市场机遇。(二)利润扭亏为盈的主要原因1、公司利用AI技术赋能自身网安业务场景,进一步降本增效。公司上下积极拥抱国内领先的突破性AI大模型技术,优化了研发、运营及服务链条的重复性工作,显著提升了工作效率,降低冗余成本,三费合计较上年同期降低15%,为全年利润释放出空间。2、公司主动管理非经常性损益的波动,获得显著回报。公司投资参股的上市公司股价波动对当期投资收益和公允价值影响很大,为了减轻这部分的波动影响,报告期内公司对参股企业的持仓进行了部分调整,获得了可观回报。(三)抢发突破性AI大模型安全新赛道,且快速形成标杆项目公司精准锚定AI大模型驱动的安全产业新赛道,凭借上年度在AI+安全领域的技术强投入,积蓄势能,以周为周期实现产品迭代闭环,在大模型安全业务构建中抢占战略先机。通过“赋能安全”与“护航安全”双轮驱动,迅速形成行业标杆落地案例:1、AI赋能安全:公司安全智能体和安全产品矩阵迅速接入国内领先的突破性AI大模型,产品能力进一步提升。2、护航AI安全:1)大模型安全研究方面:挖掘AI安全漏洞80余个,应急响应中心(VSRC)捕捉到多个伪装成AI大模型的钓鱼页面。2)大模型安全产品矩阵发布:大模型应用安全三件套、大模型访问脱敏罩等多款大模型专有安全产品,应对国内领先的AI大模型应用的威胁攻击防护、数据防泄漏等核心需求。3)大模型安全服务:大模型应用安全超融合服务、大模型安全运营前哨等。报告期内,公司大模型安全产品已经在医疗、公安等高敏感场景实现标杆项目落地,成功将技术先发优势转化为行业示范效应。2025年,公司围绕既定战略,在外部市场的不确定中深挖确定性机会,继续强化战略执行力和市场适应能力,持续加强和中国移动的业务协同,坚持科技自主创新,积极扩大ToC/ToH新业务规模,向内部要效率,向外部扩客群,坚持高质量稳健发展。",略减,922613300.0,2025-04-15
185,002439,启明星辰,扣除非经常性损益后的净利润,"预计2025年1-3月扣除非经常性损益后的净利润亏损:4,800万元至5,600万元。",-52000000.0,-8.575,"报告期内,公司积极拥抱AI技术浪潮,凭借在AI+安全领域的深厚技术积累,加速推进“AI+安全”产品矩阵布局,抢占市场先机,多款大模型安全新产品进入项目落地阶段。与此同时,公司聚焦业务质量提升,毛利率同比明显改善,一季度实现盈利突破,为全年稳健经营与高质量发展奠定基础。(一)收入变动的主要原因1、收入质量显著提升。公司通过严格把控项目质量、优化业务流程、持续提升产品核心竞争力等措施,坚持以量换质,推动收入质量显著提升。与上年同期相比,毛利率提升8个百分点,体现了公司在高质量发展方面的积极成效。2、外部市场环境呈延续态势。报告期内网络安全市场环境延续上年度机遇与挑战并存的态势,下游客户的需求仍未出现明显好转,对公司营业收入形成一定影响。公司营业收入的增长仍面临阶段性挑战。公司将密切跟踪下游需求的释放节奏及客户预算的重点投入方向,积极把握市场机遇。(二)利润扭亏为盈的主要原因1、公司利用AI技术赋能自身网安业务场景,进一步降本增效。公司上下积极拥抱国内领先的突破性AI大模型技术,优化了研发、运营及服务链条的重复性工作,显著提升了工作效率,降低冗余成本,三费合计较上年同期降低15%,为全年利润释放出空间。2、公司主动管理非经常性损益的波动,获得显著回报。公司投资参股的上市公司股价波动对当期投资收益和公允价值影响很大,为了减轻这部分的波动影响,报告期内公司对参股企业的持仓进行了部分调整,获得了可观回报。(三)抢发突破性AI大模型安全新赛道,且快速形成标杆项目公司精准锚定AI大模型驱动的安全产业新赛道,凭借上年度在AI+安全领域的技术强投入,积蓄势能,以周为周期实现产品迭代闭环,在大模型安全业务构建中抢占战略先机。通过“赋能安全”与“护航安全”双轮驱动,迅速形成行业标杆落地案例:1、AI赋能安全:公司安全智能体和安全产品矩阵迅速接入国内领先的突破性AI大模型,产品能力进一步提升。2、护航AI安全:1)大模型安全研究方面:挖掘AI安全漏洞80余个,应急响应中心(VSRC)捕捉到多个伪装成AI大模型的钓鱼页面。2)大模型安全产品矩阵发布:大模型应用安全三件套、大模型访问脱敏罩等多款大模型专有安全产品,应对国内领先的AI大模型应用的威胁攻击防护、数据防泄漏等核心需求。3)大模型安全服务:大模型应用安全超融合服务、大模型安全运营前哨等。报告期内,公司大模型安全产品已经在医疗、公安等高敏感场景实现标杆项目落地,成功将技术先发优势转化为行业示范效应。2025年,公司围绕既定战略,在外部市场的不确定中深挖确定性机会,继续强化战略执行力和市场适应能力,持续加强和中国移动的业务协同,坚持科技自主创新,积极扩大ToC/ToH新业务规模,向内部要效率,向外部扩客群,坚持高质量稳健发展。",增亏,-47893600.0,2025-04-15
186,002384,东山精密,归属于上市公司股东的净利润,"预计2025年1-3月归属于上市公司股东的净利润盈利:43,402.27万元至46,295.76万元,同比上年增长:50%至60%。",448490150.0,55.0,"受益于AI对ICT基建和消费产品的需求扩大,公司电子电路、精密组件等产品作为消费电子、新能源汽车行业的基础零部件,销量显著提升,带动公司经营业绩的提升。",预增,289348500.0,2025-04-15
187,002384,东山精密,每股收益,预计2025年1-3月每股收益盈利:0.26元至0.27元。,0.265,,"受益于AI对ICT基建和消费产品的需求扩大,公司电子电路、精密组件等产品作为消费电子、新能源汽车行业的基础零部件,销量显著提升,带动公司经营业绩的提升。",预增,0.17,2025-04-15
188,002384,东山精密,扣除非经常性损益后的净利润,"预计2025年1-3月扣除非经常性损益后的净利润盈利:39,196.05万元至41,809.12万元,同比上年增长:50%至60%。",405025850.0,55.0,"受益于AI对ICT基建和消费产品的需求扩大,公司电子电路、精密组件等产品作为消费电子、新能源汽车行业的基础零部件,销量显著提升,带动公司经营业绩的提升。",预增,261307000.0,2025-04-15
189,002170,芭田股份,归属于上市公司股东的净利润,"预计2025年1-3月归属于上市公司股东的净利润盈利:16,000万元至23,000万元,同比上年增长:203.27%至335.94%。",195000000.0,269.605,"2025年第一季度磷矿石及其加工的产品销售产生毛利额较多,且肥料产品销售同比增长较多。",预增,52759000.0,2025-04-15
190,002170,芭田股份,扣除非经常性损益后的净利润,"预计2025年1-3月扣除非经常性损益后的净利润盈利:15,940万元至22,940万元,同比上年增长:205.62%至339.83%。",194400000.0,272.725,"2025年第一季度磷矿石及其加工的产品销售产生毛利额较多,且肥料产品销售同比增长较多。",预增,52156000.0,2025-04-15
191,002170,芭田股份,每股收益,预计2025年1-3月每股收益盈利:0.166元至0.2386元。,0.2023,,"2025年第一季度磷矿石及其加工的产品销售产生毛利额较多,且肥料产品销售同比增长较多。",预增,0.0593,2025-04-15
192,002069,獐子岛,扣除非经常性损益后的净利润,"预计2025年1-3月扣除非经常性损益后的净利润亏损:200万元至300万元,同比上年增长:66.12%至77.41%。",-2500000.0,71.765,"报告期内,公司在大连市委市政府及国资股东的领导下,紧紧围绕公司年度目标任务,紧扣“内强管理、外拓市场”两条主线,深耕主业,内部挖潜,降本增效,努力克服外部环境不确定性带来的风险挑战,不断推动公司经营质效提升。主要表现为:1、通过聚焦高价值客户、加强业务市场拓展、抢抓节日消费契机等策略,推动海珍活鲜品销售增长,推动国内大型连锁商超渠道开拓取得良好成效,加速新品研发及技术创新应用,持续拓宽产品覆盖面,积极参加国内大型渔业及食材展会,增强存量客户韧性,进一步增加增量业务开发强度,品牌影响力和产品效能进一步提升。2、聚焦自身战略升级与深化改革目标,持续推进降本增效举措,持续深化体制机制改革。优化调整部分部门和业务,压实压足履职责任和目标任务,严格把控采购成本、投资成本、人资成本,促进组织结构和业务单元协同效率提升,逐步稳妥优化供应链资源,进一步聚焦质效高、盈利强、风险低的核心主营业务,加强外汇管理,整体费用得到有效改善。",减亏,-8853900.0,2025-04-15
193,002069,獐子岛,归属于上市公司股东的净利润,"预计2025年1-3月归属于上市公司股东的净利润亏损:100万元至200万元,同比上年增长:71.48%至85.74%。",-1500000.0,78.61,"报告期内,公司在大连市委市政府及国资股东的领导下,紧紧围绕公司年度目标任务,紧扣“内强管理、外拓市场”两条主线,深耕主业,内部挖潜,降本增效,努力克服外部环境不确定性带来的风险挑战,不断推动公司经营质效提升。主要表现为:1、通过聚焦高价值客户、加强业务市场拓展、抢抓节日消费契机等策略,推动海珍活鲜品销售增长,推动国内大型连锁商超渠道开拓取得良好成效,加速新品研发及技术创新应用,持续拓宽产品覆盖面,积极参加国内大型渔业及食材展会,增强存量客户韧性,进一步增加增量业务开发强度,品牌影响力和产品效能进一步提升。2、聚焦自身战略升级与深化改革目标,持续推进降本增效举措,持续深化体制机制改革。优化调整部分部门和业务,压实压足履职责任和目标任务,严格把控采购成本、投资成本、人资成本,促进组织结构和业务单元协同效率提升,逐步稳妥优化供应链资源,进一步聚焦质效高、盈利强、风险低的核心主营业务,加强外汇管理,整体费用得到有效改善。",减亏,-7012000.0,2025-04-15
194,002069,獐子岛,每股收益,预计2025年1-3月每股收益亏损:0.0014元至0.0028元。,-0.0021,,"报告期内,公司在大连市委市政府及国资股东的领导下,紧紧围绕公司年度目标任务,紧扣“内强管理、外拓市场”两条主线,深耕主业,内部挖潜,降本增效,努力克服外部环境不确定性带来的风险挑战,不断推动公司经营质效提升。主要表现为:1、通过聚焦高价值客户、加强业务市场拓展、抢抓节日消费契机等策略,推动海珍活鲜品销售增长,推动国内大型连锁商超渠道开拓取得良好成效,加速新品研发及技术创新应用,持续拓宽产品覆盖面,积极参加国内大型渔业及食材展会,增强存量客户韧性,进一步增加增量业务开发强度,品牌影响力和产品效能进一步提升。2、聚焦自身战略升级与深化改革目标,持续推进降本增效举措,持续深化体制机制改革。优化调整部分部门和业务,压实压足履职责任和目标任务,严格把控采购成本、投资成本、人资成本,促进组织结构和业务单元协同效率提升,逐步稳妥优化供应链资源,进一步聚焦质效高、盈利强、风险低的核心主营业务,加强外汇管理,整体费用得到有效改善。",减亏,-0.0099,2025-04-15
195,002001,新和成,归属于上市公司股东的净利润,"预计2025年1-3月归属于上市公司股东的净利润盈利:180,000万元至190,000万元,同比上年增长:107%至118%。",1850000000.0,112.5,"报告期内,公司抢抓市场机遇,营养品板块主要产品销售数量、销售价格较上年同期增长,实现经营业绩提升。未来,公司将一以贯之坚持一体化、系列化、协同化的发展战略,坚持“化工+”和“生物+”的战略主航道,提升应用研究和应用服务能力,专注于营养品、香精香料、高分子新材料和原料药业务,坚持创新驱动,发展各类功能性化学品,加强技术平台和产业平台的建设,加强先进装备的引进和合作,依托浙江新昌、浙江上虞、山东潍坊、黑龙江绥化等多个现代化生产基地,实现产业链的延伸,深化全球营销网络,推动公司的可持续高质量发展,同时积极关注并培育植保产业、新能源产业、节能环保产业和信息产业等战略新兴产业相关的功能化学品机遇。",预增,869622900.0,2025-04-15
196,002001,新和成,每股收益,预计2025年1-3月每股收益盈利:0.59元至0.62元。,0.605,,"报告期内,公司抢抓市场机遇,营养品板块主要产品销售数量、销售价格较上年同期增长,实现经营业绩提升。未来,公司将一以贯之坚持一体化、系列化、协同化的发展战略,坚持“化工+”和“生物+”的战略主航道,提升应用研究和应用服务能力,专注于营养品、香精香料、高分子新材料和原料药业务,坚持创新驱动,发展各类功能性化学品,加强技术平台和产业平台的建设,加强先进装备的引进和合作,依托浙江新昌、浙江上虞、山东潍坊、黑龙江绥化等多个现代化生产基地,实现产业链的延伸,深化全球营销网络,推动公司的可持续高质量发展,同时积极关注并培育植保产业、新能源产业、节能环保产业和信息产业等战略新兴产业相关的功能化学品机遇。",预增,0.28,2025-04-15
197,002001,新和成,扣除非经常性损益后的净利润,"预计2025年1-3月扣除非经常性损益后的净利润盈利:180,000万元至190,000万元,同比上年增长:110%至122%。",1850000000.0,116.0,"报告期内,公司抢抓市场机遇,营养品板块主要产品销售数量、销售价格较上年同期增长,实现经营业绩提升。未来,公司将一以贯之坚持一体化、系列化、协同化的发展战略,坚持“化工+”和“生物+”的战略主航道,提升应用研究和应用服务能力,专注于营养品、香精香料、高分子新材料和原料药业务,坚持创新驱动,发展各类功能性化学品,加强技术平台和产业平台的建设,加强先进装备的引进和合作,依托浙江新昌、浙江上虞、山东潍坊、黑龙江绥化等多个现代化生产基地,实现产业链的延伸,深化全球营销网络,推动公司的可持续高质量发展,同时积极关注并培育植保产业、新能源产业、节能环保产业和信息产业等战略新兴产业相关的功能化学品机遇。",预增,857468900.0,2025-04-15
198,000993,闽东电力,归属于上市公司股东的净利润,"预计2025年1-3月归属于上市公司股东的净利润盈利:900万元至1,300万元,同比上年增长:142.94%至162.02%。",11000000.0,152.48,"本报告期归属于上市公司股东的净利润较上年同期增长的主要原因如下:1、本报告期宁德市区域内降水量较上年同期增加,水力发、售电量较上年同期增加;2、本报告期可运行机组数量及风电场风速较上年同期增加,风力发、售电量较上年同期增加;3、本报告期收到的财产保险理赔款较上年同期增加。",扭亏,-20960600.0,2025-04-15
199,000993,闽东电力,每股收益,预计2025年1-3月每股收益盈利:0.02元至0.03元。,0.025,,"本报告期归属于上市公司股东的净利润较上年同期增长的主要原因如下:1、本报告期宁德市区域内降水量较上年同期增加,水力发、售电量较上年同期增加;2、本报告期可运行机组数量及风电场风速较上年同期增加,风力发、售电量较上年同期增加;3、本报告期收到的财产保险理赔款较上年同期增加。",扭亏,-0.05,2025-04-15
200,000993,闽东电力,扣除非经常性损益后的净利润,"预计2025年1-3月扣除非经常性损益后的净利润盈利:300万元至700万元,同比上年增长:114.09%至132.88%。",5000000.0,123.485,"本报告期归属于上市公司股东的净利润较上年同期增长的主要原因如下:1、本报告期宁德市区域内降水量较上年同期增加,水力发、售电量较上年同期增加;2、本报告期可运行机组数量及风电场风速较上年同期增加,风力发、售电量较上年同期增加;3、本报告期收到的财产保险理赔款较上年同期增加。",扭亏,-21291000.0,2025-04-15
201,000987,越秀资本,扣除非经常性损益后的净利润,"预计2025年1-3月扣除非经常性损益后的净利润盈利:65,102.05万元,同比上年增长:57.9%。",651020500.0,57.9,"2025年第一季度,国内资本市场稳健发展,带动公司投资收益同比提升;同时,公司绿色转型成果逐步显现,经营效益同比提升。",预增,412306200.0,2025-04-15
202,000987,越秀资本,归属于上市公司股东的净利润,"预计2025年1-3月归属于上市公司股东的净利润盈利:65,218.01万元,同比上年增长:39.58%。",652180100.0,39.58,"2025年第一季度,国内资本市场稳健发展,带动公司投资收益同比提升;同时,公司绿色转型成果逐步显现,经营效益同比提升。",略增,467233200.0,2025-04-15
203,000987,越秀资本,每股收益,预计2025年1-3月每股收益盈利:0.1292元。,0.1292,,"2025年第一季度,国内资本市场稳健发展,带动公司投资收益同比提升;同时,公司绿色转型成果逐步显现,经营效益同比提升。",略增,0.0931,2025-04-15
204,000960,锡业股份,扣除非经常性损益后的净利润,"预计2025年1-3月扣除非经常性损益后的净利润盈利:46,400万元至52,400万元,同比上年增长:52.68%至72.42%。",494000000.0,62.55,"报告期内,公司主要产品锡、铜、锌等金属市场价格同比上涨,公司抢抓市场机遇,优化资源配置,充分释放产能,强化生产运营,不断提升采、选、冶协同能力,公司第一季度经营业绩同比实现增长。",预增,303912400.0,2025-04-15
205,000960,锡业股份,归属于上市公司股东的净利润,"预计2025年1-3月归属于上市公司股东的净利润盈利:47,000万元至53,000万元,同比上年增长:44.06%至62.45%。",500000000.0,53.255,"报告期内,公司主要产品锡、铜、锌等金属市场价格同比上涨,公司抢抓市场机遇,优化资源配置,充分释放产能,强化生产运营,不断提升采、选、冶协同能力,公司第一季度经营业绩同比实现增长。",预增,326255400.0,2025-04-15
206,000960,锡业股份,每股收益,预计2025年1-3月每股收益盈利:0.2856元至0.322元。,0.3038,,"报告期内,公司主要产品锡、铜、锌等金属市场价格同比上涨,公司抢抓市场机遇,优化资源配置,充分释放产能,强化生产运营,不断提升采、选、冶协同能力,公司第一季度经营业绩同比实现增长。",预增,0.1982,2025-04-15
207,000935,四川双马,扣除非经常性损益后的净利润,"预计2025年1-3月扣除非经常性损益后的净利润盈利:9,500万元至13,500万元。",115000000.0,2831.59,"报告期内,公司业绩较上年同期有较大增长,主要是本期公司所投资的基金取得了良好的收益所致。公司在报告期内,持续挖掘潜力降本增效,同时加大投入推动技术创新、拓展新的市场,为公司未来的稳定健康发展打下坚实基础。",扭亏,-4210000.0,2025-04-15
208,000935,四川双马,归属于上市公司股东的净利润,"预计2025年1-3月归属于上市公司股东的净利润盈利:10,000万元至14,000万元,同比上年增长:1047%至1506%。",120000000.0,1276.5,"报告期内,公司业绩较上年同期有较大增长,主要是本期公司所投资的基金取得了良好的收益所致。公司在报告期内,持续挖掘潜力降本增效,同时加大投入推动技术创新、拓展新的市场,为公司未来的稳定健康发展打下坚实基础。",预增,8720000.0,2025-04-15
209,000935,四川双马,每股收益,预计2025年1-3月每股收益盈利:0.13元至0.18元。,0.155,,"报告期内,公司业绩较上年同期有较大增长,主要是本期公司所投资的基金取得了良好的收益所致。公司在报告期内,持续挖掘潜力降本增效,同时加大投入推动技术创新、拓展新的市场,为公司未来的稳定健康发展打下坚实基础。",预增,0.01,2025-04-15
210,000862,银星能源,归属于上市公司股东的净利润,"预计2025年1-3月归属于上市公司股东的净利润盈利:7,000万元至7,600万元,同比上年增长:52.94%至66.05%。",73000000.0,59.495,"公司业绩变动主要原因为:公司所属新能源发电企业利用小时同比增加,利润同比上升。",预增,45770000.0,2025-04-15
211,000862,银星能源,每股收益,预计2025年1-3月每股收益盈利:0.0763元至0.0828元。,0.07955,,"公司业绩变动主要原因为:公司所属新能源发电企业利用小时同比增加,利润同比上升。",预增,0.0499,2025-04-15
212,000862,银星能源,扣除非经常性损益后的净利润,"预计2025年1-3月扣除非经常性损益后的净利润盈利:6,800万元至7,400万元,同比上年增长:55.68%至69.41%。",71000000.0,62.545,"公司业绩变动主要原因为:公司所属新能源发电企业利用小时同比增加,利润同比上升。",预增,43680000.0,2025-04-15
213,000791,甘肃能源,扣除非经常性损益后的净利润,"预计2025年1-3月扣除非经常性损益后的净利润盈利:45,900万元至48,900万元,同比上年增长:829.23%至889.96%。",474000000.0,859.595,"本报告期预计归属于上市公司股东的净利润同比增加(原报告数据),主要是2024年公司实施发行股份及支付现金购买资产并募集配套资金,常乐公司已于2024年11月正式纳入公司合并报表范围;预计归属于上市公司股东的净利润同比增加(重述后数据),主要是预计报告期内发电成本较上年同期有所下降。本报告期公司所属电站发电量74.62亿千瓦时,上年同期发电量71.96亿千瓦时(已合并常乐公司上年同期发电量),同比增加2.66亿千瓦时。",预增,49396000.0,2025-04-15
214,000791,甘肃能源,归属于上市公司股东的净利润,"预计2025年1-3月归属于上市公司股东的净利润盈利:46,000万元至49,000万元,同比上年增长:26.21%至34.44%。",475000000.0,30.325,"本报告期预计归属于上市公司股东的净利润同比增加(原报告数据),主要是2024年公司实施发行股份及支付现金购买资产并募集配套资金,常乐公司已于2024年11月正式纳入公司合并报表范围;预计归属于上市公司股东的净利润同比增加(重述后数据),主要是预计报告期内发电成本较上年同期有所下降。本报告期公司所属电站发电量74.62亿千瓦时,上年同期发电量71.96亿千瓦时(已合并常乐公司上年同期发电量),同比增加2.66亿千瓦时。",略增,364484800.0,2025-04-15
215,000791,甘肃能源,每股收益,预计2025年1-3月每股收益盈利:0.1418元至0.1511元。,0.14645,,"本报告期预计归属于上市公司股东的净利润同比增加(原报告数据),主要是2024年公司实施发行股份及支付现金购买资产并募集配套资金,常乐公司已于2024年11月正式纳入公司合并报表范围;预计归属于上市公司股东的净利润同比增加(重述后数据),主要是预计报告期内发电成本较上年同期有所下降。本报告期公司所属电站发电量74.62亿千瓦时,上年同期发电量71.96亿千瓦时(已合并常乐公司上年同期发电量),同比增加2.66亿千瓦时。",略增,0.1175,2025-04-15
216,000600,建投能源,归属于上市公司股东的净利润,"预计2025年1-3月归属于上市公司股东的净利润盈利约:44,700万元,同比上年增长:77.2%。",447000000.0,77.2,"2025年一季度公司生产经营平稳有序,煤炭市场价格进一步回落,影响公司控股火电公司主营业务成本同比降低,利润同比增加,来自于参股火电公司投资收益亦同比增加。同时公司通过坚持多元化融资渠道,合理调整融资结构,优化存量债务利率,降低资金成本等措施,努力降本增效。",预增,252250700.0,2025-04-15
