序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
175,200512,闽灿坤B,每股收益,预计2026年1-3月每股收益亏损:0.05元至0.07元。,-0.06,,"2026年第一季度公司面临国际市场需求疲软导致销售收入下降,原材料价格又持续上涨综合制造成本上升,汇率波动加大等多重不利因素的影响,报告期归属于上市公司股东的净利润较上年同期大幅下降。依据《企业会计准则》和公司相关会计政策的规定,公司2026年1-3月共计提应收款项、存货减值准备合计为人民币455.02万元,将影响公司2026年1-3月合并报表利润总额为人民币455.02万元。面对各种不利挑战,公司始终坚持“创新设计、专精制造、智能家电、国际品牌”的发展战略。通过与国内外核心客户开展深度协同研发,聚焦厨房健康、智能清洁、情感化个护等高潜力场景,持续推出兼具技术领先性、设计美感与低碳属性的创新产品。",首亏,0.06,2026-04-15
176,002976,瑞玛精密,每股收益,预计2026年1-3月每股收益亏损:0.08元至0.11元。,-0.095,,"1、因报告期内主要原材料大幅上涨,使产品毛利额同比下降较大;2、因汇率波动影响使报告期内汇兑收益同比有较大幅度的减少。",首亏,0.11,2026-04-15
177,002976,瑞玛精密,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润亏损:1,558.02万元至2,023.64万元,同比上年下降:239.37%至281.02%。",-17908300.0,-260.195,"1、因报告期内主要原材料大幅上涨,使产品毛利额同比下降较大;2、因汇率波动影响使报告期内汇兑收益同比有较大幅度的减少。",首亏,11179100.0,2026-04-15
178,002976,瑞玛精密,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润亏损:1,232.67万元至1,601.05万元,同比上年下降:195.44%至223.97%。",-14168600.0,-209.705,"1、因报告期内主要原材料大幅上涨,使产品毛利额同比下降较大;2、因汇率波动影响使报告期内汇兑收益同比有较大幅度的减少。",首亏,12915100.0,2026-04-15
179,002935,天奥电子,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润亏损:556.27万元至656.27万元,同比上年增长:45.61%至53.9%。",-6062700.0,49.755,"报告期内,公司坚持战略引领,聚焦主责主业,围绕年度经营目标,积极推进各项生产经营工作。2026年第一季度公司营业收入较去年同期有所增长,同时加强费用管控力度,期间费用整体略有下降;公司进一步加大收款力度,基于回款情况冲回信用减值损失,公司一季度亏损幅度较去年同期实现收窄。公司一季度经营业绩具有较明显的季节性特征,是公司所在行业比较普遍存在的现象。因此,投资者不能简单地以公司一季度的财务数据来推算全年的经营成果、现金流量及财务状况。",减亏,-12066100.0,2026-04-15
180,002935,天奥电子,每股收益,预计2026年1-3月每股收益亏损:0.0109元至0.0133元。,-0.0121,,"报告期内,公司坚持战略引领,聚焦主责主业,围绕年度经营目标,积极推进各项生产经营工作。2026年第一季度公司营业收入较去年同期有所增长,同时加强费用管控力度,期间费用整体略有下降;公司进一步加大收款力度,基于回款情况冲回信用减值损失,公司一季度亏损幅度较去年同期实现收窄。公司一季度经营业绩具有较明显的季节性特征,是公司所在行业比较普遍存在的现象。因此,投资者不能简单地以公司一季度的财务数据来推算全年的经营成果、现金流量及财务状况。",减亏,-0.0152,2026-04-15
181,002935,天奥电子,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润亏损:461.59万元至561.59万元,同比上年增长:12.49%至28.07%。",-5115900.0,20.28,"报告期内,公司坚持战略引领,聚焦主责主业,围绕年度经营目标,积极推进各项生产经营工作。2026年第一季度公司营业收入较去年同期有所增长,同时加强费用管控力度,期间费用整体略有下降;公司进一步加大收款力度,基于回款情况冲回信用减值损失,公司一季度亏损幅度较去年同期实现收窄。公司一季度经营业绩具有较明显的季节性特征,是公司所在行业比较普遍存在的现象。因此,投资者不能简单地以公司一季度的财务数据来推算全年的经营成果、现金流量及财务状况。",减亏,-6417300.0,2026-04-15
182,002597,金禾实业,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:8,000万元至10,000万元,同比上年下降:56.02%至64.82%。",90000000.0,-60.42,"报告期内,公司利润同比下滑,主要受核心甜味剂产品利润下滑影响。该部分产品仍面临市场供需失衡及竞争加剧压力,虽然销量同比增长,但市场价格承压,行业整体利润空间收窄。大宗化学品板块表现相对稳健,部分产品价格上涨带动销量提升,同比有所改善。同时,公司布局的合成生物学、电子化学品等新兴业务板块,当前仍处于产能逐步释放、市场持续拓展的培育阶段,业务规模与盈利水平尚未实现稳定规模化贡献。后续公司将密切关注市场供需变化,优化产品结构与成本控制,加快新兴业务商业化进程,力争经营业绩稳步改善。",预减,227388200.0,2026-04-15
183,002597,金禾实业,每股收益,预计2026年1-3月每股收益盈利:0.16元至0.2元。,0.18,,"报告期内,公司利润同比下滑,主要受核心甜味剂产品利润下滑影响。该部分产品仍面临市场供需失衡及竞争加剧压力,虽然销量同比增长,但市场价格承压,行业整体利润空间收窄。大宗化学品板块表现相对稳健,部分产品价格上涨带动销量提升,同比有所改善。同时,公司布局的合成生物学、电子化学品等新兴业务板块,当前仍处于产能逐步释放、市场持续拓展的培育阶段,业务规模与盈利水平尚未实现稳定规模化贡献。后续公司将密切关注市场供需变化,优化产品结构与成本控制,加快新兴业务商业化进程,力争经营业绩稳步改善。",预减,0.44,2026-04-15
184,002597,金禾实业,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:9,000万元至11,000万元,同比上年下降:54.53%至62.8%。",100000000.0,-58.665,"报告期内,公司利润同比下滑,主要受核心甜味剂产品利润下滑影响。该部分产品仍面临市场供需失衡及竞争加剧压力,虽然销量同比增长,但市场价格承压,行业整体利润空间收窄。大宗化学品板块表现相对稳健,部分产品价格上涨带动销量提升,同比有所改善。同时,公司布局的合成生物学、电子化学品等新兴业务板块,当前仍处于产能逐步释放、市场持续拓展的培育阶段,业务规模与盈利水平尚未实现稳定规模化贡献。后续公司将密切关注市场供需变化,优化产品结构与成本控制,加快新兴业务商业化进程,力争经营业绩稳步改善。",预减,241943300.0,2026-04-15
185,002560,通达股份,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:2,525.4万元至3,595.4万元,同比上年增长:58.16%至125.18%。",30604000.0,91.67,"报告期内,公司聚焦优势业务,优化客户结构,落实高质量发展目标,实现营业收入持续增长,同时产品毛利率趋于稳定。",预增,15966900.0,2026-04-15
186,002560,通达股份,每股收益,预计2026年1-3月每股收益盈利:0.048元至0.0684元。,0.0582,,"报告期内,公司聚焦优势业务,优化客户结构,落实高质量发展目标,实现营业收入持续增长,同时产品毛利率趋于稳定。",预增,0.03,2026-04-15
187,002560,通达股份,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:2,530.4万元至3,610万元,同比上年增长:63.42%至133.15%。",30702000.0,98.285,"报告期内,公司聚焦优势业务,优化客户结构,落实高质量发展目标,实现营业收入持续增长,同时产品毛利率趋于稳定。",预增,15483600.0,2026-04-15
188,002538,ST司特,每股收益,预计2026年1-3月每股收益盈利:0.08元至0.09元。,0.085,,"公司2026年第一季度业绩增长的主要原因:报告期内国内农业用肥需求刚性集中释放,公司主要磷复肥产品销量同比显著增加;受全球供应偏紧,地缘冲突扰动,原材料成本上行等原因,报告期主要化肥产品市场均价同比大幅提升,公司产品售价同步上涨,毛利率显著改善。",预增,0.04,2026-04-15
189,002538,ST司特,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:6,700万元至7,900万元,同比上年增长:82.92%至115.68%。",73000000.0,99.3,"公司2026年第一季度业绩增长的主要原因:报告期内国内农业用肥需求刚性集中释放,公司主要磷复肥产品销量同比显著增加;受全球供应偏紧,地缘冲突扰动,原材料成本上行等原因,报告期主要化肥产品市场均价同比大幅提升,公司产品售价同步上涨,毛利率显著改善。",预增,36628600.0,2026-04-15
190,002538,ST司特,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:6,800万元至8,000万元,同比上年增长:78.22%至109.67%。",74000000.0,93.945,"公司2026年第一季度业绩增长的主要原因:报告期内国内农业用肥需求刚性集中释放,公司主要磷复肥产品销量同比显著增加;受全球供应偏紧,地缘冲突扰动,原材料成本上行等原因,报告期主要化肥产品市场均价同比大幅提升,公司产品售价同步上涨,毛利率显著改善。",预增,38156000.0,2026-04-15
191,002521,齐峰新材,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:3,300万元至3,700万元,同比上年增长:163.23%至195.13%。",35000000.0,179.18,"报告期内,公司不断加大国内外市场开拓力度,持续优化产品结构,新产品销量同比实现较大幅度增长,同时公司密切跟踪国内外市场动态,研判大宗原材料价格走势,科学优化采购策略节点与备货节奏,实现主要原材料采购成本下降,提升了公司的盈利空间与市场竞争力。",预增,12536600.0,2026-04-15
192,002521,齐峰新材,每股收益,预计2026年1-3月每股收益盈利:0.07元至0.08元。,0.075,,"报告期内,公司不断加大国内外市场开拓力度,持续优化产品结构,新产品销量同比实现较大幅度增长,同时公司密切跟踪国内外市场动态,研判大宗原材料价格走势,科学优化采购策略节点与备货节奏,实现主要原材料采购成本下降,提升了公司的盈利空间与市场竞争力。",预增,0.03,2026-04-15
193,002521,齐峰新材,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:3,800万元至4,200万元,同比上年增长:112.42%至134.78%。",40000000.0,123.6,"报告期内,公司不断加大国内外市场开拓力度,持续优化产品结构,新产品销量同比实现较大幅度增长,同时公司密切跟踪国内外市场动态,研判大宗原材料价格走势,科学优化采购策略节点与备货节奏,实现主要原材料采购成本下降,提升了公司的盈利空间与市场竞争力。",预增,17889000.0,2026-04-15
194,002475,立讯精密,每股收益,预计2026年1-3月每股收益盈利:0.5元至0.51元。,0.505,,"2026年第一季度,公司经营受多重因素影响:1、受全球存储市场涨价影响,公司部分消费电子终端客户对新品开发及发布节奏进行了阶段性调整,并相应缩减了部分现有产品产量;2、受上游铜、铝、镍等大宗商品价格上涨影响,尽管公司与客户之间建立了周期性议价机制,但相关成本压力在报告期内的传导仍存在一定时滞;3、自2025年第四季度起,外汇市场波动加剧,导致财务费用中汇兑损失增加,但公司通过远期外汇等衍生品工具积极开展风险对冲。自2025年以来,公司为持续深化与海内外核心客户的合作关系,不断加大在前瞻性技术及创新领域的预研投入。其中:1、消费电子领域,公司在ODM团队协同效应持续深化的带动下,不仅在新客户拓展方面取得积极进展,并借助底层能力的拉通进一步拓展了AI PC业务,为公司未来带来新的经营增量;2、数据中心业务在铜光高速互联、散热和电源模块等领域取得多个客户的重要突破,也为相关业务后续的效益释放奠定了基础;综合来看,尽管报告期内面临多重挑战,公司整体业绩仍保持向好态势,包括子公司莱尼集团内部运营持续优化改善,也对公司整体经营表现形成了积极支撑。公司预计一季度实现归属于上市公司股东的净利润同比20%以上成长,这充分体现了公司扎实的经营管理能力和多元化业务布局带来的向上弹性和穿越周期的能力。",略增,0.42,2026-04-15
195,002475,立讯精密,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:365,228.96万元至371,316.11万元,同比上年增长:20%至22%。",3682725350.0,21.0,"2026年第一季度,公司经营受多重因素影响:1、受全球存储市场涨价影响,公司部分消费电子终端客户对新品开发及发布节奏进行了阶段性调整,并相应缩减了部分现有产品产量;2、受上游铜、铝、镍等大宗商品价格上涨影响,尽管公司与客户之间建立了周期性议价机制,但相关成本压力在报告期内的传导仍存在一定时滞;3、自2025年第四季度起,外汇市场波动加剧,导致财务费用中汇兑损失增加,但公司通过远期外汇等衍生品工具积极开展风险对冲。自2025年以来,公司为持续深化与海内外核心客户的合作关系,不断加大在前瞻性技术及创新领域的预研投入。其中:1、消费电子领域,公司在ODM团队协同效应持续深化的带动下,不仅在新客户拓展方面取得积极进展,并借助底层能力的拉通进一步拓展了AI PC业务,为公司未来带来新的经营增量;2、数据中心业务在铜光高速互联、散热和电源模块等领域取得多个客户的重要突破,也为相关业务后续的效益释放奠定了基础;综合来看,尽管报告期内面临多重挑战,公司整体业绩仍保持向好态势,包括子公司莱尼集团内部运营持续优化改善,也对公司整体经营表现形成了积极支撑。公司预计一季度实现归属于上市公司股东的净利润同比20%以上成长,这充分体现了公司扎实的经营管理能力和多元化业务布局带来的向上弹性和穿越周期的能力。",略增,3043574700.0,2026-04-15
196,002475,立讯精密,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:270,228.96万元至286,316.11万元,同比上年增长:12.16%至18.83%。",2782725350.0,15.495,"2026年第一季度,公司经营受多重因素影响:1、受全球存储市场涨价影响,公司部分消费电子终端客户对新品开发及发布节奏进行了阶段性调整,并相应缩减了部分现有产品产量;2、受上游铜、铝、镍等大宗商品价格上涨影响,尽管公司与客户之间建立了周期性议价机制,但相关成本压力在报告期内的传导仍存在一定时滞;3、自2025年第四季度起,外汇市场波动加剧,导致财务费用中汇兑损失增加,但公司通过远期外汇等衍生品工具积极开展风险对冲。自2025年以来,公司为持续深化与海内外核心客户的合作关系,不断加大在前瞻性技术及创新领域的预研投入。其中:1、消费电子领域,公司在ODM团队协同效应持续深化的带动下,不仅在新客户拓展方面取得积极进展,并借助底层能力的拉通进一步拓展了AI PC业务,为公司未来带来新的经营增量;2、数据中心业务在铜光高速互联、散热和电源模块等领域取得多个客户的重要突破,也为相关业务后续的效益释放奠定了基础;综合来看,尽管报告期内面临多重挑战,公司整体业绩仍保持向好态势,包括子公司莱尼集团内部运营持续优化改善,也对公司整体经营表现形成了积极支撑。公司预计一季度实现归属于上市公司股东的净利润同比20%以上成长,这充分体现了公司扎实的经营管理能力和多元化业务布局带来的向上弹性和穿越周期的能力。",略增,2409413800.0,2026-04-15
197,002468,申通快递,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:38,000万元至50,000万元,同比上年增长:64.69%至116.7%。",440000000.0,90.695,"随着国家邮政局强调完善邮政快递领域市场制度规则,旗帜鲜明反对“内卷式”竞争,自2025年8月起,快递行业价格得到理性回升,快递行业竞争环境持续向好。今年一季度,监管部门强调持续加强行业治理,深入整治“内卷式”竞争,快递企业积极响应相关号召,行业反内卷政策得到持续落实。在此背景下,公司积极调整经营策略,优化货品结构,提高运营效率,保障末端权益,报告期内公司单票快递服务收入2.33元,同比较大幅度上升,整体带动公司实现归属于上市公司股东扣除非经常性损益后的净利润约38,000万元至50,000万元,同比增长64.69%至116.70%。",预增,230736600.0,2026-04-15
198,002468,申通快递,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:38,000万元至50,000万元,同比上年增长:60.99%至111.83%。",440000000.0,86.41,"随着国家邮政局强调完善邮政快递领域市场制度规则,旗帜鲜明反对“内卷式”竞争,自2025年8月起,快递行业价格得到理性回升,快递行业竞争环境持续向好。今年一季度,监管部门强调持续加强行业治理,深入整治“内卷式”竞争,快递企业积极响应相关号召,行业反内卷政策得到持续落实。在此背景下,公司积极调整经营策略,优化货品结构,提高运营效率,保障末端权益,报告期内公司单票快递服务收入2.33元,同比较大幅度上升,整体带动公司实现归属于上市公司股东扣除非经常性损益后的净利润约38,000万元至50,000万元,同比增长64.69%至116.70%。",预增,236034300.0,2026-04-15
199,002468,申通快递,每股收益,预计2026年1-3月每股收益盈利:0.25元至0.33元。,0.29,,"随着国家邮政局强调完善邮政快递领域市场制度规则,旗帜鲜明反对“内卷式”竞争,自2025年8月起,快递行业价格得到理性回升,快递行业竞争环境持续向好。今年一季度,监管部门强调持续加强行业治理,深入整治“内卷式”竞争,快递企业积极响应相关号召,行业反内卷政策得到持续落实。在此背景下,公司积极调整经营策略,优化货品结构,提高运营效率,保障末端权益,报告期内公司单票快递服务收入2.33元,同比较大幅度上升,整体带动公司实现归属于上市公司股东扣除非经常性损益后的净利润约38,000万元至50,000万元,同比增长64.69%至116.70%。",预增,0.16,2026-04-15
200,002443,金洲管道,每股收益,预计2026年1-3月每股收益盈利:0.0753元至0.083元。,0.07915,,"报告期内,公司综合审视行业发展特点,研究行业竞争态势,扬长避短,统筹推进营销深化和管理变革工作,一方面深耕绿色民用类优势产品优势渠道,巩固扩大长板效应;另一方面深化改革,激发活力,大力拓展油气输送类新市场,开发高毛利品种。经济效益持续改善,市场竞争力与品牌影响力持续增强,整体发展态势稳健向好。",预增,0.0508,2026-04-15
201,002443,金洲管道,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:3,470万元至3,850万元,同比上年增长:43.39%至59.1%。",36600000.0,51.245,"报告期内,公司综合审视行业发展特点,研究行业竞争态势,扬长避短,统筹推进营销深化和管理变革工作,一方面深耕绿色民用类优势产品优势渠道,巩固扩大长板效应;另一方面深化改革,激发活力,大力拓展油气输送类新市场,开发高毛利品种。经济效益持续改善,市场竞争力与品牌影响力持续增强,整体发展态势稳健向好。",预增,24199100.0,2026-04-15
202,002443,金洲管道,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:3,920万元至4,320万元,同比上年增长:49.29%至64.53%。",41200000.0,56.91,"报告期内,公司综合审视行业发展特点,研究行业竞争态势,扬长避短,统筹推进营销深化和管理变革工作,一方面深耕绿色民用类优势产品优势渠道,巩固扩大长板效应;另一方面深化改革,激发活力,大力拓展油气输送类新市场,开发高毛利品种。经济效益持续改善,市场竞争力与品牌影响力持续增强,整体发展态势稳健向好。",预增,26257300.0,2026-04-15
203,002437,誉衡药业,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:9,000万元至9,800万元,同比上年增长:49.37%至62.65%。",94000000.0,56.01,"1、公司部分核心产品如注射用多种维生素(12)、安脑丸/片、鹿瓜多肽注射液(松梅乐)、西格列汀二甲双胍缓释片等产品的销量实现了大幅/稳健增长;此外,氟比洛芬酯注射液、注射用盐酸罂粟碱、甲钴胺注射液等产品实现增长。2、公司继续加强内部管理,降本增效工作取得明显成果,销售费用、管理费用较去年同期均有所下降。3、2026年一季度,公司持有的WuXi Healthcare Ventures II,L.P产生公允价值变动损益1,447.96万元,此部分为非经常性损益。4、2026年一季度,公司处置部分闲置房产,产生资产处置收益1,097.04万元,此部分为非经常性损益。",预增,60252300.0,2026-04-15
204,002437,誉衡药业,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:6,000万元至6,500万元,同比上年增长:20.64%至30.7%。",62500000.0,25.67,"1、公司部分核心产品如注射用多种维生素(12)、安脑丸/片、鹿瓜多肽注射液(松梅乐)、西格列汀二甲双胍缓释片等产品的销量实现了大幅/稳健增长;此外,氟比洛芬酯注射液、注射用盐酸罂粟碱、甲钴胺注射液等产品实现增长。2、公司继续加强内部管理,降本增效工作取得明显成果,销售费用、管理费用较去年同期均有所下降。3、2026年一季度,公司持有的WuXi Healthcare Ventures II,L.P产生公允价值变动损益1,447.96万元,此部分为非经常性损益。4、2026年一季度,公司处置部分闲置房产,产生资产处置收益1,097.04万元,此部分为非经常性损益。",略增,49733000.0,2026-04-15
205,002437,誉衡药业,每股收益,预计2026年1-3月每股收益盈利:0.041元至0.0447元。,0.04285,,"1、公司部分核心产品如注射用多种维生素(12)、安脑丸/片、鹿瓜多肽注射液(松梅乐)、西格列汀二甲双胍缓释片等产品的销量实现了大幅/稳健增长;此外,氟比洛芬酯注射液、注射用盐酸罂粟碱、甲钴胺注射液等产品实现增长。2、公司继续加强内部管理,降本增效工作取得明显成果,销售费用、管理费用较去年同期均有所下降。3、2026年一季度,公司持有的WuXi Healthcare Ventures II,L.P产生公允价值变动损益1,447.96万元,此部分为非经常性损益。4、2026年一季度,公司处置部分闲置房产,产生资产处置收益1,097.04万元,此部分为非经常性损益。",预增,0.0274,2026-04-15
206,002406,远东传动,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:4,200万元至5,000万元,同比上年增长:47.9%至76.07%。",46000000.0,61.985,"报告期内,公司取得良好的经营业绩,主要原因是,一方面根据中国汽车工业协会数据统计,2026年1-3月,国内商用车产销分别完成113万辆和111.4万辆,同比分别增长7.9%和6%,其中,重型货车销量31.8万辆,同比增长19.9%,行业向好带动整车厂订单增长,直接拉动公司传动轴配套需求。另一方面公司作为传动轴行业龙头,为国内90%左右商用车、工程机械主机厂核心供应商,充分受益行业复苏,同时出口快速增长,销量与营收同步提升;公司核心零部件全部自研自产,产业链垂直整合降低成本,智能化产线提效,工艺技术和产品结构持续优化,毛利率与费用管控稳步改善。",预增,28397900.0,2026-04-15
207,002406,远东传动,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:3,200万元至4,000万元,同比上年增长:59.03%至98.78%。",36000000.0,78.905,"报告期内,公司取得良好的经营业绩,主要原因是,一方面根据中国汽车工业协会数据统计,2026年1-3月,国内商用车产销分别完成113万辆和111.4万辆,同比分别增长7.9%和6%,其中,重型货车销量31.8万辆,同比增长19.9%,行业向好带动整车厂订单增长,直接拉动公司传动轴配套需求。另一方面公司作为传动轴行业龙头,为国内90%左右商用车、工程机械主机厂核心供应商,充分受益行业复苏,同时出口快速增长,销量与营收同步提升;公司核心零部件全部自研自产,产业链垂直整合降低成本,智能化产线提效,工艺技术和产品结构持续优化,毛利率与费用管控稳步改善。",预增,20122600.0,2026-04-15
208,002406,远东传动,每股收益,预计2026年1-3月每股收益盈利:0.06元至0.07元。,0.065,,"报告期内,公司取得良好的经营业绩,主要原因是,一方面根据中国汽车工业协会数据统计,2026年1-3月,国内商用车产销分别完成113万辆和111.4万辆,同比分别增长7.9%和6%,其中,重型货车销量31.8万辆,同比增长19.9%,行业向好带动整车厂订单增长,直接拉动公司传动轴配套需求。另一方面公司作为传动轴行业龙头,为国内90%左右商用车、工程机械主机厂核心供应商,充分受益行业复苏,同时出口快速增长,销量与营收同步提升;公司核心零部件全部自研自产,产业链垂直整合降低成本,智能化产线提效,工艺技术和产品结构持续优化,毛利率与费用管控稳步改善。",预增,0.04,2026-04-15
209,002170,芭田股份,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:24,950万元至29,950万元,同比上年增长:46.22%至75.52%。",274500000.0,60.87,2026年第一季度磷矿品及其加工的产品、肥料产品等的销售产生毛利额较多、增长较大。,预增,170638200.0,2026-04-15
210,002170,芭田股份,每股收益,预计2026年1-3月每股收益盈利:0.2578元至0.3093元。,0.28355,,2026年第一季度磷矿品及其加工的产品、肥料产品等的销售产生毛利额较多、增长较大。,预增,0.1771,2026-04-15
211,002170,芭田股份,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:25,000万元至30,000万元,同比上年增长:46.47%至75.77%。",275000000.0,61.12,2026年第一季度磷矿品及其加工的产品、肥料产品等的销售产生毛利额较多、增长较大。,预增,170681400.0,2026-04-15
212,002132,恒星科技,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:4,450万元至6,675万元,同比上年增长:1817.53%至2776.3%。",55625000.0,2296.915,"报告期内,受市场环境及行业供需格局改善的影响,有机硅行业主要产品的价格稳步回升,公司相关产品的毛利也有了较大幅度的提高,在一定程度上增强了公司报告期内的盈利能力。",预增,2320700.0,2026-04-15
213,002132,恒星科技,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:4,500万元至6,750万元,同比上年增长:693.65%至1090.48%。",56250000.0,892.065,"报告期内,受市场环境及行业供需格局改善的影响,有机硅行业主要产品的价格稳步回升,公司相关产品的毛利也有了较大幅度的提高,在一定程度上增强了公司报告期内的盈利能力。",预增,5670000.0,2026-04-15
214,002132,恒星科技,每股收益,预计2026年1-3月每股收益盈利:0.0339元至0.0508元。,0.04235,,"报告期内,受市场环境及行业供需格局改善的影响,有机硅行业主要产品的价格稳步回升,公司相关产品的毛利也有了较大幅度的提高,在一定程度上增强了公司报告期内的盈利能力。",预增,0.0043,2026-04-15
215,002101,广东鸿图,归属于上市公司股东的净利润,预计2026年1-3月归属于上市公司股东的净利润亏损:479万元至929万元。,-7040000.0,-115.6,"公司2026年第一季度预计实现营业收入191,036.00万元至199,978.00万元,同比下降4.72%至8.98%;预计实现归属于上市公司股东的净利润在-929.00万元至-479.00万元之间,实现归属于上市公司股东扣除非经常性损益后的净利润在-1,557.00万元至-1,157.00万元之间。2026年第一季度营业收入同比下降,归属于上市公司股东的净利润、扣除非经常性损益后的归母净利润出现亏损的主要原因如下:报告期内,因受汽车行业产销量下行、市场竞争加剧、原材料价格上涨、汇率波动以及公司新建项目产能爬坡期间成本费用率较高等多种因素叠加的影响,公司营业收入、经营利润较上年同期下降,2月份出现单月亏损。公司持续加大市场开拓和降本增效力度,季末营收逐步回升、利润转正,但报告期整体上仍未能消减前述不利因素的影响。",首亏,45127400.0,2026-04-15
216,002101,广东鸿图,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润亏损:1,157万元至1,557万元。",-13570000.0,-133.58,"公司2026年第一季度预计实现营业收入191,036.00万元至199,978.00万元,同比下降4.72%至8.98%;预计实现归属于上市公司股东的净利润在-929.00万元至-479.00万元之间,实现归属于上市公司股东扣除非经常性损益后的净利润在-1,557.00万元至-1,157.00万元之间。2026年第一季度营业收入同比下降,归属于上市公司股东的净利润、扣除非经常性损益后的归母净利润出现亏损的主要原因如下:报告期内,因受汽车行业产销量下行、市场竞争加剧、原材料价格上涨、汇率波动以及公司新建项目产能爬坡期间成本费用率较高等多种因素叠加的影响,公司营业收入、经营利润较上年同期下降,2月份出现单月亏损。公司持续加大市场开拓和降本增效力度,季末营收逐步回升、利润转正,但报告期整体上仍未能消减前述不利因素的影响。",首亏,40407200.0,2026-04-15
217,002101,广东鸿图,每股收益,预计2026年1-3月每股收益亏损:0.0072元至0.014元。,-0.0106,,"公司2026年第一季度预计实现营业收入191,036.00万元至199,978.00万元,同比下降4.72%至8.98%;预计实现归属于上市公司股东的净利润在-929.00万元至-479.00万元之间,实现归属于上市公司股东扣除非经常性损益后的净利润在-1,557.00万元至-1,157.00万元之间。2026年第一季度营业收入同比下降,归属于上市公司股东的净利润、扣除非经常性损益后的归母净利润出现亏损的主要原因如下:报告期内,因受汽车行业产销量下行、市场竞争加剧、原材料价格上涨、汇率波动以及公司新建项目产能爬坡期间成本费用率较高等多种因素叠加的影响,公司营业收入、经营利润较上年同期下降,2月份出现单月亏损。公司持续加大市场开拓和降本增效力度,季末营收逐步回升、利润转正,但报告期整体上仍未能消减前述不利因素的影响。",首亏,0.0679,2026-04-15
218,002033,丽江股份,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:5,890万元至6,890万元,同比上年增长:73.31%至102.74%。",63900000.0,88.025,"2026年第一季度,公司稳步推进各项经营战略落地实施。经财务部门初步测算,公司预计2026年第一季度实现归属于上市公司股东的净利润为:盈利6,000.00万元-7,000.00万元,同比增长74.08%-103.09%。本期业绩同比增长的主要原因如下:一方面,公司持续夯实核心经营管理基础,通过优化业务流程、提升服务品质、加强品牌建设及深化产品融合等举措,实现经营提质增效;另一方面,公司索道运输业务受特殊天气影响较去年同期减弱,索道停运天数减少,游客接待人次同比上升;同时,公司演艺业务与酒店业务经营指标均实现同比增长。在上述积极因素的共同驱动下,公司一季度经营业绩同比实现增长。",预增,33985000.0,2026-04-15
