序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
2230,603324,盛剑科技,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:1,200万元至1,800万元。",-15000000.0,-112.51,"1、报告期内,受下游市场波动及行业竞争加剧影响,公司有针对性地进行市场策略调整,相关业务订单规模收缩,以及部分项目处于执行过程中、未满足收入确认条件,导致营业收入存在一定程度的下滑;同时,为保障主营业务的持续发展,公司不断完善供应链体系和产品布局,加大对厂房建设和机器设备的投入,相应的折旧摊销增加,毛利率有所下降。2、报告期内,公司为推动技术迭代和产品升级,持续加大研发投入,以保持产品的市场竞争力,进一步深化在半导体产业链的延伸布局。3、报告期内,公司为保障生产制造和日常运营的稳定开展,相应的租赁利息、贷款利息有所增加。",首亏,119895200.0,2026-01-30
2231,603324,盛剑科技,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:2,500万元至3,100万元。",-28000000.0,-126.315,"1、报告期内,受下游市场波动及行业竞争加剧影响,公司有针对性地进行市场策略调整,相关业务订单规模收缩,以及部分项目处于执行过程中、未满足收入确认条件,导致营业收入存在一定程度的下滑;同时,为保障主营业务的持续发展,公司不断完善供应链体系和产品布局,加大对厂房建设和机器设备的投入,相应的折旧摊销增加,毛利率有所下降。2、报告期内,公司为推动技术迭代和产品升级,持续加大研发投入,以保持产品的市场竞争力,进一步深化在半导体产业链的延伸布局。3、报告期内,公司为保障生产制造和日常运营的稳定开展,相应的租赁利息、贷款利息有所增加。",首亏,106404700.0,2026-01-30
2232,603226,菲林格尔,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:7,000万元至9,000万元。",-80000000.0,-79.53,"(一)主营业务影响:报告期内,房地产行业仍处于调整周期,其下游家装行业市场需求尚未出现明显回暖迹象。公司主营业务收入较去年同期实现小幅增长,但公司毛利率下降,一方面系毛利相对较低的中低端产品收入占比提升,另一方面丹阳子公司2024年下半年陆续转固导致2025年折旧等固定成本增加。同时公司拟对部分固定资产及存货计提资产减值准备,导致亏损进一步加大。(二)非经营性损益的影响:无重大影响。",增亏,-44561400.0,2026-01-30
2233,603226,菲林格尔,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:6,500万元至8,500万元。",-75000000.0,-101.035,"(一)主营业务影响:报告期内,房地产行业仍处于调整周期,其下游家装行业市场需求尚未出现明显回暖迹象。公司主营业务收入较去年同期实现小幅增长,但公司毛利率下降,一方面系毛利相对较低的中低端产品收入占比提升,另一方面丹阳子公司2024年下半年陆续转固导致2025年折旧等固定成本增加。同时公司拟对部分固定资产及存货计提资产减值准备,导致亏损进一步加大。(二)非经营性损益的影响:无重大影响。",增亏,-37307100.0,2026-01-30
2234,603226,菲林格尔,营业收入,"预计2025年1-12月营业收入:34,000万元至37,000万元。",355000000.0,5.655,"(一)主营业务影响:报告期内,房地产行业仍处于调整周期,其下游家装行业市场需求尚未出现明显回暖迹象。公司主营业务收入较去年同期实现小幅增长,但公司毛利率下降,一方面系毛利相对较低的中低端产品收入占比提升,另一方面丹阳子公司2024年下半年陆续转固导致2025年折旧等固定成本增加。同时公司拟对部分固定资产及存货计提资产减值准备,导致亏损进一步加大。(二)非经营性损益的影响:无重大影响。",略增,336000000.0,2026-01-30
2235,603226,菲林格尔,扣除后营业收入,"预计2025年1-12月扣除后营业收入:33,000万元至36,000万元。",345000000.0,,"(一)主营业务影响:报告期内,房地产行业仍处于调整周期,其下游家装行业市场需求尚未出现明显回暖迹象。公司主营业务收入较去年同期实现小幅增长,但公司毛利率下降,一方面系毛利相对较低的中低端产品收入占比提升,另一方面丹阳子公司2024年下半年陆续转固导致2025年折旧等固定成本增加。同时公司拟对部分固定资产及存货计提资产减值准备,导致亏损进一步加大。(二)非经营性损益的影响:无重大影响。",略增,328000000.0,2026-01-30
2236,603200,上海洗霸,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:1,000万元至1,500万元,同比上年变动:-29.53%至5.71%,同比上年变动-419万元至81万元。",12500000.0,-11.91,"公司2025年度经营业绩预计同比实现较大幅度增长,预计公司归属于母公司所有者的净利润比上年同期增长74.62%到161.93%,主要受非经常性收益增加的影响。影响非经常性损益的主要因素如下:(一)股权转让收益和对剩余股权重新计量产生的损益影响1.报告期内,公司转让控股子公司上海炭元新材料科技有限公司部分股权确认的投资收益为1,927万元。2.报告期内,公司丧失对控股子公司上海炭元新材料科技有限公司的控制权后,剩余股权按公允价值重新计量确认的投资收益约为10,578万元。(二)土地收储损失报告期内,公司退回上海市嘉定区嘉定新城F01C-01地块土地使用权,减少利润总额3,608万元。",续盈,14190000.0,2026-01-30
2237,603200,上海洗霸,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:7,500万元至11,250万元,同比上年增长:74.62%至161.93%,同比上年增长3,205万元至6,955万元。",93750000.0,118.275,"公司2025年度经营业绩预计同比实现较大幅度增长,预计公司归属于母公司所有者的净利润比上年同期增长74.62%到161.93%,主要受非经常性收益增加的影响。影响非经常性损益的主要因素如下:(一)股权转让收益和对剩余股权重新计量产生的损益影响1.报告期内,公司转让控股子公司上海炭元新材料科技有限公司部分股权确认的投资收益为1,927万元。2.报告期内,公司丧失对控股子公司上海炭元新材料科技有限公司的控制权后,剩余股权按公允价值重新计量确认的投资收益约为10,578万元。(二)土地收储损失报告期内,公司退回上海市嘉定区嘉定新城F01C-01地块土地使用权,减少利润总额3,608万元。",预增,42950000.0,2026-01-30
2238,603196,璞源材料,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:1,400万元至2,100万元。",17500000.0,111.035,"1、主营业务影响原因:(1)优化产品矩阵、重塑渠道价值,实现产品结构与市场策略的精准匹配,产品销售毛利率提升3.6个百分点,盈利能力有较大提升;(2)推行系列降本增效举措,通过系统性优化实现资源效率最大化,期间费用同比下降15.37%;(3)通过实施动态库存监控与分级消化机制,将存货周转效率提升,使存货减值损失减少,以及优化资产结构,在建工程资产减值损失减少,相关资产减值损失同比下降62.16%。2、非经营损益影响原因:报告期内公司将全资子公司上海日播至胜实业有限公司100%股权转让给上海日播投资控股有限公司,经初步核算上述股权转让产生转让收益3,503.95万元。该交易有利于公司进一步聚焦主营业务,减轻固定资产投资压力和负担,相关事项经公司董事会及股东会审议通过,双方已依约办理了股权过户和对应的资金支付手续,详见公司在上海证券交易所网站披露的相关公告。3、其他影响原因:报告期内受整体房地产市场行情影响,公司投资性房地产出现减值迹象,依据房产地所处区域和市场环境等因素,按照相关会计准则进行减值测试,拟计提投资性房地产减值约1,000万元。",扭亏,-158620800.0,2026-01-30
2239,603196,璞源材料,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:2,000万元至3,000万元。",-25000000.0,84.9,"1、主营业务影响原因:(1)优化产品矩阵、重塑渠道价值,实现产品结构与市场策略的精准匹配,产品销售毛利率提升3.6个百分点,盈利能力有较大提升;(2)推行系列降本增效举措,通过系统性优化实现资源效率最大化,期间费用同比下降15.37%;(3)通过实施动态库存监控与分级消化机制,将存货周转效率提升,使存货减值损失减少,以及优化资产结构,在建工程资产减值损失减少,相关资产减值损失同比下降62.16%。2、非经营损益影响原因:报告期内公司将全资子公司上海日播至胜实业有限公司100%股权转让给上海日播投资控股有限公司,经初步核算上述股权转让产生转让收益3,503.95万元。该交易有利于公司进一步聚焦主营业务,减轻固定资产投资压力和负担,相关事项经公司董事会及股东会审议通过,双方已依约办理了股权过户和对应的资金支付手续,详见公司在上海证券交易所网站披露的相关公告。3、其他影响原因:报告期内受整体房地产市场行情影响,公司投资性房地产出现减值迹象,依据房产地所处区域和市场环境等因素,按照相关会计准则进行减值测试,拟计提投资性房地产减值约1,000万元。",减亏,-165577500.0,2026-01-30
2240,603183,建研院,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:664万元至996万元,同比上年下降:84.36%至89.58%,同比上年降低5,374万元至5,706万元。",8300000.0,-86.97,"受行业发展环境影响,建设工程项目,特别是在建重大工程项目数量有所缩减,叠加市场竞争加剧的影响,年度经营业绩有所下降。根据《企业会计准则》及资产现状,公司对相关资产进行充分减值测试,并计提了信用减值损失、资产减值损失和商誉减值损失,对公司年度的净利润产生一定影响。",预减,63696600.0,2026-01-30
2241,603183,建研院,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:700万元至1,035万元,同比上年下降:82.83%至88.39%,同比上年降低4,994万元至5,329万元。",8675000.0,-85.61,"受行业发展环境影响,建设工程项目,特别是在建重大工程项目数量有所缩减,叠加市场竞争加剧的影响,年度经营业绩有所下降。根据《企业会计准则》及资产现状,公司对相关资产进行充分减值测试,并计提了信用减值损失、资产减值损失和商誉减值损失,对公司年度的净利润产生一定影响。",预减,60292200.0,2026-01-30
2242,603180,金牌家居,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:1,850万元至2,600万元,同比上年下降:113.15%至118.47%,同比上年降低15,923.57万元至16,673.57万元。",-22250000.0,-115.81,"报告期,面对复杂经济环境、房地产下行以及定制家居行业竞争加剧等多重压力,公司在董事会带领下,坚持“长期、理性的乐观主义”,以坚定的战略定力持续推进新零售、家装、精装和海外“四驾马车”协同发展。2025年度,公司预计实现营业收入347,472.02万元到326,623.7万元,同比减少0%到6%,整体保持相对稳健。2025年度,公司预计净利润及扣非净利润将出现大幅度的下降,主要原因包括:1、受房地产下行、行业需求偏弱以及价格竞争加剧等因素影响,公司营业收入较去年同期有所减少,综合毛利率有所下降,导致公司利润减少。2、公司全力构建零售窗口店、零售家装选材店、共享大店以及社区店“新零售四级店态(七种形式店)”立体化协作渠道网络;投建泰国基地(建设中)及达拉斯、马来西亚卫星工厂(已建成试投产),多点布局海外零售、工程业务;持续迭代行业首个“飞流AI”家装设计智能体,初步构建从智能设计到家装服务的完整商业闭环等,这些投入短期给公司利润造成影响。尽管短期业绩承压,但公司对定制家居行业的长期发展及自身战略方向充满信心。当前的所有战略性投入,均旨在巩固核心竞争力、布局复苏机遇。3、公司2023年发行可转换公司债券产生的费用化利息约2500万元,同时新建成都生产基地以及海外卫星工厂厂房折旧增加,也给公司利润带来阶段性影响。",首亏,140735700.0,2026-01-30
2243,603180,金牌家居,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:2,000万元至2,800万元,同比上年下降:85.95%至89.96%,同比上年降低17,128.7万元至17,928.7万元。",24000000.0,-87.955,"报告期,面对复杂经济环境、房地产下行以及定制家居行业竞争加剧等多重压力,公司在董事会带领下,坚持“长期、理性的乐观主义”,以坚定的战略定力持续推进新零售、家装、精装和海外“四驾马车”协同发展。2025年度,公司预计实现营业收入347,472.02万元到326,623.7万元,同比减少0%到6%,整体保持相对稳健。2025年度,公司预计净利润及扣非净利润将出现大幅度的下降,主要原因包括:1、受房地产下行、行业需求偏弱以及价格竞争加剧等因素影响,公司营业收入较去年同期有所减少,综合毛利率有所下降,导致公司利润减少。2、公司全力构建零售窗口店、零售家装选材店、共享大店以及社区店“新零售四级店态(七种形式店)”立体化协作渠道网络;投建泰国基地(建设中)及达拉斯、马来西亚卫星工厂(已建成试投产),多点布局海外零售、工程业务;持续迭代行业首个“飞流AI”家装设计智能体,初步构建从智能设计到家装服务的完整商业闭环等,这些投入短期给公司利润造成影响。尽管短期业绩承压,但公司对定制家居行业的长期发展及自身战略方向充满信心。当前的所有战略性投入,均旨在巩固核心竞争力、布局复苏机遇。3、公司2023年发行可转换公司债券产生的费用化利息约2500万元,同时新建成都生产基地以及海外卫星工厂厂房折旧增加,也给公司利润带来阶段性影响。",预减,199287000.0,2026-01-30
2244,603180,金牌家居,营业收入,"预计2025年1-12月营业收入:326,623.7万元至347,472.02万元,同比上年下降:0%至6%,同比上年降低0万元至20,848.32万元。",3370478600.0,-3.0,"报告期,面对复杂经济环境、房地产下行以及定制家居行业竞争加剧等多重压力,公司在董事会带领下,坚持“长期、理性的乐观主义”,以坚定的战略定力持续推进新零售、家装、精装和海外“四驾马车”协同发展。2025年度,公司预计实现营业收入347,472.02万元到326,623.7万元,同比减少0%到6%,整体保持相对稳健。2025年度,公司预计净利润及扣非净利润将出现大幅度的下降,主要原因包括:1、受房地产下行、行业需求偏弱以及价格竞争加剧等因素影响,公司营业收入较去年同期有所减少,综合毛利率有所下降,导致公司利润减少。2、公司全力构建零售窗口店、零售家装选材店、共享大店以及社区店“新零售四级店态(七种形式店)”立体化协作渠道网络;投建泰国基地(建设中)及达拉斯、马来西亚卫星工厂(已建成试投产),多点布局海外零售、工程业务;持续迭代行业首个“飞流AI”家装设计智能体,初步构建从智能设计到家装服务的完整商业闭环等,这些投入短期给公司利润造成影响。尽管短期业绩承压,但公司对定制家居行业的长期发展及自身战略方向充满信心。当前的所有战略性投入,均旨在巩固核心竞争力、布局复苏机遇。3、公司2023年发行可转换公司债券产生的费用化利息约2500万元,同时新建成都生产基地以及海外卫星工厂厂房折旧增加,也给公司利润带来阶段性影响。",略减,3474720200.0,2026-01-30
2245,603177,德创环保,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损约:3,800万元,同比上年下降:721.31%,同比上年降低4,411.61万元。",-38000000.0,-721.31,"(一)2024年股份支付冲回费用1,596.55万元,本报告期无股份支付冲回费用。(二)报告期内,受国际宏观环境变化影响,美元、印度卢比兑人民币汇率持续下跌,产生较大汇兑损失,影响当期利润约为-1,600.00万元。(三)报告期内,联营企业浙江天创环境科技有限公司因自身经营不善,产生较大投资损失,影响当期利润约为-1,500.00万元。(四)报告期内,随着公司业务增长应收账款增加,导致应收账款坏账计提同步增加,坏账计提的增加致使信用减值损失增加,影响当期利润差额约为-1,800.00万元。",首亏,6116100.0,2026-01-30
2246,603177,德创环保,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损约:2,800万元,同比上年下降:222.46%,同比上年降低5,086.55万元。",-28000000.0,-222.46,"(一)2024年股份支付冲回费用1,596.55万元,本报告期无股份支付冲回费用。(二)报告期内,受国际宏观环境变化影响,美元、印度卢比兑人民币汇率持续下跌,产生较大汇兑损失,影响当期利润约为-1,600.00万元。(三)报告期内,联营企业浙江天创环境科技有限公司因自身经营不善,产生较大投资损失,影响当期利润约为-1,500.00万元。(四)报告期内,随着公司业务增长应收账款增加,导致应收账款坏账计提同步增加,坏账计提的增加致使信用减值损失增加,影响当期利润差额约为-1,800.00万元。",首亏,22865500.0,2026-01-30
2247,603173,福斯达,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:40,100万元至48,100万元,同比上年增长:71.48%至105.69%,同比上年增长16,715.03万元至24,715.03万元。",441000000.0,88.585,"(一)公司“年产10套大型模块化深冷化工装备绿色智能制造建设项目”投产后,报告期内产能持续优化提升,大型装备交付能力得到充分保障。公司在手订单充足,国内外项目稳步推进,尤其是海外项目推进顺利,随着订单实现交付,公司营业收入稳健增长。同时海外项目交付占比提高,整体毛利率较上年同期有所提升,净利润实现较快增长。(二)报告期内,公司加强应收账款管理,整体回款情况向好,公司本期计提资产减值准备较上年同期下降。(三)报告期内,公司利息收入、汇兑收益比上年同期增加较多,公司的财务费用较上年同期有所降低,相应增加净利润。",预增,233849700.0,2026-01-30
2248,603173,福斯达,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:42,000万元至50,000万元,同比上年增长:60.82%至91.45%,同比上年增长15,883.7万元至23,883.7万元。",460000000.0,76.135,"(一)公司“年产10套大型模块化深冷化工装备绿色智能制造建设项目”投产后,报告期内产能持续优化提升,大型装备交付能力得到充分保障。公司在手订单充足,国内外项目稳步推进,尤其是海外项目推进顺利,随着订单实现交付,公司营业收入稳健增长。同时海外项目交付占比提高,整体毛利率较上年同期有所提升,净利润实现较快增长。(二)报告期内,公司加强应收账款管理,整体回款情况向好,公司本期计提资产减值准备较上年同期下降。(三)报告期内,公司利息收入、汇兑收益比上年同期增加较多,公司的财务费用较上年同期有所降低,相应增加净利润。",预增,261163000.0,2026-01-30
2249,603168,莎普爱思,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:21,280万元至31,920万元。",-266000000.0,-115.485,"2025年度,公司业绩预亏的主要原因:主营业务影响:公司为积极应对市场环境变化,加大市场开拓力度,积极优化营销策略,主营业务保持稳健的发展。大额减值计提:受外部宏观经济、行业竞争格局加剧等影响下,公司结合内外部环境与下属两家医院实际及预期经营情况、医疗行业政策变化等综合因素考虑,基于谨慎性原则,对两家医院形成的商誉计提了商誉减值准备,对本报告期业绩造成较大影响,是导致本期业绩预亏的主要原因。",增亏,-123442600.0,2026-01-30
2250,603168,莎普爱思,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:22,800万元至34,200万元。",-285000000.0,-166.975,"2025年度,公司业绩预亏的主要原因:主营业务影响:公司为积极应对市场环境变化,加大市场开拓力度,积极优化营销策略,主营业务保持稳健的发展。大额减值计提:受外部宏观经济、行业竞争格局加剧等影响下,公司结合内外部环境与下属两家医院实际及预期经营情况、医疗行业政策变化等综合因素考虑,基于谨慎性原则,对两家医院形成的商誉计提了商誉减值准备,对本报告期业绩造成较大影响,是导致本期业绩预亏的主要原因。",增亏,-106753000.0,2026-01-30
2251,603118,共进股份,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:4,500万元至6,500万元。",55000000.0,138.585,"(一)主营业务的影响2025年,公司整体业务营业收入有所增加,期间费用同比降低,预计公司整体毛利额相较去年同期有所提升。同时,长期资产减值损失较去年同期减少。分产品来看:网通产品线中,AP系列产品营业收入同比修复明显;数通产品线中,交换机持续夯实客户份额,服务器产值及出货量快速扩大;EMS业务线中,扫地机器人等产品的产值及营业收入均实现快速增长。(二)非经常性损益的影响。预计本期非经常性损益同比减少,主要原因系2025年政府补助及投资收益减少。(三)会计处理的影响为了更加客观公正地反映公司的财务状况和经营成果,公司以谨慎性原则为前提,并结合应收账款与应收票据的实际管理情况,对应收账款与应收票据按账龄组合计提预期信用损失的会计估计进行变更。具体内容详见公司于2025年8月30日登载于上海证券交易所网站www.sse.com.cn的《关于会计估计变更的公告》(公告编号:临2025-035)。经公司财务部门与审计机构初步测算,前述会计估计变更对2025年净利润的影响约为2,200万元。",扭亏,-142538000.0,2026-01-30
2252,603118,共进股份,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:7,000万元至9,000万元。",80000000.0,200.07,"(一)主营业务的影响2025年,公司整体业务营业收入有所增加,期间费用同比降低,预计公司整体毛利额相较去年同期有所提升。同时,长期资产减值损失较去年同期减少。分产品来看:网通产品线中,AP系列产品营业收入同比修复明显;数通产品线中,交换机持续夯实客户份额,服务器产值及出货量快速扩大;EMS业务线中,扫地机器人等产品的产值及营业收入均实现快速增长。(二)非经常性损益的影响。预计本期非经常性损益同比减少,主要原因系2025年政府补助及投资收益减少。(三)会计处理的影响为了更加客观公正地反映公司的财务状况和经营成果,公司以谨慎性原则为前提,并结合应收账款与应收票据的实际管理情况,对应收账款与应收票据按账龄组合计提预期信用损失的会计估计进行变更。具体内容详见公司于2025年8月30日登载于上海证券交易所网站www.sse.com.cn的《关于会计估计变更的公告》(公告编号:临2025-035)。经公司财务部门与审计机构初步测算,前述会计估计变更对2025年净利润的影响约为2,200万元。",扭亏,-79946300.0,2026-01-30
2253,603059,倍加洁,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:9,040万元至13,560万元。",113000000.0,217.82,"对外投资的参股子公司薇美姿实业(广东)股份有限公司以及控股子公司善恩康生物科技(苏州)有限公司2025年度经营业绩改善,与上年同期相比,预计本年度不存在减值影响。",扭亏,-95909200.0,2026-01-30
2254,603059,倍加洁,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:8,800万元至13,200万元。",110000000.0,242.275,"对外投资的参股子公司薇美姿实业(广东)股份有限公司以及控股子公司善恩康生物科技(苏州)有限公司2025年度经营业绩改善,与上年同期相比,预计本年度不存在减值影响。",扭亏,-77316100.0,2026-01-30
2255,603028,赛福天,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:3,000万元至4,500万元,同比上年增长14,412.62万元至15,912.62万元。",-37500000.0,80.175,"2025年度公司实现大幅减亏,主要得益于业务拓展、销量增长及降本增效三方面的实际成效,具体如下:(一)钢索业务拓宽销路,盈利好转钢索事业部在稳住电梯用钢丝绳市场优势的基础上,聚焦起重用钢丝绳、海洋工程、高端装备制造、新能源基建、智能物流、工业机器人等新兴领域的技术适配性和规模化应用。通过调整营销策略、开拓增量客户,带动整体订单和盈利水平提升。(二)光伏业务销量增长,效益改善光伏事业部抓住行业政策与市场需求机遇,凭借产品核心竞争力,实现光伏电池片销量同比较大增长。随着规模效应释放和产品结构优化,营收与盈利同步改善。(三)降本增效落地见效,运营优化公司聚焦自身优势,推进供应链端、销售端、管理端的协同配合,通过整合资源、优化生产运营流程,有效降低各环节成本,提高资源使用效率。",减亏,-189126200.0,2026-01-30
2256,603028,赛福天,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:3,400万元至4,900万元。",-41500000.0,77.24,"2025年度公司实现大幅减亏,主要得益于业务拓展、销量增长及降本增效三方面的实际成效,具体如下:(一)钢索业务拓宽销路,盈利好转钢索事业部在稳住电梯用钢丝绳市场优势的基础上,聚焦起重用钢丝绳、海洋工程、高端装备制造、新能源基建、智能物流、工业机器人等新兴领域的技术适配性和规模化应用。通过调整营销策略、开拓增量客户,带动整体订单和盈利水平提升。(二)光伏业务销量增长,效益改善光伏事业部抓住行业政策与市场需求机遇,凭借产品核心竞争力,实现光伏电池片销量同比较大增长。随着规模效应释放和产品结构优化,营收与盈利同步改善。(三)降本增效落地见效,运营优化公司聚焦自身优势,推进供应链端、销售端、管理端的协同配合,通过整合资源、优化生产运营流程,有效降低各环节成本,提高资源使用效率。",减亏,-182339500.0,2026-01-30
2257,601901,方正证券,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:350,000万元至377,000万元,同比上年增长:25%至35%,同比上年增长70,720万元至97,720万元。",3635000000.0,30.0,"2025年,在建设金融强国、支持新质生产力、服务经济高质量发展的政策引领下,公司持续贯彻“快速发展、高效经营、扬长补短”的经营方针,着力提升公司经营质量。报告期内,公司业绩增长的主要原因系财富管理与子公司业务收入与上年同期相比增加所致。",略增,2792803500.0,2026-01-30
2258,601901,方正证券,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:386,000万元至408,000万元,同比上年增长:75%至85%,同比上年增长165,260万元至187,260万元。",3970000000.0,80.0,"2025年,在建设金融强国、支持新质生产力、服务经济高质量发展的政策引领下,公司持续贯彻“快速发展、高效经营、扬长补短”的经营方针,着力提升公司经营质量。报告期内,公司业绩增长的主要原因系财富管理与子公司业务收入与上年同期相比增加所致。",预增,2207393600.0,2026-01-30
2259,601636,旗滨集团,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:8,500万元至12,500万元,同比上年下降:56.69%至70.55%,同比上年降低16,400万元至20,400万元。",105000000.0,-63.62,"(一)主营业务影响。2025年,行业整体下行态势对公司主营业务盈利造成较大冲击。其中,建筑玻璃行业受房地产市场持续低迷影响,供需关系持续承压,导致公司浮法玻璃产品价格下行、毛利率收窄。光伏玻璃行业全年呈现“阶段性供需失衡、整体供过于求”特征,下半年随着《建材行业稳增长工作方案(2025-2026年)》出台,行业“优胜劣汰”导向明确,无序竞争得到有效遏制,叠加行业冷修、减产及产能投放延缓等因素,供需矛盾阶段性缓解,市场逐步回暖,同时公司光伏玻璃业务积极推进产能优化与成本管控,拓展海外市场,报告期实现了板块扭亏为盈。此外,药用玻璃、电子玻璃业务受市场环境影响,市场开拓及经营业绩不及预期;部分产品及生产线资产因市场变化、经营决策调整等原因出现减值迹象,公司2025年拟计提各类资产减值准备预计3.70亿元(未经审计),进一步加剧了主营业务盈利的压力。(二)非经营性损益的影响。1、子公司资产处置收益。2025年,公司的全资子公司绍兴旗滨玻璃有限公司和浙江旗滨节能玻璃有限公司与绍兴市越城区城市发展建设集团有限公司共同签署了《绍兴旗滨玻璃有限公司、浙江旗滨节能玻璃有限公司陶堰厂区资产交割完成确认书》,完成了该处置资产交易的正式交接手续,并同步提交了《土壤检测合格报告》。本次资产处置完成后,公司已对处置收入、成本、费用等进行确认,预计增加公司净利润4.42亿元(具体损益金额最终影响数以会计师事务所审计确认后的结果为准)。该资产处置事项属于非经常性损益,资产处置所得有效补充了公司现金流,优化了资产负债结构,为公司应对行业周期波动提供了财务支撑。(三)会计处理的影响。会计处理对公司业绩预增无重大影响。",预减,289000000.0,2026-01-30
2260,601636,旗滨集团,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:55,000万元至67,000万元,同比上年增长:43.76%至75.12%,同比上年增长16,700万元至28,700万元。",610000000.0,59.44,"(一)主营业务影响。2025年,行业整体下行态势对公司主营业务盈利造成较大冲击。其中,建筑玻璃行业受房地产市场持续低迷影响,供需关系持续承压,导致公司浮法玻璃产品价格下行、毛利率收窄。光伏玻璃行业全年呈现“阶段性供需失衡、整体供过于求”特征,下半年随着《建材行业稳增长工作方案(2025-2026年)》出台,行业“优胜劣汰”导向明确,无序竞争得到有效遏制,叠加行业冷修、减产及产能投放延缓等因素,供需矛盾阶段性缓解,市场逐步回暖,同时公司光伏玻璃业务积极推进产能优化与成本管控,拓展海外市场,报告期实现了板块扭亏为盈。此外,药用玻璃、电子玻璃业务受市场环境影响,市场开拓及经营业绩不及预期;部分产品及生产线资产因市场变化、经营决策调整等原因出现减值迹象,公司2025年拟计提各类资产减值准备预计3.70亿元(未经审计),进一步加剧了主营业务盈利的压力。(二)非经营性损益的影响。1、子公司资产处置收益。2025年,公司的全资子公司绍兴旗滨玻璃有限公司和浙江旗滨节能玻璃有限公司与绍兴市越城区城市发展建设集团有限公司共同签署了《绍兴旗滨玻璃有限公司、浙江旗滨节能玻璃有限公司陶堰厂区资产交割完成确认书》,完成了该处置资产交易的正式交接手续,并同步提交了《土壤检测合格报告》。本次资产处置完成后,公司已对处置收入、成本、费用等进行确认,预计增加公司净利润4.42亿元(具体损益金额最终影响数以会计师事务所审计确认后的结果为准)。该资产处置事项属于非经常性损益,资产处置所得有效补充了公司现金流,优化了资产负债结构,为公司应对行业周期波动提供了财务支撑。(三)会计处理的影响。会计处理对公司业绩预增无重大影响。",预增,383000000.0,2026-01-30
2261,601609,金田股份,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:70,000万元至80,000万元,同比上年增长:51.5%至73.14%,同比上年增长23,795.74万元至33,795.74万元。",750000000.0,62.32,"2025年度,公司落实“产品、客户双升级”策略,产品在高端领域应用不断深化;加强海外客户拓展,海外市场销量继续保持增长;同时通过数字化建设,提升经营管理效率,公司产品毛利水平与盈利能力同比提升。",预增,462042600.0,2026-01-30
2262,601609,金田股份,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:44,000万元至52,800万元,同比上年增长:29.95%至55.94%,同比上年增长10,140.04万元至18,940.04万元。",484000000.0,42.945,"2025年度,公司落实“产品、客户双升级”策略,产品在高端领域应用不断深化;加强海外客户拓展,海外市场销量继续保持增长;同时通过数字化建设,提升经营管理效率,公司产品毛利水平与盈利能力同比提升。",预增,338599600.0,2026-01-30
