序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
2051,300516,久之洋,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润盈利:1,990.87万元至2,787.21万元,同比上年下降:65%至75%。",23890400.0,-70.0,"报告期业绩预减的主要原因:1、受总体单位合同签订延期调整、技术状态确定推迟、部分型号产品审价价格下调等因素综合影响,报告期内主营业务收入不及预期,较上年同期降幅较大。2、受总体单位回款情况等因素影响,报告期内回款不及预期,拟计提的信用减值损失较上年同期增加,同时部分型号产品审价价格下调等,综合导致利润较上年同期降幅较大。报告期内非经常性损益影响公司净利润约533.80万元。",预减,79634600.0,2025-01-24
2052,300516,久之洋,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润盈利:2,487.74万元至3,316.98万元,同比上年下降:60%至70%。",29023600.0,-65.0,"报告期业绩预减的主要原因:1、受总体单位合同签订延期调整、技术状态确定推迟、部分型号产品审价价格下调等因素综合影响,报告期内主营业务收入不及预期,较上年同期降幅较大。2、受总体单位回款情况等因素影响,报告期内回款不及预期,拟计提的信用减值损失较上年同期增加,同时部分型号产品审价价格下调等,综合导致利润较上年同期降幅较大。报告期内非经常性损益影响公司净利润约533.80万元。",预减,82924600.0,2025-01-24
2053,300512,中亚股份,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润盈利:1,100万元至1,900万元,同比上年下降:30.78%至59.92%。",15000000.0,-45.35,"报告期内,公司做好各项经营管理工作,本期归属于上市公司股东的净利润及扣非后净利润同比下降,主要原因为:本期市场竞争进一步加剧,公司积极拓展新市场以应对市场竞争。出于拓展市场需要,公司部分产品的销售价格同比下降,同时营业成本同比增加,导致综合毛利率同比下降,毛利同比减少。",预减,27447400.0,2025-01-24
2054,300512,中亚股份,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润盈利:2,200万元至3,000万元,同比上年下降:26.96%至46.43%。",26000000.0,-36.695,"报告期内,公司做好各项经营管理工作,本期归属于上市公司股东的净利润及扣非后净利润同比下降,主要原因为:本期市场竞争进一步加剧,公司积极拓展新市场以应对市场竞争。出于拓展市场需要,公司部分产品的销售价格同比下降,同时营业成本同比增加,导致综合毛利率同比下降,毛利同比减少。",略减,41070700.0,2025-01-24
2055,300497,富祥股份,营业收入,"预计2024年1-12月营业收入:105,000万元至130,000万元。",1175000000.0,-27.005,"1、报告期内,医药市场环境复杂严峻、市场竞争激烈,公司医药业务营业收入下滑,且部分产品价格处于低位;同时医药部分产品主要原材料价格持续处于高位,挤压了公司利润空间。新能源板块,尽管公司锂电池电解液添加剂产品出货量实现新高,但由于新能源锂电池材料产业链在行业底部区间持续运行,锂电池电解液添加剂价格下滑,使得该业务整体效益低于预期。同时,由于公司近年来拓展新能源、微生物蛋白等新业务,相关固定资产折旧成本增加,影响了利润,但报告期公司经营活动现金流保持增长;2、报告期内,根据企业会计准则及公司会计政策等相关规定,基于谨慎性原则,公司根据存货跌价测试结果及长期资产减值测试结果,对部分存货及长期资产计提了减值准备,影响公司利润约10,000-13,000万元;3、报告期内,预计非经常性损益对公司净利润的影响额约为3,000-4,000万元。2025年,公司将持续加大对合成生物板块微生物蛋白的投入,努力打造全新增长点。同时全面提升管理效能,积极应对各种风险挑战,推动公司高质量可持续发展。",略减,1609670000.0,2025-01-24
2056,300497,富祥股份,扣除后营业收入,"预计2024年1-12月扣除后营业收入:100,000万元至125,000万元。",1125000000.0,,"1、报告期内,医药市场环境复杂严峻、市场竞争激烈,公司医药业务营业收入下滑,且部分产品价格处于低位;同时医药部分产品主要原材料价格持续处于高位,挤压了公司利润空间。新能源板块,尽管公司锂电池电解液添加剂产品出货量实现新高,但由于新能源锂电池材料产业链在行业底部区间持续运行,锂电池电解液添加剂价格下滑,使得该业务整体效益低于预期。同时,由于公司近年来拓展新能源、微生物蛋白等新业务,相关固定资产折旧成本增加,影响了利润,但报告期公司经营活动现金流保持增长;2、报告期内,根据企业会计准则及公司会计政策等相关规定,基于谨慎性原则,公司根据存货跌价测试结果及长期资产减值测试结果,对部分存货及长期资产计提了减值准备,影响公司利润约10,000-13,000万元;3、报告期内,预计非经常性损益对公司净利润的影响额约为3,000-4,000万元。2025年,公司将持续加大对合成生物板块微生物蛋白的投入,努力打造全新增长点。同时全面提升管理效能,积极应对各种风险挑战,推动公司高质量可持续发展。",略减,1585920000.0,2025-01-24
2057,300497,富祥股份,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润亏损:22,000万元至28,000万元。",-250000000.0,-24.5,"1、报告期内,医药市场环境复杂严峻、市场竞争激烈,公司医药业务营业收入下滑,且部分产品价格处于低位;同时医药部分产品主要原材料价格持续处于高位,挤压了公司利润空间。新能源板块,尽管公司锂电池电解液添加剂产品出货量实现新高,但由于新能源锂电池材料产业链在行业底部区间持续运行,锂电池电解液添加剂价格下滑,使得该业务整体效益低于预期。同时,由于公司近年来拓展新能源、微生物蛋白等新业务,相关固定资产折旧成本增加,影响了利润,但报告期公司经营活动现金流保持增长;2、报告期内,根据企业会计准则及公司会计政策等相关规定,基于谨慎性原则,公司根据存货跌价测试结果及长期资产减值测试结果,对部分存货及长期资产计提了减值准备,影响公司利润约10,000-13,000万元;3、报告期内,预计非经常性损益对公司净利润的影响额约为3,000-4,000万元。2025年,公司将持续加大对合成生物板块微生物蛋白的投入,努力打造全新增长点。同时全面提升管理效能,积极应对各种风险挑战,推动公司高质量可持续发展。",增亏,-200800000.0,2025-01-24
2058,300497,富祥股份,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润亏损:26,000万元至32,000万元。",-290000000.0,-46.77,"1、报告期内,医药市场环境复杂严峻、市场竞争激烈,公司医药业务营业收入下滑,且部分产品价格处于低位;同时医药部分产品主要原材料价格持续处于高位,挤压了公司利润空间。新能源板块,尽管公司锂电池电解液添加剂产品出货量实现新高,但由于新能源锂电池材料产业链在行业底部区间持续运行,锂电池电解液添加剂价格下滑,使得该业务整体效益低于预期。同时,由于公司近年来拓展新能源、微生物蛋白等新业务,相关固定资产折旧成本增加,影响了利润,但报告期公司经营活动现金流保持增长;2、报告期内,根据企业会计准则及公司会计政策等相关规定,基于谨慎性原则,公司根据存货跌价测试结果及长期资产减值测试结果,对部分存货及长期资产计提了减值准备,影响公司利润约10,000-13,000万元;3、报告期内,预计非经常性损益对公司净利润的影响额约为3,000-4,000万元。2025年,公司将持续加大对合成生物板块微生物蛋白的投入,努力打造全新增长点。同时全面提升管理效能,积极应对各种风险挑战,推动公司高质量可持续发展。",增亏,-197590000.0,2025-01-24
2059,300494,盛天网络,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润亏损:20,164.83万元至29,164.83万元。",-246648300.0,-253.565,"报告期内,公司有序开展各项主营业务,影响公司业绩变动的主要原因如下:1、公司全资子公司上海天戏互娱网络技术有限公司(以下简称“天戏互娱”)经营情况发生了较大变化:(1)已上线产品收入出现下滑;(2)一款筹备中的IP游戏产品《大航海时代:海上霸主》原计划在报告期内推出,但基于市场环境动态以及产品多轮测试,公司与合作伙伴经友好协商后决定终止该联合开发发行项目。同时,公司根据实际经营情况以及相关会计准则要求,拟计提商誉减值准备20,384.04万元。2、在游戏业务方面,公司在报告期内发行的格斗类游戏《星之翼》和独立游戏《活侠传》在上线后,均获得了国内及海外玩家的喜爱,取得较好成绩。但公司也有部分前期寄予厚望的新游戏如《剑与骑士团》等发行收入流水情况不及预期,拉新引流时前期市场推广成本较高,使得公司游戏业务成本上升,出现发行收入无法覆盖发行成本的情况。除此之外,公司对《剑与骑士团》等4款游戏在2024年末的预付分成款进行了减值测试并计提了减值准备;对游戏《零域幻想》等3款在2024年末的游戏资产进行了减值测试并计提了减值准备,使得公司利润出现明显下滑。",首亏,160617200.0,2025-01-24
2060,300494,盛天网络,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润亏损:19,000万元至28,000万元。",-235000000.0,-238.77,"报告期内,公司有序开展各项主营业务,影响公司业绩变动的主要原因如下:1、公司全资子公司上海天戏互娱网络技术有限公司(以下简称“天戏互娱”)经营情况发生了较大变化:(1)已上线产品收入出现下滑;(2)一款筹备中的IP游戏产品《大航海时代:海上霸主》原计划在报告期内推出,但基于市场环境动态以及产品多轮测试,公司与合作伙伴经友好协商后决定终止该联合开发发行项目。同时,公司根据实际经营情况以及相关会计准则要求,拟计提商誉减值准备20,384.04万元。2、在游戏业务方面,公司在报告期内发行的格斗类游戏《星之翼》和独立游戏《活侠传》在上线后,均获得了国内及海外玩家的喜爱,取得较好成绩。但公司也有部分前期寄予厚望的新游戏如《剑与骑士团》等发行收入流水情况不及预期,拉新引流时前期市场推广成本较高,使得公司游戏业务成本上升,出现发行收入无法覆盖发行成本的情况。除此之外,公司对《剑与骑士团》等4款游戏在2024年末的预付分成款进行了减值测试并计提了减值准备;对游戏《零域幻想》等3款在2024年末的游戏资产进行了减值测试并计提了减值准备,使得公司利润出现明显下滑。",首亏,169347900.0,2025-01-24
2061,300489,光智科技,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润亏损:3,000万元至3,500万元。",-32500000.0,87.25,"1.报告期内,公司预计实现归属于上市公司股东的净利润为盈利950万元至1,420万元,同比实现扭亏为盈。公司业绩变动主要系:报告期内,公司凭借在红外光学材料领域的领先技术优势和强大研发能力,积极响应市场需求,锗类产品市场价格上行且销量增加;同时,公司坚持从红外材料到器件及整机系统的一体化光电产业链发展战略,将红外镜头、机芯模组、红外整机及系统等后端产品全面推向应用市场,终端产品收入上升,实现营收和利润双增长。2.报告期内,预计非经常性损益对归属于上市公司股东的净利润影响金额约4,450万元,主要系公司为保持固定资产的合理配置,盘活存量资产,将金刚石、激光器及医疗探测业务资产剥离所产生的资产处置收益和获取的政府补助。",减亏,-254842900.0,2025-01-24
2062,300489,光智科技,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润盈利:950万元至1,420万元。",11850000.0,104.915,"1.报告期内,公司预计实现归属于上市公司股东的净利润为盈利950万元至1,420万元,同比实现扭亏为盈。公司业绩变动主要系:报告期内,公司凭借在红外光学材料领域的领先技术优势和强大研发能力,积极响应市场需求,锗类产品市场价格上行且销量增加;同时,公司坚持从红外材料到器件及整机系统的一体化光电产业链发展战略,将红外镜头、机芯模组、红外整机及系统等后端产品全面推向应用市场,终端产品收入上升,实现营收和利润双增长。2.报告期内,预计非经常性损益对归属于上市公司股东的净利润影响金额约4,450万元,主要系公司为保持固定资产的合理配置,盘活存量资产,将金刚石、激光器及医疗探测业务资产剥离所产生的资产处置收益和获取的政府补助。",扭亏,-241034000.0,2025-01-24
2063,300485,赛升药业,营业收入,"预计2024年1-12月营业收入:39,584.8万元至43,751.62万元。",416682100.0,-12.565,"1、公司预计2024年度利润总额及归属于上市公司股东的净利润比上年同期下降。主要原因为:报告期内,公司按照新金融工具准则确认的金融资产公允价值变动损益及联营企业投资收益较上期减少,公司投资的金融资产主要为生物医药、医疗器械等与公司主营业务相关的公司以及医药健康专业投资基金,本报告期内,公允价值变动收益及投资收益约为-11,000万元,下降比例约为170%。2、公司预计2024年度扣除非经常性损益后的净利润较上期增长,主要原因为公司加强内部管理及成本管控,销售费用及管理费用较上年同期均有所下降。3、报告期内,预计影响公司净利润的非经常性损益金额约为-9,000万元,主要系交易性金融资产产生的公允价值变动收益及投资收益等事项。",略减,476569600.0,2025-01-24
2064,300485,赛升药业,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润盈利:1,156.31万元至1,734.47万元。",14453900.0,134.34,"1、公司预计2024年度利润总额及归属于上市公司股东的净利润比上年同期下降。主要原因为:报告期内,公司按照新金融工具准则确认的金融资产公允价值变动损益及联营企业投资收益较上期减少,公司投资的金融资产主要为生物医药、医疗器械等与公司主营业务相关的公司以及医药健康专业投资基金,本报告期内,公允价值变动收益及投资收益约为-11,000万元,下降比例约为170%。2、公司预计2024年度扣除非经常性损益后的净利润较上期增长,主要原因为公司加强内部管理及成本管控,销售费用及管理费用较上年同期均有所下降。3、报告期内,预计影响公司净利润的非经常性损益金额约为-9,000万元,主要系交易性金融资产产生的公允价值变动收益及投资收益等事项。",扭亏,-42093100.0,2025-01-24
2065,300485,赛升药业,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润亏损:5,917.28万元至8,875.92万元。",-73966000.0,-171.87,"1、公司预计2024年度利润总额及归属于上市公司股东的净利润比上年同期下降。主要原因为:报告期内,公司按照新金融工具准则确认的金融资产公允价值变动损益及联营企业投资收益较上期减少,公司投资的金融资产主要为生物医药、医疗器械等与公司主营业务相关的公司以及医药健康专业投资基金,本报告期内,公允价值变动收益及投资收益约为-11,000万元,下降比例约为170%。2、公司预计2024年度扣除非经常性损益后的净利润较上期增长,主要原因为公司加强内部管理及成本管控,销售费用及管理费用较上年同期均有所下降。3、报告期内,预计影响公司净利润的非经常性损益金额约为-9,000万元,主要系交易性金融资产产生的公允价值变动收益及投资收益等事项。",首亏,102917800.0,2025-01-24
2066,300480,光力科技,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润亏损:9,200万元至11,700万元。",-104500000.0,-258.0,"1、报告期内,根据企业会计准则及相关会计政策规定,结合各业务板块的经营情况和行业发展,公司基于谨慎性原则,预计对商誉、存货、应收款项等相关资产计提减值准备,其中全年计提商誉减值准备合计约8,500万元。相关的减值测试尚在进行中,最终金额以公司聘请的评估机构及审计机构进行评估和审计后的金额为准。公司本次计提相关资产减值准备对公司整体运营不会产生重大影响。2、报告期内,因汇算以前年度所得税,比上一年度新增税费约1,400万元。3、为满足客户多样化的市场需求,持续推动产品的升级迭代,及新产品线、新工艺和核心零部件的开发,以提高公司提供整体解决方案的能力和稳健的供应能力,本年度公司持续加大研发投入,研发费用较上年增速加大。4、同时,为更好的开拓全球市场,2024年在市场营销方面投入较多。公司以英国为基地拓展面向西方国家的市场,完成了半导体封测量产设备在欧洲的认证,为全球市场的拓展奠定良好基础。5、2024年公司非经常性损益约为700万元。",首亏,66137300.0,2025-01-24
2067,300480,光力科技,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润亏损:8,500万元至11,000万元。",-97500000.0,-240.82,"1、报告期内,根据企业会计准则及相关会计政策规定,结合各业务板块的经营情况和行业发展,公司基于谨慎性原则,预计对商誉、存货、应收款项等相关资产计提减值准备,其中全年计提商誉减值准备合计约8,500万元。相关的减值测试尚在进行中,最终金额以公司聘请的评估机构及审计机构进行评估和审计后的金额为准。公司本次计提相关资产减值准备对公司整体运营不会产生重大影响。2、报告期内,因汇算以前年度所得税,比上一年度新增税费约1,400万元。3、为满足客户多样化的市场需求,持续推动产品的升级迭代,及新产品线、新工艺和核心零部件的开发,以提高公司提供整体解决方案的能力和稳健的供应能力,本年度公司持续加大研发投入,研发费用较上年增速加大。4、同时,为更好的开拓全球市场,2024年在市场营销方面投入较多。公司以英国为基地拓展面向西方国家的市场,完成了半导体封测量产设备在欧洲的认证,为全球市场的拓展奠定良好基础。5、2024年公司非经常性损益约为700万元。",首亏,69237600.0,2025-01-24
2068,300479,神思电子,扣除非经常性损益后的净利润,预计2024年1-12月扣除非经常性损益后的净利润盈利:350万元至710万元。,5300000.0,106.635,"1.本报告期,公司聚焦主业,坚持“一体两翼”发展战略,积极拓展“智慧城市”业务,不断提升项目管理水平,随着“数字济南城市综合感知预警网络工程”相关项目分项的逐步验收,营业收入较去年同期大幅增长。2.本报告期,非经常性损益预计对公司净利润的影响金额约为850万元,主要为政府补助。",扭亏,-79866500.0,2025-01-24
2069,300479,神思电子,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润盈利:1,200万元至1,560万元。",13800000.0,119.905,"1.本报告期,公司聚焦主业,坚持“一体两翼”发展战略,积极拓展“智慧城市”业务,不断提升项目管理水平,随着“数字济南城市综合感知预警网络工程”相关项目分项的逐步验收,营业收入较去年同期大幅增长。2.本报告期,非经常性损益预计对公司净利润的影响金额约为850万元,主要为政府补助。",扭亏,-69327400.0,2025-01-24
2070,300477,ST合纵,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润亏损:43,990万元至63,970万元。",-539800000.0,0.515,"1、受市场行情影响,锂电池正极材料板块主要产品磷酸铁价格呈低位震荡,导致毛利大幅下降,直接影响锂电池正极材料板块净利润,从而影响公司净利润。2、公司基于谨慎性原则,根据《企业会计准则》的相关规定,对存货等资产计提了减值准备,对可能发生信用减值损失的应收款项计提信用减值准备。期等因素初步判断公司收购其股权形成的商誉存在减值迹象。公司按照《企业会计准则》的相关规定对上述商誉涉及的相关资产组计提减值准备,最终商誉减值准备计提金额需依据评估机构出具的商誉减值测试评估报告以及经会计师事务所审计后确定。4、控股公司天津市茂联科技有限公司经营状况不佳,预计未来无法产生足够的应纳税所得额用于抵扣可抵扣暂时性差异,冲回可抵扣暂时性差异确认的递延所得税资产,导致所得税费用增长。",续亏,-542596200.0,2025-01-24
2071,300477,ST合纵,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润亏损:42,900万元至62,880万元。",-528900000.0,17.79,"1、受市场行情影响,锂电池正极材料板块主要产品磷酸铁价格呈低位震荡,导致毛利大幅下降,直接影响锂电池正极材料板块净利润,从而影响公司净利润。2、公司基于谨慎性原则,根据《企业会计准则》的相关规定,对存货等资产计提了减值准备,对可能发生信用减值损失的应收款项计提信用减值准备。期等因素初步判断公司收购其股权形成的商誉存在减值迹象。公司按照《企业会计准则》的相关规定对上述商誉涉及的相关资产组计提减值准备,最终商誉减值准备计提金额需依据评估机构出具的商誉减值测试评估报告以及经会计师事务所审计后确定。4、控股公司天津市茂联科技有限公司经营状况不佳,预计未来无法产生足够的应纳税所得额用于抵扣可抵扣暂时性差异,冲回可抵扣暂时性差异确认的递延所得税资产,导致所得税费用增长。",减亏,-643354400.0,2025-01-24
2072,300473,德尔股份,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润盈利:1,750万元至2,600万元,同比上年增长:1012.4%至1552.71%。",21750000.0,1282.555,"1、本报告期内营业收入较上一年度略有增长,由于毛利率的持续改善和财务费用的减少,使得净利润有所提升。2、报告期内,公司非经常性损益对净利润影响预计约为1,050-1,550万元。",预增,1573200.0,2025-01-24
2073,300473,德尔股份,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润盈利:2,800万元至4,000万元,同比上年增长:117.36%至210.52%。",34000000.0,163.94,"1、本报告期内营业收入较上一年度略有增长,由于毛利率的持续改善和财务费用的减少,使得净利润有所提升。2、报告期内,公司非经常性损益对净利润影响预计约为1,050-1,550万元。",预增,12881700.0,2025-01-24
2074,300471,厚普股份,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润亏损:7,300万元至9,500万元。",-84000000.0,-19.66,"1、报告期内,为增强业务盈利能力,公司坚持以利润为导向,对经营策略进行了调整,战略性放弃部分盈利能力弱的订单,营业收入有所下降,但主营业务的毛利率有所提升。另公司航空零部件业务2024年初由于客户进行一定幅度的价格调整,毛利率出现降低。2、报告期内,公司控股子公司四川省嘉绮瑞航空装备有限公司因其股权激励持股平台股权转让而导致公司确认的股份支付费用较2023年增加2,200万元。3、报告期内,公司原控股子公司湖南厚普清洁能源科技有限公司进入破产重整程序,并由重整投资人成功竞拍,根据湖南厚普破产管理人发布的《重整计划债权清偿执行方案》,公司对相关债权及长期资产计提了减值损失约1,200万元。4、报告期内,预计公司非经常性损益对净利润的影响金额约为-300万元。主要系公司控股子公司四川省嘉绮瑞航空装备有限公司因前述股权激励平台股权转让一次性确认的股份支付费用,以及收到的计入损益的政府补助影响所致。",增亏,-70197300.0,2025-01-24
2075,300471,厚普股份,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润亏损:7,000万元至9,200万元。",-81000000.0,7.015,"1、报告期内,为增强业务盈利能力,公司坚持以利润为导向,对经营策略进行了调整,战略性放弃部分盈利能力弱的订单,营业收入有所下降,但主营业务的毛利率有所提升。另公司航空零部件业务2024年初由于客户进行一定幅度的价格调整,毛利率出现降低。2、报告期内,公司控股子公司四川省嘉绮瑞航空装备有限公司因其股权激励持股平台股权转让而导致公司确认的股份支付费用较2023年增加2,200万元。3、报告期内,公司原控股子公司湖南厚普清洁能源科技有限公司进入破产重整程序,并由重整投资人成功竞拍,根据湖南厚普破产管理人发布的《重整计划债权清偿执行方案》,公司对相关债权及长期资产计提了减值损失约1,200万元。4、报告期内,预计公司非经常性损益对净利润的影响金额约为-300万元。主要系公司控股子公司四川省嘉绮瑞航空装备有限公司因前述股权激励平台股权转让一次性确认的股份支付费用,以及收到的计入损益的政府补助影响所致。",续亏,-87109100.0,2025-01-24
2076,300466,赛摩智能,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润亏损:8,100万元至9,700万元。",-89000000.0,-75.57,"随着行业竞争的日益激烈,报告期内公司营业收入较同期相比降幅较大,主要因为自动化板块自动化仓储及物流业务收入较同期相比下降较多,在此基础上部分产品/集成项目单价承压,导致公司盈利空间进一步收窄;其次本报告期参股公司经营业绩不达预期,投资收益亦出现下滑;管理上公司积极应对,开展降本增效、减亏止损等相关工作,但部分成本费用为刚性支出,以上原因导致公司报告期内业绩亏损。目前,公司生产经营活动正常。业务层面,除上述自动化仓储及物流业务收入下降外,公司大部分主营业务,如智能装备板块传统计量检测类业务等均相对稳定。现金流方面,截至报告期末,公司经营活动产生的现金流量净额为正,较同期末相比大幅增长。公司报告期非经常性损益对净利润的影响金额约为900万元,主要为计入当期损益的政府补助和单独进行减值测试的应收款项减值准备转回。",增亏,-50692500.0,2025-01-24
2077,300466,赛摩智能,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润亏损:7,200万元至8,800万元。",-80000000.0,-75.79,"随着行业竞争的日益激烈,报告期内公司营业收入较同期相比降幅较大,主要因为自动化板块自动化仓储及物流业务收入较同期相比下降较多,在此基础上部分产品/集成项目单价承压,导致公司盈利空间进一步收窄;其次本报告期参股公司经营业绩不达预期,投资收益亦出现下滑;管理上公司积极应对,开展降本增效、减亏止损等相关工作,但部分成本费用为刚性支出,以上原因导致公司报告期内业绩亏损。目前,公司生产经营活动正常。业务层面,除上述自动化仓储及物流业务收入下降外,公司大部分主营业务,如智能装备板块传统计量检测类业务等均相对稳定。现金流方面,截至报告期末,公司经营活动产生的现金流量净额为正,较同期末相比大幅增长。公司报告期非经常性损益对净利润的影响金额约为900万元,主要为计入当期损益的政府补助和单独进行减值测试的应收款项减值准备转回。",增亏,-45509400.0,2025-01-24
2078,300463,迈克生物,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润盈利:12,000万元至18,000万元,同比上年下降:42.42%至61.61%。",150000000.0,-52.015,"报告期内,公司收购的北京达微生物科技有限公司数字PCR技术及其产品目前尚处于早期科研市场推广阶段,市场需求受外部环境变化的影响具有不确定性,公司2024年在售数字PCR产品的市场推广和科研销售情况低于预期。综合公司全自动数字PCR分析系统的开发和产品注册规划,以及对未来临床应用的谨慎判断,公司2024年度拟对其计提商誉减值准备金额范围在9,000.00万元至11,000.00万元之间。最终商誉减值准备计提数据将由公司聘请的具有从事证券、期货相关业务资格的评估机构及审计机构进行评估和审计后确定。除商誉减值的影响外,公司业绩变动的主要原因还在于,随着IVD集采政策、医保控费等政策的全面落地,行业竞争格局加剧,同时公司处于代理业务调整和渠道重构阶段,因此报告期内公司代理产品销售收入较上年同期下降,自主产品销售收入增长有所放缓,整体营业收入有所下滑。公司始终贯彻“系列化、系统化、自动化、自主化”的产品战略,不断加大各平台产品研发投入,报告期内研发投入同比保持增长,公司自主产品快速迭代,已逐步成为专业化、自动化、智能化系统集成制造商。公司将进一步优化和调整渠道策略,加快智慧化实验室方案的推广,提升自主产品市场占用率,推动公司可持续发展。报告期内,预计非经常性损益对净利润的影响为200万元左右,主要系政府补助和公益性捐赠。",预减,312618600.0,2025-01-24
2079,300463,迈克生物,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润盈利:11,800万元至17,700万元,同比上年下降:43.93%至62.62%。",147500000.0,-53.275,"报告期内,公司收购的北京达微生物科技有限公司数字PCR技术及其产品目前尚处于早期科研市场推广阶段,市场需求受外部环境变化的影响具有不确定性,公司2024年在售数字PCR产品的市场推广和科研销售情况低于预期。综合公司全自动数字PCR分析系统的开发和产品注册规划,以及对未来临床应用的谨慎判断,公司2024年度拟对其计提商誉减值准备金额范围在9,000.00万元至11,000.00万元之间。最终商誉减值准备计提数据将由公司聘请的具有从事证券、期货相关业务资格的评估机构及审计机构进行评估和审计后确定。除商誉减值的影响外,公司业绩变动的主要原因还在于,随着IVD集采政策、医保控费等政策的全面落地,行业竞争格局加剧,同时公司处于代理业务调整和渠道重构阶段,因此报告期内公司代理产品销售收入较上年同期下降,自主产品销售收入增长有所放缓,整体营业收入有所下滑。公司始终贯彻“系列化、系统化、自动化、自主化”的产品战略,不断加大各平台产品研发投入,报告期内研发投入同比保持增长,公司自主产品快速迭代,已逐步成为专业化、自动化、智能化系统集成制造商。公司将进一步优化和调整渠道策略,加快智慧化实验室方案的推广,提升自主产品市场占用率,推动公司可持续发展。报告期内,预计非经常性损益对净利润的影响为200万元左右,主要系政府补助和公益性捐赠。",预减,315658000.0,2025-01-24
2080,300443,金雷股份,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润盈利:15,976万元至22,976万元,同比上年下降:41.48%至59.31%。",194760000.0,-50.395,"1、报告期内,公司产销量、营业收入保持稳定增长,但受风电行业市场竞争加剧等因素的影响,风电产品价格尤其是铸件产品价格有所下降,从而影响公司整体盈利水平。2、公司海上风电核心部件数字化制造项目尚处于产能爬坡阶段,产能利用率、人机效率等都没有达到最优,吨钢折旧费、人工费等处于高位,成本费用高位叠加售价下降的影响导致项目尚未实现盈利。后续随着产能逐步释放及生产效率逐步提升,成本费用将陆续趋于正常水平。3、报告期内非经常性损益预计对净利润的影响额约为1024万元。",预减,392605000.0,2025-01-24
2081,300443,金雷股份,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润盈利:17,000万元至24,000万元,同比上年下降:41.72%至58.72%。",205000000.0,-50.22,"1、报告期内,公司产销量、营业收入保持稳定增长,但受风电行业市场竞争加剧等因素的影响,风电产品价格尤其是铸件产品价格有所下降,从而影响公司整体盈利水平。2、公司海上风电核心部件数字化制造项目尚处于产能爬坡阶段,产能利用率、人机效率等都没有达到最优,吨钢折旧费、人工费等处于高位,成本费用高位叠加售价下降的影响导致项目尚未实现盈利。后续随着产能逐步释放及生产效率逐步提升,成本费用将陆续趋于正常水平。3、报告期内非经常性损益预计对净利润的影响额约为1024万元。",预减,411796800.0,2025-01-24
2082,300440,运达科技,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润盈利:4,843.59万元至6,781.03万元,同比上年下降:30%至50%。",58123100.0,-40.0,"报告期内,公司聚焦战略,务实求新,潜心打造“新质生产力”赋能轨道交通数智化转型与高质量发展。公司全面贯彻卓越运营,持续深化业务流程变革,提高运营效率,推进降本增效,同时加强应收账款回款,实现公司经营业绩提升,预计扣除非经常性损益后的净利润比上年同期增长。报告期内,预计归属于上市公司股东的净利润比上年同期下降,主要因非经常性损益比上年同期下降约5,000万。下降原因为公司上年处置房产收益较高,本年资产处置收益下降。",略减,96871800.0,2025-01-24
