序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
100,600738,丽尚国潮,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:6,000万元至6,400万元,同比上年增长:144.57%至160.87%,同比上年增长3,546.67万元至3,946.67万元。",62000000.0,152.72,"(一)主营业务影响:公司本期专业市场经营修复迅速、租金水平相对提升,商贸零售业务持续发展,导致主营业务盈利有较大幅度的提升。(二)非经营性损益的影响:上年同期确认了兰州银行股份公允价值变动损益约为-3,314万元,本期该影响已经消除。",预增,24533300.0,2024-04-17
101,600738,丽尚国潮,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:6,000万元至6,400万元,同比上年增长:3.99%至10.92%,同比上年增长230.18万元至630.18万元。",62000000.0,7.455,"(一)主营业务影响:公司本期专业市场经营修复迅速、租金水平相对提升,商贸零售业务持续发展,导致主营业务盈利有较大幅度的提升。(二)非经营性损益的影响:上年同期确认了兰州银行股份公允价值变动损益约为-3,314万元,本期该影响已经消除。",略增,57698200.0,2024-04-17
102,301611,珂玛科技,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:4,966.77万元,同比上年增长:246.2%。",49667700.0,246.2,"2024年1-3月,公司业绩同比大幅增长,主要原因系:(1)得益于全球半导体资本开支回暖和下游需求提升,公司营业收入实现同比增长;(2)基于公司多年技术积累和研发布局,公司半导体核心部件陶瓷加热器实现量产,该类模块类产品解决了下游晶圆厂商CVD设备关键零部件的“卡脖子”问题,实现了国产替代,产生了较高收益。",预增,14346400.0,2024-04-17
103,301611,珂玛科技,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:4,919.47万元,同比上年增长:262.16%。",49194700.0,262.16,"2024年1-3月,公司业绩同比大幅增长,主要原因系:(1)得益于全球半导体资本开支回暖和下游需求提升,公司营业收入实现同比增长;(2)基于公司多年技术积累和研发布局,公司半导体核心部件陶瓷加热器实现量产,该类模块类产品解决了下游晶圆厂商CVD设备关键零部件的“卡脖子”问题,实现了国产替代,产生了较高收益。",预增,13583800.0,2024-04-17
104,301611,珂玛科技,营业收入,"预计2024年1-3月营业收入:16,119.69万元,同比上年增长:41.9%。",161196900.0,41.9,"2024年1-3月,公司业绩同比大幅增长,主要原因系:(1)得益于全球半导体资本开支回暖和下游需求提升,公司营业收入实现同比增长;(2)基于公司多年技术积累和研发布局,公司半导体核心部件陶瓷加热器实现量产,该类模块类产品解决了下游晶圆厂商CVD设备关键零部件的“卡脖子”问题,实现了国产替代,产生了较高收益。",略增,113599700.0,2024-04-17
105,301603,乔锋智能,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:3,800万元至4,400万元,同比上年增长:0.84%至15.08%。",41000000.0,7.96,"公司2024年1-3月份整体经营业绩较上年度预计不会出现较大幅度下滑,整体经营业绩保持在合理区间运行。",略增,38000000.0,2024-04-17
106,301603,乔锋智能,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:4,000万元至4,600万元,同比上年增长:2.75%至17.27%。",43000000.0,10.01,"公司2024年1-3月份整体经营业绩较上年度预计不会出现较大幅度下滑,整体经营业绩保持在合理区间运行。",略增,39000000.0,2024-04-17
107,301603,乔锋智能,营业收入,"预计2024年1-3月营业收入:35,000万元至38,700万元,同比上年增长:0.11%至10.65%。",368500000.0,5.38,"公司2024年1-3月份整体经营业绩较上年度预计不会出现较大幅度下滑,整体经营业绩保持在合理区间运行。",略增,350000000.0,2024-04-17
108,300782,卓胜微,非经常性损益,预计2024年1-3月非经常性损益约:27.01万元。,270100.0,117.61,"1、公司预计2024年第一季度实现营业收入11.90亿元,较去年同期增长67.16%,预计归属于上市公司股东的净利润19,200万元-19,800万元,较去年同期增长64.82%-69.97%。主要原因系去年同期终端客户处于去库存的主旋律中,报告期内,公司在不断巩固并提升原有优势产品市场份额的同时,依托自建产线不断加大射频滤波器模组产品的市场开拓力度,滤波器突破带来的模组产品规模效应持续提升,上述因素影响使得公司一季度业绩较去年同期上升。2、报告期内,非经常性损益对归属于公司股东的净利润影响额约为27.01万元。",不确定,-1533996.56,2024-04-17
109,300782,卓胜微,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:19,100万元至19,700万元,同比上年增长:61.83%至66.91%。",194000000.0,64.37,"1、公司预计2024年第一季度实现营业收入11.90亿元,较去年同期增长67.16%,预计归属于上市公司股东的净利润19,200万元-19,800万元,较去年同期增长64.82%-69.97%。主要原因系去年同期终端客户处于去库存的主旋律中,报告期内,公司在不断巩固并提升原有优势产品市场份额的同时,依托自建产线不断加大射频滤波器模组产品的市场开拓力度,滤波器突破带来的模组产品规模效应持续提升,上述因素影响使得公司一季度业绩较去年同期上升。2、报告期内,非经常性损益对归属于公司股东的净利润影响额约为27.01万元。",预增,118024700.0,2024-04-17
110,300782,卓胜微,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:19,200万元至19,800万元,同比上年增长:64.82%至69.97%。",195000000.0,67.395,"1、公司预计2024年第一季度实现营业收入11.90亿元,较去年同期增长67.16%,预计归属于上市公司股东的净利润19,200万元-19,800万元,较去年同期增长64.82%-69.97%。主要原因系去年同期终端客户处于去库存的主旋律中,报告期内,公司在不断巩固并提升原有优势产品市场份额的同时,依托自建产线不断加大射频滤波器模组产品的市场开拓力度,滤波器突破带来的模组产品规模效应持续提升,上述因素影响使得公司一季度业绩较去年同期上升。2、报告期内,非经常性损益对归属于公司股东的净利润影响额约为27.01万元。",预增,116490700.0,2024-04-17
111,300719,安达维尔,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:500万元至600万元,同比上年增长:681.13%至837.35%。",5500000.0,759.24,"2024年一季度,公司完善了中长期战略规划,各经营计划均在正常有序推进,其中重点项目销售投标、园区建设等工作进展显著。报告期内,归属于上市公司股东的净利润同比实现增长,主要因为,一方面公司按照计划实现了一季度营业收入目标,同时公司收到的政府补助同比增加。",预增,640100.0,2024-04-17
112,300719,安达维尔,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:488万元至588万元,同比上年增长:744.58%至917.65%。",5380000.0,831.115,"2024年一季度,公司完善了中长期战略规划,各经营计划均在正常有序推进,其中重点项目销售投标、园区建设等工作进展显著。报告期内,归属于上市公司股东的净利润同比实现增长,主要因为,一方面公司按照计划实现了一季度营业收入目标,同时公司收到的政府补助同比增加。",预增,577800.0,2024-04-17
113,002495,佳隆股份,每股收益,预计2024年1-3月每股收益盈利:0.0017元至0.0021元。,0.0019,,"1、主营业务影响本报告期,公司顺应市场变化,主动调整经营思路,坚定以经济效益为中心,以安全、质量为前提,巩固市场份额,扎实推进降本增效工作,加强材料采购管理,主要原材料同比均有所下降。2、非经常性损益影响本报告期非经常性损益对公司净利润的影响预计20万元,主要是理财产品收益和政府补助。",扭亏,-0.0017,2024-04-17
114,002495,佳隆股份,扣除非经常性损益后的净利润,预计2024年1-3月扣除非经常性损益后的净利润盈利:140万元至180万元。,1600000.0,200.265,"1、主营业务影响本报告期,公司顺应市场变化,主动调整经营思路,坚定以经济效益为中心,以安全、质量为前提,巩固市场份额,扎实推进降本增效工作,加强材料采购管理,主要原材料同比均有所下降。2、非经常性损益影响本报告期非经常性损益对公司净利润的影响预计20万元,主要是理财产品收益和政府补助。",扭亏,-1595800.0,2024-04-17
115,002495,佳隆股份,归属于上市公司股东的净利润,预计2024年1-3月归属于上市公司股东的净利润盈利:160万元至200万元。,1800000.0,216.175,"1、主营业务影响本报告期,公司顺应市场变化,主动调整经营思路,坚定以经济效益为中心,以安全、质量为前提,巩固市场份额,扎实推进降本增效工作,加强材料采购管理,主要原材料同比均有所下降。2、非经常性损益影响本报告期非经常性损益对公司净利润的影响预计20万元,主要是理财产品收益和政府补助。",扭亏,-1549400.0,2024-04-17
116,002495,佳隆股份,非经常性损益,预计2024年1-3月非经常性损益:20万元。,200000.0,331.61,"1、主营业务影响本报告期,公司顺应市场变化,主动调整经营思路,坚定以经济效益为中心,以安全、质量为前提,巩固市场份额,扎实推进降本增效工作,加强材料采购管理,主要原材料同比均有所下降。2、非经常性损益影响本报告期非经常性损益对公司净利润的影响预计20万元,主要是理财产品收益和政府补助。",不确定,46337.87,2024-04-17
117,688560,明冠新材,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:600万元至900万元,同比上年下降:53.67%至69.12%,同比上年降低1,042.7万元至1,342.7万元。",7500000.0,-61.395,"报告期内,归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润出现较大幅度下降,主要原因为:受太阳能整体封装材料需求结构变化,太阳能电池背板需求减少导致其销量同比下降影响,但公司太阳能电池封装胶膜销量同比增长;太阳能电池背板销售价格环比2023年四季度有所回升,但同比2023年一季度,价格下降仍然较大,导致毛利率同比下降。",预减,19427000.0,2024-04-16
118,688560,明冠新材,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:550万元至800万元,同比上年下降:55.16%至69.17%,同比上年降低983.95万元至1,233.95万元。",6750000.0,-62.165,"报告期内,归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润出现较大幅度下降,主要原因为:受太阳能整体封装材料需求结构变化,太阳能电池背板需求减少导致其销量同比下降影响,但公司太阳能电池封装胶膜销量同比增长;太阳能电池背板销售价格环比2023年四季度有所回升,但同比2023年一季度,价格下降仍然较大,导致毛利率同比下降。",预减,17839500.0,2024-04-16
119,688550,瑞联新材,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:3,502.07万元,同比上年增长:149.06%,同比上年增长2,095.92万元。",35020700.0,149.06,"2024年第一季度,受终端消费电子需求回暖影响,公司显示材料板块特别是OLED显示材料收入同比大幅增长。同时,公司持续深化降本增效,通过工艺优化、节约挖潜、加强成本管控等方式提升精细化管理水平,提高经营效率,降低生产成本,盈利能力大幅提升。",预增,14061400.0,2024-04-16
120,688550,瑞联新材,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:3,118.08万元,同比上年增长:194.61%,同比上年增长2,059.69万元。",31180800.0,194.61,"2024年第一季度,受终端消费电子需求回暖影响,公司显示材料板块特别是OLED显示材料收入同比大幅增长。同时,公司持续深化降本增效,通过工艺优化、节约挖潜、加强成本管控等方式提升精细化管理水平,提高经营效率,降低生产成本,盈利能力大幅提升。",预增,10583900.0,2024-04-16
121,688550,瑞联新材,营业收入,"预计2024年1-3月营业收入:32,812.61万元,同比上年增长:19.77%,同比上年增长5,417.13万元。",328126100.0,19.77,"2024年第一季度,受终端消费电子需求回暖影响,公司显示材料板块特别是OLED显示材料收入同比大幅增长。同时,公司持续深化降本增效,通过工艺优化、节约挖潜、加强成本管控等方式提升精细化管理水平,提高经营效率,降低生产成本,盈利能力大幅提升。",略增,273954748.77,2024-04-16
122,603859,能科科技,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:5,134.68万元至5,990.46万元,同比上年增长:20%至40%,同比上年增长855.78万元至1,711.56万元。",55625700.0,30.0,"报告期内,公司顺应新型工业化趋势,持续聚焦行业,在深耕已有优势行业、优势区域、优势客户基础上,不断打磨、迭代自研产品,落地落实“生成式人工智能+工业软件”战略,实现“乐世界”产品快速增长。公司工业工程及工业电气产品与服务在核电、矿山,冶金、能源化工等相关关键领域实现了技术突破,国内国外市场不断拓展,在手订单充足,产品竞争优势显著增强。",略增,42789000.0,2024-04-16
123,603859,能科科技,营业收入,"预计2024年1-3月营业收入:37,183.35万元至43,380.58万元,同比上年增长:20%至40%,同比上年增长6,197.23万元至12,394.45万元。",402819650.0,30.0,"报告期内,公司顺应新型工业化趋势,持续聚焦行业,在深耕已有优势行业、优势区域、优势客户基础上,不断打磨、迭代自研产品,落地落实“生成式人工智能+工业软件”战略,实现“乐世界”产品快速增长。公司工业工程及工业电气产品与服务在核电、矿山,冶金、能源化工等相关关键领域实现了技术突破,国内国外市场不断拓展,在手订单充足,产品竞争优势显著增强。",略增,309861300.0,2024-04-16
124,603859,能科科技,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:4,974.68万元至5,803.8万元,同比上年增长:20%至40%,同比上年增长829.11万元至1,658.23万元。",53892400.0,30.0,"报告期内,公司顺应新型工业化趋势,持续聚焦行业,在深耕已有优势行业、优势区域、优势客户基础上,不断打磨、迭代自研产品,落地落实“生成式人工智能+工业软件”战略,实现“乐世界”产品快速增长。公司工业工程及工业电气产品与服务在核电、矿山,冶金、能源化工等相关关键领域实现了技术突破,国内国外市场不断拓展,在手订单充足,产品竞争优势显著增强。",略增,41455700.0,2024-04-16
125,603826,坤彩科技,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:1,700万元至1,800万元,同比上年增长:37.8%至45.9%。",17500000.0,41.85,"(一)报告期内,珠光材料市场需求稳步提升,公司不断丰富产品体系,拓宽应用领域,珠光产品的销量实现较好提升。(二)报告期内,公司持续优化钛白粉工艺技术,不断精进钛白粉性能指标,积极布局钛白粉全球市场销售体系,市场销售向好。盐酸萃取法钛白粉以高品质获得客户认可,公司有序推进钛白粉订单交付工作,为公司营业收入提升提供有力支撑。(三)报告期内,公司积极实行精益管理,持续落实降本增效举措,取得良好成效,使得公司的生产及运营成本进一步下降,毛利率有所回升。",略增,12336900.0,2024-04-16
126,603826,坤彩科技,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:2,022.61万元至2,090.03万元,同比上年增长:50%至55%。",20563200.0,52.5,"(一)报告期内,珠光材料市场需求稳步提升,公司不断丰富产品体系,拓宽应用领域,珠光产品的销量实现较好提升。(二)报告期内,公司持续优化钛白粉工艺技术,不断精进钛白粉性能指标,积极布局钛白粉全球市场销售体系,市场销售向好。盐酸萃取法钛白粉以高品质获得客户认可,公司有序推进钛白粉订单交付工作,为公司营业收入提升提供有力支撑。(三)报告期内,公司积极实行精益管理,持续落实降本增效举措,取得良好成效,使得公司的生产及运营成本进一步下降,毛利率有所回升。",预增,13484100.0,2024-04-16
127,603579,荣泰健康,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:5,925.21万元至6,458.48万元,同比上年增长:58%至72.22%,同比上年增长2,175.08万元至2,708.35万元。",61918450.0,65.11,"去年同期全球经济增长动能不足,消费需求疲软,公司国内外业务订单减少或推迟。今年消费有所复苏,公司充分利用自身业务优势,抢抓机遇,持续优化产品结构,积极拓展国内外市场份额,主要业务利润实现增长。",预增,37501300.0,2024-04-16
128,603579,荣泰健康,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:5,755.3万元至6,288.57万元,同比上年增长:122.5%至143.11%,同比上年增长3,168.63万元至3,701.9万元。",60219350.0,132.805,"去年同期全球经济增长动能不足,消费需求疲软,公司国内外业务订单减少或推迟。今年消费有所复苏,公司充分利用自身业务优势,抢抓机遇,持续优化产品结构,积极拓展国内外市场份额,主要业务利润实现增长。",预增,25866700.0,2024-04-16
129,600521,华海药业,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:25,950万元至28,550万元,同比上年增长:50%至65%,同比上年增长8,657万元至11,257万元。",272500000.0,57.5,"报告期内,公司实现归属于上市公司股东的净利润及归属于上市公司股东的扣除非经常性损益的净利润较去年同期均大幅增长,主要是:(1)新产品持续导入并逐步上量,市场拓展初显成效;(2)深化销售团队裂变及组织架构调整,市场管理触角不断向下延伸牵引销售团队持续深挖市场、推进全球销售网络布局、积极开拓新兴市场、提升差异化服务水平,客户粘性不断增强,产品市场占有率有效提升,销售收入大幅增长;(3)精益管理持续优化,技改能力不断提升叠加规模效应,公司成本控制能力及综合实力进一步增强。",预增,172934900.0,2024-04-16
130,600521,华海药业,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:29,220万元至32,050万元,同比上年增长:55%至70%,同比上年增长10,365万元至13,195万元。",306350000.0,62.5,"报告期内,公司实现归属于上市公司股东的净利润及归属于上市公司股东的扣除非经常性损益的净利润较去年同期均大幅增长,主要是:(1)新产品持续导入并逐步上量,市场拓展初显成效;(2)深化销售团队裂变及组织架构调整,市场管理触角不断向下延伸牵引销售团队持续深挖市场、推进全球销售网络布局、积极开拓新兴市场、提升差异化服务水平,客户粘性不断增强,产品市场占有率有效提升,销售收入大幅增长;(3)精益管理持续优化,技改能力不断提升叠加规模效应,公司成本控制能力及综合实力进一步增强。",预增,188552700.0,2024-04-16
131,600199,金种子酒,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:1,000万元至1,600万元,同比上年增长5,269.5万元至5,869.5万元。",13000000.0,130.45,"本报告期,一是公司通过精益生产、精优采购等精细化管理,降本增效效果明显;二是强化营销举措,公司实施“春节大会战”等营销举措取得了较好效果,在白酒收入增长、费用精益、成本管控方面都取得了较大进步。",扭亏,-42695000.0,2024-04-16
132,600199,金种子酒,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:1,300万元至1,900万元,同比上年增长5,416.15万元至6,016.15万元。",16000000.0,138.87,"本报告期,一是公司通过精益生产、精优采购等精细化管理,降本增效效果明显;二是强化营销举措,公司实施“春节大会战”等营销举措取得了较好效果,在白酒收入增长、费用精益、成本管控方面都取得了较大进步。",扭亏,-41161500.0,2024-04-16
133,301000,肇民科技,非经常性损益,预计2024年1-3月非经常性损益约:600万元。,6000000.0,160.57,"1、公司不断开发新产品,全力扩张市场份额和产品价值量,努力提升产品的性能、品质,项目定点和新客户不断增加,尤其在新能源车零部件市场不断取得新的突破,应用于多个国内外知名品牌新能源车的定点陆续进入量产阶段,利润比上年同期有所增长。2、预计本报告期非经常性损益对公司净利润的影响约为600万元。",不确定,2302643.51,2024-04-16
134,301000,肇民科技,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:2,800万元至3,400万元,同比上年增长:56%至89%。",31000000.0,72.5,"1、公司不断开发新产品,全力扩张市场份额和产品价值量,努力提升产品的性能、品质,项目定点和新客户不断增加,尤其在新能源车零部件市场不断取得新的突破,应用于多个国内外知名品牌新能源车的定点陆续进入量产阶段,利润比上年同期有所增长。2、预计本报告期非经常性损益对公司净利润的影响约为600万元。",预增,17982900.0,2024-04-16
135,301000,肇民科技,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:3,400万元至4,000万元,同比上年增长:68%至97%。",37000000.0,82.5,"1、公司不断开发新产品,全力扩张市场份额和产品价值量,努力提升产品的性能、品质,项目定点和新客户不断增加,尤其在新能源车零部件市场不断取得新的突破,应用于多个国内外知名品牌新能源车的定点陆续进入量产阶段,利润比上年同期有所增长。2、预计本报告期非经常性损益对公司净利润的影响约为600万元。",预增,20285600.0,2024-04-16
136,300919,中伟新材,非经常性损益,"预计2024年1-3月非经常性损益约:5,000万元。",50000000.0,-43.49,"报告期内,受益于全球新能源市场的快速增长,公司现有电池材料体系(镍系、钴系、磷系、钠系)产品合计销售量超6万吨。公司围绕“技术多元化、发展全球化、运营数字化、产业生态化”的“新四化”战略,实现精益管理持续增效,叠加公司产品、客户结构持续优化及产业一体化比例的提高,共同推动公司业绩持续增长。预计公司2024年第一季度非经常性损益对公司归属于上市公司股东的净利润的影响金额约为0.5亿元,主要系公司收到的政府补助资金等。",不确定,88487537.38,2024-04-16
137,300919,中伟新材,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:36,000万元至40,000万元,同比上年增长:5.58%至17.31%。",380000000.0,11.445,"报告期内,受益于全球新能源市场的快速增长,公司现有电池材料体系(镍系、钴系、磷系、钠系)产品合计销售量超6万吨。公司围绕“技术多元化、发展全球化、运营数字化、产业生态化”的“新四化”战略,实现精益管理持续增效,叠加公司产品、客户结构持续优化及产业一体化比例的提高,共同推动公司业绩持续增长。预计公司2024年第一季度非经常性损益对公司归属于上市公司股东的净利润的影响金额约为0.5亿元,主要系公司收到的政府补助资金等。",略增,340969300.0,2024-04-16
138,300919,中伟新材,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:31,000万元至35,000万元,同比上年增长:22.78%至38.62%。",330000000.0,30.7,"报告期内,受益于全球新能源市场的快速增长,公司现有电池材料体系(镍系、钴系、磷系、钠系)产品合计销售量超6万吨。公司围绕“技术多元化、发展全球化、运营数字化、产业生态化”的“新四化”战略,实现精益管理持续增效,叠加公司产品、客户结构持续优化及产业一体化比例的提高,共同推动公司业绩持续增长。预计公司2024年第一季度非经常性损益对公司归属于上市公司股东的净利润的影响金额约为0.5亿元,主要系公司收到的政府补助资金等。",略增,252481700.0,2024-04-16
139,300602,飞荣达,非经常性损益,预计2024年1-3月非经常性损益约:400万元。,4000000.0,-57.43,"1、公司预计2024年第一季度营业收入较上年同期增长27%左右,归属于上市公司股东的净利润增长183.59%~203.49%。报告期内,公司消费类电子业务受主要客户业务市场份额回归、出货量持续提升以及国产化替代影响,订单量持续增加。同时,由于手机及电脑等终端产品的更新换代、性能提升,促使单机价值量得以提升,该领域业绩呈现出健康的增长态势。通信领域收入小幅增长,公司参与及配合客户进行的部分新项目在本报告期内还尚未产生规模效应。新能源汽车部分定点项目逐步量产,订单量同比增长明显。伴随公司收入规模的不断增长,公司积极优化生产工艺,降低生产成本,部分子公司产能得到释放,公司盈利能力同期也有较大改善。2、报告期内,预计非经常性损益对归属于上市公司股东的净利润的影响金额约为400万元左右,主要为公司确认的政府补助。上年同期,非经常性损益对归属于上市公司股东的净利润的影响金额为939.68万元。",不确定,9396800.0,2024-04-16
140,300602,飞荣达,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:1,700万元至2,200万元,同比上年增长:149.25%至163.73%。",19500000.0,156.49,"1、公司预计2024年第一季度营业收入较上年同期增长27%左右,归属于上市公司股东的净利润增长183.59%~203.49%。报告期内,公司消费类电子业务受主要客户业务市场份额回归、出货量持续提升以及国产化替代影响,订单量持续增加。同时,由于手机及电脑等终端产品的更新换代、性能提升,促使单机价值量得以提升,该领域业绩呈现出健康的增长态势。通信领域收入小幅增长,公司参与及配合客户进行的部分新项目在本报告期内还尚未产生规模效应。新能源汽车部分定点项目逐步量产,订单量同比增长明显。伴随公司收入规模的不断增长,公司积极优化生产工艺,降低生产成本,部分子公司产能得到释放,公司盈利能力同期也有较大改善。2、报告期内,预计非经常性损益对归属于上市公司股东的净利润的影响金额约为400万元左右,主要为公司确认的政府补助。上年同期,非经常性损益对归属于上市公司股东的净利润的影响金额为939.68万元。",扭亏,-34520700.0,2024-04-16
141,300602,飞荣达,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:2,100万元至2,600万元,同比上年增长:183.59%至203.49%。",23500000.0,193.54,"1、公司预计2024年第一季度营业收入较上年同期增长27%左右,归属于上市公司股东的净利润增长183.59%~203.49%。报告期内,公司消费类电子业务受主要客户业务市场份额回归、出货量持续提升以及国产化替代影响,订单量持续增加。同时,由于手机及电脑等终端产品的更新换代、性能提升,促使单机价值量得以提升,该领域业绩呈现出健康的增长态势。通信领域收入小幅增长,公司参与及配合客户进行的部分新项目在本报告期内还尚未产生规模效应。新能源汽车部分定点项目逐步量产,订单量同比增长明显。伴随公司收入规模的不断增长,公司积极优化生产工艺,降低生产成本,部分子公司产能得到释放,公司盈利能力同期也有较大改善。2、报告期内,预计非经常性损益对归属于上市公司股东的净利润的影响金额约为400万元左右,主要为公司确认的政府补助。上年同期,非经常性损益对归属于上市公司股东的净利润的影响金额为939.68万元。",扭亏,-25124000.0,2024-04-16
142,300587,天铁科技,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:1,155万元至1,655万元,同比上年增长:176.29%至209.31%。",14050000.0,192.8,"2024年第一季度业绩变动的主要原因:公司营业收入来源于减振/震业务、锂化物业务、其他产品以及其他业务等。1、近年来,我国城市轨道交通行业逐步由高速发展阶段向高质量发展阶段转变,从重建设逐渐转变为建设、运营并重,规划建设规模增速放缓,重心逐步向“互联便捷、装备先进、低碳环保”过渡。2024年一季度,部分因阶段性外部环境等原因导致施工滞后、受阻及施工进度缓慢的工程恢复正常建设,对公司减振业务的收入带来积极影响。此外,公司坚持以市场驱动和客户需求为导向,统筹资源调度组织施工队伍、提高施工效率并加快施工进程,为客户提供全方位的增值服务,以至减振/震业务的营业收入及经营效益均得到一定程度的提升。2、2023年度受锂行业周期性影响,终端需求增速放缓,锂盐产品价格大幅下降,因此2023年末公司对锂化物业务产品计提了存货跌价准备,2024年一季度随着下游需求有所改善,锂盐产品价格开始出现回暖迹象,随着公司存货的生产领用及出售,相应将计提的存货跌价转销。3、预计本报告期非经常性损益对公司净利润的影响约为145万元。",扭亏,-15139800.0,2024-04-16
143,300587,天铁科技,非经常性损益,预计2024年1-3月非经常性损益约:145万元。,1450000.0,-77.03,"2024年第一季度业绩变动的主要原因:公司营业收入来源于减振/震业务、锂化物业务、其他产品以及其他业务等。1、近年来,我国城市轨道交通行业逐步由高速发展阶段向高质量发展阶段转变,从重建设逐渐转变为建设、运营并重,规划建设规模增速放缓,重心逐步向“互联便捷、装备先进、低碳环保”过渡。2024年一季度,部分因阶段性外部环境等原因导致施工滞后、受阻及施工进度缓慢的工程恢复正常建设,对公司减振业务的收入带来积极影响。此外,公司坚持以市场驱动和客户需求为导向,统筹资源调度组织施工队伍、提高施工效率并加快施工进程,为客户提供全方位的增值服务,以至减振/震业务的营业收入及经营效益均得到一定程度的提升。2、2023年度受锂行业周期性影响,终端需求增速放缓,锂盐产品价格大幅下降,因此2023年末公司对锂化物业务产品计提了存货跌价准备,2024年一季度随着下游需求有所改善,锂盐产品价格开始出现回暖迹象,随着公司存货的生产领用及出售,相应将计提的存货跌价转销。3、预计本报告期非经常性损益对公司净利润的影响约为145万元。",不确定,6311693.41,2024-04-16
144,300587,天铁科技,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:1,300万元至1,800万元,同比上年增长:247.26%至303.89%。",15500000.0,275.575,"2024年第一季度业绩变动的主要原因:公司营业收入来源于减振/震业务、锂化物业务、其他产品以及其他业务等。1、近年来,我国城市轨道交通行业逐步由高速发展阶段向高质量发展阶段转变,从重建设逐渐转变为建设、运营并重,规划建设规模增速放缓,重心逐步向“互联便捷、装备先进、低碳环保”过渡。2024年一季度,部分因阶段性外部环境等原因导致施工滞后、受阻及施工进度缓慢的工程恢复正常建设,对公司减振业务的收入带来积极影响。此外,公司坚持以市场驱动和客户需求为导向,统筹资源调度组织施工队伍、提高施工效率并加快施工进程,为客户提供全方位的增值服务,以至减振/震业务的营业收入及经营效益均得到一定程度的提升。2、2023年度受锂行业周期性影响,终端需求增速放缓,锂盐产品价格大幅下降,因此2023年末公司对锂化物业务产品计提了存货跌价准备,2024年一季度随着下游需求有所改善,锂盐产品价格开始出现回暖迹象,随着公司存货的生产领用及出售,相应将计提的存货跌价转销。3、预计本报告期非经常性损益对公司净利润的影响约为145万元。",扭亏,-8828100.0,2024-04-16
145,300098,高新兴,归属于上市公司股东的净利润,预计2024年1-3月归属于上市公司股东的净利润盈利:550万元至820万元。,6850000.0,130.68,"2024年一季度,公司以原控股子公司高新兴讯美(重庆)科技有限公司(以下简称“讯美科技”)的股权参股投资图灵新智算(广州)科技有限公司的交易完成股权交割,公司不再将讯美科技纳入集团财务报表的合并范围内,预计本次交易对公司2024年一季度产生约5,000万元的投资收益(非经常性损益),另公司收到政府补助约240万元,综上对公司归母净利润产生影响较大。",扭亏,-22327400.0,2024-04-16
